Process Image Count,Start_Time(in sec),Stop_Time(in sec),Execution_Time(in msec),Jitter(in msec)
475,1596868917.000026,1596868917.082930,82.904100,-0.100137
476,1596868917.100178,1596868917.182599,82.421064,-0.100152
477,1596868917.200303,1596868917.283572,83.269358,-0.100125
478,1596868917.300455,1596868917.383305,82.849979,-0.100152
479,1596868917.400601,1596868917.483514,82.912922,-0.100146
480,1596868917.500761,1596868917.583751,82.989454,-0.100160
481,1596868917.600902,1596868917.683939,83.037138,-0.100141
482,1596868917.701051,1596868917.784011,82.960367,-0.100149
483,1596868917.801193,1596868917.884173,82.979918,-0.100142
484,1596868917.901320,1596868917.983865,82.545042,-0.100127
485,1596868918.001488,1596868918.084113,82.624435,-0.100169
486,1596868918.101610,1596868918.184129,82.518101,-0.100122
487,1596868918.201772,1596868918.284570,82.797527,-0.100162
488,1596868918.301898,1596868918.384596,82.698345,-0.100126
489,1596868918.402052,1596868918.484525,82.473516,-0.100154
490,1596868918.502176,1596868918.584585,82.409143,-0.100124
491,1596868918.602340,1596868918.684799,82.459688,-0.100164
492,1596868918.702618,1596868918.786524,83.906174,-0.100278
493,1596868918.802762,1596868918.885220,82.457781,-0.100144
494,1596868918.902874,1596868918.985283,82.408905,-0.100112
495,1596868919.003044,1596868919.085492,82.447767,-0.100170
496,1596868919.103156,1596868919.185591,82.434177,-0.100112
497,1596868919.203334,1596868919.285783,82.448244,-0.100178
498,1596868919.303442,1596868919.385873,82.431078,-0.100107
499,1596868919.403712,1596868919.486701,82.988977,-0.100270
500,1596868919.503932,1596868919.586395,82.463026,-0.100220
501,1596868919.604137,1596868919.686910,82.772255,-0.100205
502,1596868919.704363,1596868919.787123,82.759857,-0.100225
503,1596868919.804493,1596868919.887266,82.772970,-0.100131
504,1596868919.904731,1596868919.987881,83.150387,-0.100238
505,1596868920.004902,1596868920.087384,82.482100,-0.100171
506,1596868920.105020,1596868920.187419,82.398891,-0.100119
507,1596868920.205201,1596868920.287714,82.513332,-0.100180
508,1596868920.305316,1596868920.387763,82.447052,-0.100115
509,1596868920.405519,1596868920.487943,82.424641,-0.100203
510,1596868920.505628,1596868920.588044,82.415819,-0.100109
511,1596868920.605826,1596868920.688272,82.445621,-0.100198
512,1596868920.705947,1596868920.788374,82.427025,-0.100121
513,1596868920.806138,1596868920.888536,82.398176,-0.100192
514,1596868920.906249,1596868920.988666,82.417250,-0.100111
515,1596868921.006432,1596868921.088837,82.404613,-0.100183
516,1596868921.106542,1596868921.191110,84.567547,-0.100110
517,1596868921.206722,1596868921.289124,82.402229,-0.100180
518,1596868921.306851,1596868921.389318,82.467079,-0.100128
519,1596868921.407026,1596868921.489491,82.464695,-0.100175
520,1596868921.507158,1596868921.589637,82.479000,-0.100132
521,1596868921.607325,1596868921.689782,82.457304,-0.100168
522,1596868921.707436,1596868921.791716,84.279299,-0.100111
523,1596868921.807625,1596868921.890281,82.655907,-0.100189
524,1596868921.907808,1596868921.990409,82.600832,-0.100183
525,1596868922.008019,1596868922.090607,82.588196,-0.100211
526,1596868922.108139,1596868922.190739,82.600117,-0.100120
527,1596868922.208355,1596868922.290864,82.508087,-0.100216
528,1596868922.308538,1596868922.391130,82.591772,-0.100183
529,1596868922.408734,1596868922.491220,82.486629,-0.100195
530,1596868922.508877,1596868922.591440,82.563162,-0.100143
531,1596868922.609003,1596868922.691489,82.485914,-0.100126
532,1596868922.709128,1596868922.791686,82.557678,-0.100125
533,1596868922.809323,1596868922.891853,82.530022,-0.100195
534,1596868922.909483,1596868922.992044,82.561016,-0.100160
535,1596868923.009656,1596868923.092148,82.491636,-0.100173
536,1596868923.109813,1596868923.192310,82.496405,-0.100157
537,1596868923.209944,1596868923.292390,82.446337,-0.100130
538,1596868923.310135,1596868923.392604,82.468987,-0.100191
539,1596868923.410249,1596868923.492694,82.445383,-0.100114
540,1596868923.510411,1596868923.592899,82.488537,-0.100162
541,1596868923.610538,1596868923.693037,82.499266,-0.100127
542,1596868923.710752,1596868923.793318,82.566023,-0.100214
543,1596868923.810872,1596868923.893369,82.497835,-0.100119
544,1596868923.911067,1596868923.993625,82.557917,-0.100196
545,1596868924.011245,1596868924.093795,82.549572,-0.100178
546,1596868924.111418,1596868924.193920,82.501173,-0.100173
547,1596868924.211613,1596868924.294082,82.468987,-0.100194
548,1596868924.311827,1596868924.394492,82.664251,-0.100215
549,1596868924.412017,1596868924.495560,83.543539,-0.100189
550,1596868924.512252,1596868924.595086,82.834244,-0.100235
551,1596868924.612432,1596868924.695190,82.758665,-0.100180
552,1596868924.712651,1596868924.796823,84.172249,-0.100219
553,1596868924.812865,1596868924.895597,82.731485,-0.100214
554,1596868924.913071,1596868924.995841,82.769632,-0.100206
555,1596868925.013270,1596868925.096090,82.819939,-0.100199
556,1596868925.113484,1596868925.196285,82.800865,-0.100214
557,1596868925.213709,1596868925.296449,82.740307,-0.100224
558,1596868925.313942,1596868925.396759,82.816839,-0.100233
559,1596868925.414190,1596868925.496902,82.711697,-0.100248
560,1596868925.514369,1596868925.597154,82.784891,-0.100179
561,1596868925.614584,1596868925.697385,82.800627,-0.100216
562,1596868925.714825,1596868925.797618,82.792282,-0.100241
563,1596868925.815040,1596868925.897892,82.851648,-0.100215
564,1596868925.915301,1596868925.998053,82.752466,-0.100260
565,1596868926.015544,1596868926.098415,82.870483,-0.100243
566,1596868926.115795,1596868926.198680,82.885027,-0.100251
567,1596868926.216009,1596868926.298793,82.784176,-0.100214
568,1596868926.316257,1596868926.399020,82.762957,-0.100248
569,1596868926.416477,1596868926.499235,82.758665,-0.100220
570,1596868926.516723,1596868926.599576,82.852125,-0.100247
571,1596868926.616955,1596868926.699811,82.855463,-0.100232
572,1596868926.717195,1596868926.800029,82.834721,-0.100240
573,1596868926.817407,1596868926.900325,82.918167,-0.100212
574,1596868926.917623,1596868927.000402,82.779646,-0.100216
575,1596868927.017867,1596868927.100733,82.865477,-0.100245
576,1596868927.118086,1596868927.202045,83.958387,-0.100219
577,1596868927.218280,1596868927.301028,82.748175,-0.100194
578,1596868927.318498,1596868927.401285,82.786560,-0.100218
579,1596868927.418729,1596868927.501511,82.782030,-0.100231
580,1596868927.518934,1596868927.601698,82.763672,-0.100205
581,1596868927.619184,1596868927.701981,82.797050,-0.100250
582,1596868927.719431,1596868927.802684,83.252668,-0.100247
583,1596868927.819705,1596868927.902902,83.196878,-0.100274
584,1596868927.919848,1596868928.002603,82.755089,-0.100143
585,1596868928.020081,1596868928.102923,82.842588,-0.100233
586,1596868928.120247,1596868928.203031,82.783937,-0.100167
587,1596868928.220473,1596868928.303226,82.753420,-0.100225
588,1596868928.320717,1596868928.403471,82.754374,-0.100244
589,1596868928.420925,1596868928.503704,82.779646,-0.100208
590,1596868928.521124,1596868928.603850,82.725763,-0.100199
591,1596868928.621328,1596868928.704118,82.789898,-0.100204
592,1596868928.721520,1596868928.804259,82.739353,-0.100191
593,1596868928.821731,1596868928.904568,82.836628,-0.100211
594,1596868928.921924,1596868929.004626,82.701921,-0.100193
595,1596868929.022148,1596868929.104920,82.772255,-0.100224
596,1596868929.122335,1596868929.205044,82.708597,-0.100187
597,1596868929.222561,1596868929.305310,82.749128,-0.100226
598,1596868929.322767,1596868929.405511,82.744598,-0.100206
599,1596868929.422987,1596868929.505734,82.746983,-0.100221
600,1596868929.523207,1596868929.606136,82.928181,-0.100220
601,1596868929.623436,1596868929.706253,82.817078,-0.100229
602,1596868929.723681,1596868929.806531,82.850695,-0.100245
603,1596868929.823889,1596868929.906585,82.695961,-0.100208
604,1596868929.924143,1596868930.006938,82.795382,-0.100254
605,1596868930.024374,1596868930.107121,82.746983,-0.100231
606,1596868930.124588,1596868930.207340,82.752466,-0.100214
607,1596868930.224848,1596868930.307643,82.794666,-0.100260
608,1596868930.325034,1596868930.407761,82.726717,-0.100186
609,1596868930.425293,1596868930.508092,82.799196,-0.100259
610,1596868930.525488,1596868930.608225,82.736492,-0.100195
611,1596868930.625750,1596868930.708550,82.800150,-0.100262
612,1596868930.725957,1596868930.808728,82.770348,-0.100207
613,1596868930.826214,1596868930.910188,83.973885,-0.100257
614,1596868930.926412,1596868931.009123,82.710981,-0.100198
615,1596868931.026634,1596868931.109423,82.789183,-0.100221
616,1596868931.126844,1596868931.209659,82.815409,-0.100210
617,1596868931.227056,1596868931.309788,82.732916,-0.100212
618,1596868931.327276,1596868931.409958,82.681656,-0.100221
619,1596868931.427490,1596868931.510274,82.783937,-0.100214
620,1596868931.527715,1596868931.610516,82.800627,-0.100225
621,1596868931.627948,1596868931.710747,82.798958,-0.100233
622,1596868931.728155,1596868931.810961,82.805634,-0.100207
623,1596868931.828392,1596868931.911075,82.682848,-0.100237
624,1596868931.928632,1596868932.011420,82.788467,-0.100240
625,1596868932.028856,1596868932.111670,82.814217,-0.100224
626,1596868932.129061,1596868932.211859,82.798481,-0.100205
627,1596868932.229302,1596868932.312319,83.017111,-0.100241
628,1596868932.329603,1596868932.412224,82.620382,-0.100301
629,1596868932.429806,1596868932.512697,82.890749,-0.100203
630,1596868932.529998,1596868932.612868,82.870483,-0.100192
631,1596868932.630260,1596868932.713012,82.752466,-0.100262
632,1596868932.730439,1596868932.813151,82.711935,-0.100180
633,1596868932.830632,1596868932.913488,82.855463,-0.100193
634,1596868932.930840,1596868933.013791,82.950592,-0.100208
635,1596868933.031152,1596868933.114141,82.989693,-0.100312
636,1596868933.131345,1596868933.214325,82.980156,-0.100193
637,1596868933.231618,1596868933.314516,82.897425,-0.100274
638,1596868933.331899,1596868933.414811,82.911491,-0.100281
639,1596868933.432240,1596868933.515248,83.008528,-0.100340
640,1596868933.532441,1596868933.615378,82.936525,-0.100201
641,1596868933.632678,1596868933.715410,82.732439,-0.100236
642,1596868933.732901,1596868933.815967,83.065510,-0.100224
643,1596868933.833148,1596868933.917840,84.691763,-0.100247
644,1596868933.933455,1596868934.016494,83.039284,-0.100307
645,1596868934.033842,1596868934.116687,82.845688,-0.100387
646,1596868934.134036,1596868934.216948,82.912683,-0.100194
647,1596868934.234246,1596868934.317096,82.849503,-0.100211
648,1596868934.334545,1596868934.417514,82.969189,-0.100299
649,1596868934.434774,1596868934.517683,82.909107,-0.100229
650,1596868934.535032,1596868934.617850,82.818747,-0.100257
651,1596868934.635312,1596868934.718195,82.883358,-0.100280
652,1596868934.735636,1596868934.818470,82.833767,-0.100324
653,1596868934.835934,1596868934.918839,82.905293,-0.100298
654,1596868934.936172,1596868935.019102,82.929850,-0.100239
655,1596868935.036412,1596868935.119301,82.889318,-0.100239
656,1596868935.136700,1596868935.219585,82.885265,-0.100288
657,1596868935.237173,1596868935.320099,82.925558,-0.100474
658,1596868935.337310,1596868935.420192,82.882881,-0.100136
659,1596868935.437574,1596868935.520525,82.951307,-0.100265
660,1596868935.537838,1596868935.620814,82.975626,-0.100264
661,1596868935.638099,1596868935.721048,82.949162,-0.100261
662,1596868935.738296,1596868935.821045,82.749128,-0.100197
663,1596868935.838520,1596868935.921163,82.642317,-0.100224
664,1596868935.938802,1596868936.021522,82.719564,-0.100282
665,1596868936.039045,1596868936.121743,82.697868,-0.100242
666,1596868936.139240,1596868936.222004,82.764149,-0.100195
667,1596868936.239541,1596868936.322289,82.747698,-0.100301
668,1596868936.339729,1596868936.422407,82.677841,-0.100188
669,1596868936.439924,1596868936.522540,82.616091,-0.100195
670,1596868936.540133,1596868936.622832,82.699299,-0.100209
671,1596868936.640324,1596868936.722976,82.651377,-0.100192
672,1596868936.740525,1596868936.823263,82.737446,-0.100201
673,1596868936.840734,1596868936.925174,84.439754,-0.100209
674,1596868936.940953,1596868937.023686,82.733154,-0.100218
675,1596868937.041220,1596868937.123964,82.743883,-0.100267
676,1596868937.141387,1596868937.224096,82.708836,-0.100167
677,1596868937.241621,1596868937.324301,82.679749,-0.100234
678,1596868937.341842,1596868937.424586,82.743406,-0.100221
679,1596868937.442053,1596868937.524824,82.771540,-0.100210
680,1596868937.542293,1596868937.625007,82.714081,-0.100240
681,1596868937.642470,1596868937.725179,82.709789,-0.100176
682,1596868937.742674,1596868937.825387,82.712889,-0.100204
683,1596868937.842897,1596868937.925620,82.722902,-0.100223
684,1596868937.943084,1596868938.025818,82.733870,-0.100187
685,1596868938.043314,1596868938.126034,82.720757,-0.100230
686,1596868938.143495,1596868938.226163,82.668066,-0.100181
687,1596868938.243688,1596868938.326377,82.689285,-0.100194
688,1596868938.343918,1596868938.426584,82.665682,-0.100230
689,1596868938.444193,1596868938.526894,82.700729,-0.100275
690,1596868938.544395,1596868938.627102,82.706690,-0.100202
691,1596868938.644605,1596868938.727329,82.724094,-0.100210
692,1596868938.744849,1596868938.827591,82.741737,-0.100245
693,1596868938.845032,1596868938.927689,82.656860,-0.100183
694,1596868938.945284,1596868939.027945,82.660913,-0.100252
695,1596868939.045504,1596868939.128180,82.676172,-0.100219
696,1596868939.145745,1596868939.228394,82.648993,-0.100241
697,1596868939.245900,1596868939.328579,82.679272,-0.100155
698,1596868939.346135,1596868939.428824,82.689762,-0.100235
699,1596868939.446366,1596868939.529055,82.689047,-0.100232
700,1596868939.546611,1596868939.629302,82.691193,-0.100244
701,1596868939.646845,1596868939.729567,82.721472,-0.100235
702,1596868939.747063,1596868939.829779,82.716227,-0.100217
703,1596868939.847292,1596868939.930724,83.432436,-0.100229
704,1596868939.947515,1596868940.030532,83.016634,-0.100224
705,1596868940.047771,1596868940.130566,82.795382,-0.100256
706,1596868940.147980,1596868940.230725,82.745314,-0.100209
707,1596868940.248224,1596868940.330962,82.738400,-0.100244
708,1596868940.348431,1596868940.431192,82.761526,-0.100207
709,1596868940.448684,1596868940.531423,82.738876,-0.100254
710,1596868940.548892,1596868940.631609,82.716227,-0.100208
711,1596868940.649137,1596868940.731845,82.707405,-0.100245
712,1596868940.749412,1596868940.832084,82.671881,-0.100275
713,1596868940.849613,1596868940.932327,82.713842,-0.100200
714,1596868940.949816,1596868941.032499,82.682610,-0.100204
715,1596868941.050018,1596868941.132734,82.716227,-0.100202
716,1596868941.150215,1596868941.232946,82.730532,-0.100197
717,1596868941.250413,1596868941.333202,82.789183,-0.100198
718,1596868941.350688,1596868941.433685,82.996845,-0.100275
719,1596868941.450918,1596868941.533918,83.000660,-0.100230
720,1596868941.551142,1596868941.634075,82.932949,-0.100224
721,1596868941.651433,1596868941.734416,82.983255,-0.100291
722,1596868941.751626,1596868941.834655,83.028555,-0.100193
723,1596868941.851885,1596868941.934692,82.807541,-0.100259
724,1596868941.952106,1596868942.035251,83.144903,-0.100222
725,1596868942.052361,1596868942.135405,83.043337,-0.100255
726,1596868942.152639,1596868942.235520,82.880497,-0.100278
727,1596868942.252950,1596868942.336036,83.086252,-0.100311
728,1596868942.353366,1596868942.436369,83.003044,-0.100416
729,1596868942.453627,1596868942.536791,83.163977,-0.100261
730,1596868942.553917,1596868942.636876,82.959652,-0.100289
731,1596868942.654149,1596868942.737127,82.978487,-0.100232
732,1596868942.754418,1596868942.837304,82.886219,-0.100269
733,1596868942.854641,1596868942.937765,83.123446,-0.100224
734,1596868942.954960,1596868943.039336,84.375858,-0.100319
735,1596868943.055150,1596868943.138161,83.011150,-0.100189
736,1596868943.155489,1596868943.238513,83.023787,-0.100339
737,1596868943.255678,1596868943.338666,82.987309,-0.100190
738,1596868943.355945,1596868943.438893,82.947969,-0.100267
739,1596868943.456220,1596868943.539078,82.858086,-0.100275
740,1596868943.556457,1596868943.639383,82.926035,-0.100237
741,1596868943.656710,1596868943.739678,82.968473,-0.100252
742,1596868943.756979,1596868943.839912,82.933426,-0.100269
743,1596868943.857162,1596868943.940210,83.047628,-0.100183
744,1596868943.957451,1596868944.040385,82.933903,-0.100289
745,1596868944.057724,1596868944.140855,83.130836,-0.100273
746,1596868944.157965,1596868944.240852,82.886934,-0.100241
747,1596868944.258209,1596868944.341080,82.870722,-0.100244
748,1596868944.358557,1596868944.441580,83.022356,-0.100348
749,1596868944.458972,1596868944.541729,82.756758,-0.100415
750,1596868944.559188,1596868944.642185,82.996845,-0.100216
751,1596868944.659479,1596868944.742446,82.967758,-0.100291
752,1596868944.759715,1596868944.842618,82.903862,-0.100236
753,1596868944.859925,1596868944.942858,82.932949,-0.100210
754,1596868944.960139,1596868945.042974,82.835436,-0.100214
755,1596868945.060386,1596868945.143463,83.076954,-0.100248
756,1596868945.160622,1596868945.243463,82.840919,-0.100236
757,1596868945.260919,1596868945.343979,83.060026,-0.100297
758,1596868945.361186,1596868945.444099,82.913399,-0.100267
759,1596868945.461842,1596868945.544823,82.981110,-0.100657
760,1596868945.562040,1596868945.645085,83.045721,-0.100197
761,1596868945.662201,1596868945.745151,82.949877,-0.100162
762,1596868945.762513,1596868945.845561,83.048344,-0.100312
763,1596868945.862749,1596868945.945613,82.864285,-0.100236
764,1596868945.963027,1596868946.048060,85.032940,-0.100278
765,1596868946.063251,1596868946.146069,82.818031,-0.100223
766,1596868946.163522,1596868946.246838,83.315611,-0.100271
767,1596868946.263748,1596868946.346701,82.952499,-0.100226
768,1596868946.363975,1596868946.446760,82.784891,-0.100227
769,1596868946.464485,1596868946.547534,83.049297,-0.100510
770,1596868946.564687,1596868946.647657,82.970142,-0.100202
771,1596868946.664946,1596868946.747638,82.692623,-0.100259
772,1596868946.765151,1596868946.848161,83.009243,-0.100206
773,1596868946.865385,1596868946.948375,82.989931,-0.100233
774,1596868946.965602,1596868947.048453,82.850933,-0.100218
775,1596868947.065859,1596868947.148729,82.869768,-0.100257
776,1596868947.166106,1596868947.248998,82.891226,-0.100247
777,1596868947.266330,1596868947.349294,82.963943,-0.100224
778,1596868947.366595,1596868947.449549,82.954645,-0.100264
779,1596868947.466867,1596868947.549913,83.045959,-0.100273
780,1596868947.567106,1596868947.650046,82.939863,-0.100239
781,1596868947.667365,1596868947.750329,82.964182,-0.100258
782,1596868947.767533,1596868947.850457,82.924366,-0.100168
783,1596868947.867838,1596868947.950810,82.972050,-0.100305
784,1596868947.968069,1596868948.050986,82.916975,-0.100231
785,1596868948.068289,1596868948.151091,82.801819,-0.100220
786,1596868948.168571,1596868948.251543,82.971573,-0.100282
787,1596868948.268827,1596868948.353749,84.921598,-0.100256
788,1596868948.369006,1596868948.451732,82.726002,-0.100179
789,1596868948.469233,1596868948.552060,82.826614,-0.100227
790,1596868948.569565,1596868948.652273,82.708359,-0.100332
791,1596868948.669933,1596868948.752809,82.876205,-0.100368
792,1596868948.770123,1596868948.852929,82.806110,-0.100190
793,1596868948.870314,1596868948.953038,82.723379,-0.100192
794,1596868948.970514,1596868949.054761,84.246874,-0.100200
795,1596868949.070802,1596868949.153826,83.023548,-0.100288
796,1596868949.171108,1596868949.254090,82.982302,-0.100306
797,1596868949.271359,1596868949.354317,82.957506,-0.100252
798,1596868949.371588,1596868949.454481,82.893372,-0.100228
799,1596868949.471791,1596868949.554713,82.922459,-0.100203
800,1596868949.571982,1596868949.654836,82.854271,-0.100191
801,1596868949.672245,1596868949.755327,83.081961,-0.100263
802,1596868949.772372,1596868949.855235,82.863569,-0.100127
803,1596868949.872654,1596868949.955636,82.981825,-0.100282
804,1596868949.972863,1596868950.055837,82.974195,-0.100209
805,1596868950.073197,1596868950.156191,82.994223,-0.100334
806,1596868950.173417,1596868950.256246,82.828999,-0.100220
807,1596868950.273602,1596868950.356510,82.907200,-0.100186
808,1596868950.373887,1596868950.456782,82.894564,-0.100285
809,1596868950.474348,1596868950.557167,82.818270,-0.100461
810,1596868950.574569,1596868950.657570,83.001137,-0.100220
811,1596868950.674787,1596868950.757638,82.851171,-0.100219
812,1596868950.774954,1596868950.857704,82.750559,-0.100167
813,1596868950.875149,1596868950.957866,82.717419,-0.100195
814,1596868950.975366,1596868951.058103,82.736731,-0.100217
815,1596868951.075571,1596868951.158316,82.745314,-0.100205
816,1596868951.175796,1596868951.258456,82.659960,-0.100224
817,1596868951.275988,1596868951.358716,82.728624,-0.100192
818,1596868951.376186,1596868951.458928,82.741499,-0.100199
819,1596868951.476381,1596868951.559109,82.727671,-0.100195
820,1596868951.576594,1596868951.659290,82.696676,-0.100212
821,1596868951.676798,1596868951.759526,82.727671,-0.100204
822,1596868951.777005,1596868951.859755,82.749128,-0.100207
823,1596868951.877223,1596868951.959984,82.761049,-0.100217
824,1596868951.977431,1596868952.060497,83.065748,-0.100208
825,1596868952.077688,1596868952.161006,83.317518,-0.100258
826,1596868952.177863,1596868952.260677,82.813501,-0.100175
827,1596868952.278075,1596868952.360767,82.692146,-0.100211
828,1596868952.378283,1596868952.461016,82.732916,-0.100208
829,1596868952.478489,1596868952.561193,82.703829,-0.100206
830,1596868952.578703,1596868952.661451,82.747221,-0.100214
831,1596868952.678910,1596868952.761613,82.703829,-0.100206
832,1596868952.779130,1596868952.861893,82.762718,-0.100221
833,1596868952.879334,1596868952.962054,82.719564,-0.100204
834,1596868952.979616,1596868953.062339,82.723141,-0.100282
835,1596868953.079801,1596868953.162519,82.718134,-0.100185
836,1596868953.180009,1596868953.262710,82.700253,-0.100208
837,1596868953.280204,1596868953.362926,82.722187,-0.100195
838,1596868953.380415,1596868953.463114,82.699060,-0.100211
839,1596868953.480615,1596868953.563449,82.834005,-0.100200
840,1596868953.580897,1596868953.663763,82.866192,-0.100282
841,1596868953.681211,1596868953.764324,83.113194,-0.100314
842,1596868953.781457,1596868953.864384,82.926750,-0.100246
843,1596868953.881778,1596868953.964712,82.934618,-0.100320
844,1596868953.982036,1596868954.064930,82.893610,-0.100259
845,1596868954.082240,1596868954.165112,82.871914,-0.100204
846,1596868954.182466,1596868954.265465,82.999468,-0.100226
847,1596868954.282744,1596868954.365615,82.870960,-0.100278
848,1596868954.383012,1596868954.465968,82.956314,-0.100268
849,1596868954.483191,1596868954.566041,82.850933,-0.100179
850,1596868954.583427,1596868954.666423,82.995653,-0.100236
851,1596868954.683660,1596868954.766782,83.121538,-0.100233
852,1596868954.783892,1596868954.866765,82.872629,-0.100232
853,1596868954.884161,1596868954.967045,82.883120,-0.100269
854,1596868954.984435,1596868955.067354,82.919359,-0.100273
855,1596868955.084685,1596868955.169322,84.637403,-0.100250
856,1596868955.184993,1596868955.267935,82.942009,-0.100308
857,1596868955.285273,1596868955.368168,82.895517,-0.100280
858,1596868955.385522,1596868955.468394,82.871437,-0.100250
859,1596868955.486031,1596868955.568956,82.925558,-0.100508
860,1596868955.586189,1596868955.669075,82.885981,-0.100158
861,1596868955.686490,1596868955.769532,83.042383,-0.100301
862,1596868955.786741,1596868955.869706,82.964659,-0.100252
863,1596868955.887183,1596868955.970056,82.872629,-0.100442
864,1596868955.987315,1596868956.070472,83.156586,-0.100132
865,1596868956.087573,1596868956.170643,83.070278,-0.100257
866,1596868956.187838,1596868956.270902,83.064079,-0.100266
867,1596868956.288114,1596868956.370835,82.721472,-0.100275
868,1596868956.388300,1596868956.471398,83.097935,-0.100186
869,1596868956.488514,1596868956.571486,82.972050,-0.100214
870,1596868956.588783,1596868956.671699,82.916260,-0.100269
871,1596868956.688946,1596868956.771760,82.814217,-0.100163
872,1596868956.789198,1596868956.871917,82.718849,-0.100252
873,1596868956.889561,1596868956.972594,83.032370,-0.100364
874,1596868956.989822,1596868957.072682,82.860231,-0.100260
875,1596868957.089995,1596868957.172746,82.751036,-0.100173
876,1596868957.190262,1596868957.273110,82.848310,-0.100267
877,1596868957.290436,1596868957.373171,82.734823,-0.100174
878,1596868957.390639,1596868957.473350,82.710505,-0.100204
879,1596868957.490944,1596868957.573888,82.943439,-0.100305
880,1596868957.591128,1596868957.673756,82.628250,-0.100184
881,1596868957.691326,1596868957.774146,82.820177,-0.100198
882,1596868957.791568,1596868957.874174,82.606316,-0.100242
883,1596868957.891748,1596868957.974584,82.835913,-0.100180
884,1596868957.991965,1596868958.074917,82.952023,-0.100218
885,1596868958.092201,1596868958.176968,84.767580,-0.100235
886,1596868958.192398,1596868958.275202,82.803965,-0.100197
887,1596868958.292607,1596868958.375435,82.828522,-0.100209
888,1596868958.392863,1596868958.475700,82.837105,-0.100256
889,1596868958.493077,1596868958.575813,82.735538,-0.100214
890,1596868958.593259,1596868958.676093,82.834482,-0.100181
891,1596868958.693480,1596868958.776364,82.884550,-0.100221
892,1596868958.793696,1596868958.876531,82.834482,-0.100217
893,1596868958.893921,1596868958.976640,82.719803,-0.100224
894,1596868958.994202,1596868959.077122,82.919836,-0.100281
895,1596868959.094423,1596868959.177286,82.863092,-0.100221
896,1596868959.194637,1596868959.277500,82.862854,-0.100214
897,1596868959.294901,1596868959.377803,82.901716,-0.100264
898,1596868959.395095,1596868959.477820,82.725286,-0.100194
899,1596868959.495312,1596868959.578156,82.844257,-0.100217
900,1596868959.595542,1596868959.678356,82.813501,-0.100230
901,1596868959.695770,1596868959.778636,82.866192,-0.100228
902,1596868959.796008,1596868959.878844,82.836628,-0.100238
903,1596868959.896193,1596868959.978882,82.689047,-0.100185
904,1596868959.996456,1596868960.079302,82.845688,-0.100263
905,1596868960.096647,1596868960.179444,82.797050,-0.100191
906,1596868960.196916,1596868960.279948,83.032370,-0.100268
907,1596868960.297142,1596868960.380050,82.907915,-0.100226
908,1596868960.397347,1596868960.480052,82.705021,-0.100205
909,1596868960.497622,1596868960.580533,82.911015,-0.100275
910,1596868960.597865,1596868960.680847,82.982302,-0.100243
911,1596868960.698109,1596868960.781228,83.119392,-0.100244
912,1596868960.798362,1596868960.881315,82.953691,-0.100253
913,1596868960.898605,1596868960.981516,82.910538,-0.100244
914,1596868960.998823,1596868961.081581,82.757473,-0.100218
915,1596868961.099106,1596868961.183813,84.706783,-0.100283
916,1596868961.199317,1596868961.282206,82.889557,-0.100210
917,1596868961.299590,1596868961.382338,82.747459,-0.100274
918,1596868961.399857,1596868961.482862,83.005190,-0.100267
919,1596868961.500036,1596868961.582794,82.757950,-0.100179
920,1596868961.600268,1596868961.683030,82.762241,-0.100232
921,1596868961.700490,1596868961.783330,82.840443,-0.100222
922,1596868961.800721,1596868961.883604,82.883358,-0.100231
923,1596868961.900904,1596868961.983585,82.680941,-0.100183
924,1596868962.001104,1596868962.083944,82.839727,-0.100201
925,1596868962.101335,1596868962.184163,82.828522,-0.100230
926,1596868962.201523,1596868962.284275,82.751751,-0.100188
927,1596868962.301743,1596868962.384438,82.695246,-0.100219
928,1596868962.401942,1596868962.484854,82.911730,-0.100200
929,1596868962.502238,1596868962.585071,82.833529,-0.100295
930,1596868962.602439,1596868962.685170,82.731009,-0.100201
931,1596868962.702648,1596868962.785412,82.763910,-0.100209
932,1596868962.802919,1596868962.885874,82.955122,-0.100271
933,1596868962.903145,1596868962.985841,82.696199,-0.100226
934,1596868963.003369,1596868963.086194,82.825422,-0.100224
935,1596868963.103569,1596868963.186392,82.823038,-0.100200
936,1596868963.203799,1596868963.286599,82.800150,-0.100230
937,1596868963.304014,1596868963.386730,82.716227,-0.100215
938,1596868963.404259,1596868963.489136,84.876776,-0.100245
939,1596868963.504519,1596868963.587516,82.996368,-0.100260
940,1596868963.604721,1596868963.687454,82.733631,-0.100201
941,1596868963.704938,1596868963.787717,82.779169,-0.100217
942,1596868963.805231,1596868963.888113,82.881689,-0.100293
943,1596868963.905713,1596868963.988508,82.794666,-0.100482
944,1596868964.005875,1596868964.088705,82.829952,-0.100162
945,1596868964.106117,1596868964.190102,83.985567,-0.100242
946,1596868964.206337,1596868964.289207,82.869530,-0.100221
947,1596868964.306585,1596868964.389605,83.019972,-0.100247
948,1596868964.406785,1596868964.489635,82.849741,-0.100200
949,1596868964.507015,1596868964.589942,82.927227,-0.100230
950,1596868964.607260,1596868964.690227,82.966805,-0.100246
951,1596868964.707474,1596868964.790361,82.887888,-0.100213
952,1596868964.807740,1596868964.890686,82.945585,-0.100267
953,1596868964.907948,1596868964.990890,82.942247,-0.100208
954,1596868965.008231,1596868965.091252,83.020926,-0.100284
955,1596868965.108430,1596868965.191177,82.746506,-0.100199
