Sequencer Count,Start_Time(in sec),Stop_Time(in sec),Execution_Time(in msec),Jitter(in msec)
480,1596868917.500575,1596868917.500647,0.072002,-0.100149
481,1596868917.600730,1596868917.600790,0.059605,-0.100155
482,1596868917.700874,1596868917.700935,0.060558,-0.100144
483,1596868917.801021,1596868917.801076,0.055790,-0.100146
484,1596868917.901159,1596868917.901212,0.053167,-0.100139
485,1596868918.001302,1596868918.001363,0.060797,-0.100142
486,1596868918.101444,1596868918.101502,0.057697,-0.100142
487,1596868918.201591,1596868918.201654,0.062943,-0.100147
488,1596868918.301737,1596868918.301789,0.051975,-0.100146
489,1596868918.401871,1596868918.401937,0.065804,-0.100133
490,1596868918.502014,1596868918.502069,0.055075,-0.100144
491,1596868918.602153,1596868918.602221,0.068188,-0.100139
492,1596868918.702346,1596868918.702474,0.128269,-0.100193
493,1596868918.802574,1596868918.802645,0.070810,-0.100228
494,1596868918.902723,1596868918.902768,0.044823,-0.100149
495,1596868919.002851,1596868919.002923,0.072002,-0.100128
496,1596868919.103002,1596868919.103050,0.048399,-0.100151
497,1596868919.203138,1596868919.203217,0.078678,-0.100136
498,1596868919.303294,1596868919.303339,0.044346,-0.100156
499,1596868919.403469,1596868919.403571,0.102043,-0.100174
500,1596868919.503703,1596868919.503803,0.100136,-0.100234
501,1596868919.603913,1596868919.604000,0.086784,-0.100210
502,1596868919.704114,1596868919.704220,0.106335,-0.100201
503,1596868919.804315,1596868919.804374,0.058651,-0.100201
504,1596868919.904479,1596868919.904590,0.111341,-0.100164
505,1596868920.004706,1596868920.004782,0.075340,-0.100228
506,1596868920.104860,1596868920.104913,0.053406,-0.100154
507,1596868920.205008,1596868920.205083,0.075579,-0.100148
508,1596868920.305162,1596868920.305210,0.048637,-0.100154
509,1596868920.405303,1596868920.405391,0.087976,-0.100141
510,1596868920.505467,1596868920.505522,0.054359,-0.100164
511,1596868920.605614,1596868920.605703,0.088453,-0.100147
512,1596868920.705782,1596868920.705838,0.055790,-0.100168
513,1596868920.805931,1596868920.806019,0.088215,-0.100149
514,1596868920.906098,1596868920.906150,0.051498,-0.100168
515,1596868921.006241,1596868921.006310,0.069857,-0.100142
516,1596868921.106385,1596868921.106435,0.050306,-0.100144
517,1596868921.206526,1596868921.206600,0.073433,-0.100141
518,1596868921.306682,1596868921.306741,0.058651,-0.100156
519,1596868921.406843,1596868921.406923,0.080347,-0.100161
520,1596868921.506998,1596868921.507050,0.052691,-0.100155
521,1596868921.607134,1596868921.607206,0.071526,-0.100137
522,1596868921.707282,1596868921.707331,0.049114,-0.100147
523,1596868921.807432,1596868921.807511,0.079393,-0.100150
524,1596868921.907610,1596868921.907691,0.080585,-0.100178
525,1596868922.007801,1596868922.007890,0.089169,-0.100191
526,1596868922.107973,1596868922.108031,0.057936,-0.100172
527,1596868922.208139,1596868922.208227,0.087738,-0.100166
528,1596868922.308324,1596868922.308406,0.081778,-0.100184
529,1596868922.408520,1596868922.408611,0.091314,-0.100196
530,1596868922.508696,1596868922.508764,0.067949,-0.100176
531,1596868922.608845,1596868922.608894,0.049829,-0.100149
532,1596868922.708970,1596868922.709022,0.052214,-0.100125
533,1596868922.809117,1596868922.809206,0.089169,-0.100147
534,1596868922.909288,1596868922.909364,0.076056,-0.100171
535,1596868923.009447,1596868923.009535,0.087976,-0.100159
536,1596868923.109624,1596868923.109707,0.082970,-0.100177
537,1596868923.209784,1596868923.209840,0.056267,-0.100159
538,1596868923.309936,1596868923.310017,0.081301,-0.100152
539,1596868923.410093,1596868923.410143,0.049829,-0.100157
540,1596868923.510227,1596868923.510294,0.066996,-0.100134
541,1596868923.610373,1596868923.610429,0.056028,-0.100147
542,1596868923.710528,1596868923.710624,0.095367,-0.100155
543,1596868923.810706,1596868923.810763,0.056982,-0.100178
544,1596868923.910877,1596868923.910963,0.086308,-0.100170
545,1596868924.011050,1596868924.011130,0.080109,-0.100173
546,1596868924.111218,1596868924.111295,0.077009,-0.100168
547,1596868924.211402,1596868924.211490,0.087500,-0.100184
548,1596868924.311598,1596868924.311706,0.108719,-0.100195
549,1596868924.411810,1596868924.411898,0.087261,-0.100213
550,1596868924.512011,1596868924.512114,0.103235,-0.100201
551,1596868924.612223,1596868924.612310,0.087023,-0.100212
552,1596868924.712428,1596868924.712524,0.096560,-0.100205
553,1596868924.812642,1596868924.812741,0.098705,-0.100214
554,1596868924.912849,1596868924.912946,0.097036,-0.100207
555,1596868925.013057,1596868925.013149,0.092030,-0.100209
556,1596868925.113270,1596868925.113360,0.089645,-0.100213
557,1596868925.213498,1596868925.213584,0.086308,-0.100227
558,1596868925.313705,1596868925.313815,0.109673,-0.100208
559,1596868925.413939,1596868925.414042,0.102997,-0.100234
560,1596868925.514153,1596868925.514243,0.090361,-0.100214
561,1596868925.614363,1596868925.614455,0.092030,-0.100210
562,1596868925.714596,1596868925.714691,0.094891,-0.100233
563,1596868925.814817,1596868925.814912,0.095367,-0.100220
564,1596868925.915059,1596868925.915167,0.108004,-0.100243
565,1596868926.015285,1596868926.015415,0.130892,-0.100225
566,1596868926.115557,1596868926.115663,0.105858,-0.100272
567,1596868926.215797,1596868926.215885,0.088215,-0.100240
568,1596868926.316013,1596868926.316122,0.108719,-0.100216
569,1596868926.416265,1596868926.416352,0.087023,-0.100252
570,1596868926.516485,1596868926.516585,0.099659,-0.100220
571,1596868926.616709,1596868926.616809,0.100374,-0.100223
572,1596868926.716949,1596868926.717054,0.105858,-0.100240
573,1596868926.817168,1596868926.817264,0.096083,-0.100219
574,1596868926.917397,1596868926.917493,0.095606,-0.100230
575,1596868927.017616,1596868927.017709,0.093460,-0.100219
576,1596868927.117845,1596868927.117947,0.102758,-0.100229
577,1596868927.218057,1596868927.218153,0.096560,-0.100212
578,1596868927.318278,1596868927.318372,0.093699,-0.100221
579,1596868927.418489,1596868927.418582,0.093460,-0.100211
580,1596868927.518707,1596868927.518808,0.100851,-0.100218
581,1596868927.618925,1596868927.619028,0.102520,-0.100218
582,1596868927.719142,1596868927.719236,0.093937,-0.100217
583,1596868927.819421,1596868927.819537,0.115871,-0.100279
584,1596868927.919639,1596868927.919720,0.080824,-0.100218
585,1596868928.019835,1596868928.019930,0.095844,-0.100195
586,1596868928.120031,1596868928.120124,0.092506,-0.100197
587,1596868928.220232,1596868928.220339,0.106096,-0.100201
588,1596868928.320451,1596868928.320555,0.103951,-0.100218
589,1596868928.420669,1596868928.420762,0.093222,-0.100218
590,1596868928.520872,1596868928.520965,0.092983,-0.100204
591,1596868928.621076,1596868928.621176,0.100136,-0.100203
592,1596868928.721283,1596868928.721376,0.092268,-0.100208
593,1596868928.821483,1596868928.821582,0.099659,-0.100199
594,1596868928.921683,1596868928.921775,0.091314,-0.100201
595,1596868929.021889,1596868929.021989,0.099659,-0.100206
596,1596868929.122100,1596868929.122194,0.093222,-0.100211
597,1596868929.222303,1596868929.222404,0.100851,-0.100203
598,1596868929.322520,1596868929.322613,0.092983,-0.100217
599,1596868929.422732,1596868929.422825,0.092983,-0.100212
600,1596868929.522961,1596868929.523067,0.106096,-0.100229
601,1596868929.623197,1596868929.623297,0.100136,-0.100236
602,1596868929.723435,1596868929.723541,0.106335,-0.100238
603,1596868929.823673,1596868929.823769,0.096560,-0.100238
604,1596868929.923905,1596868929.924006,0.101328,-0.100232
605,1596868930.024132,1596868930.024225,0.092983,-0.100227
606,1596868930.124361,1596868930.124454,0.092983,-0.100229
607,1596868930.224603,1596868930.224700,0.096321,-0.100242
608,1596868930.324811,1596868930.324911,0.099659,-0.100208
609,1596868930.425035,1596868930.425139,0.103712,-0.100224
610,1596868930.525276,1596868930.525362,0.085831,-0.100240
611,1596868930.625499,1596868930.625605,0.106573,-0.100223
612,1596868930.725747,1596868930.725836,0.088930,-0.100248
613,1596868930.825967,1596868930.826072,0.105381,-0.100220
614,1596868930.926207,1596868930.926295,0.087500,-0.100240
615,1596868931.026421,1596868931.026518,0.096321,-0.100214
616,1596868931.126638,1596868931.126728,0.090122,-0.100217
617,1596868931.226835,1596868931.226935,0.100136,-0.100197
618,1596868931.327060,1596868931.327153,0.093222,-0.100225
619,1596868931.427274,1596868931.427369,0.095129,-0.100214
620,1596868931.527493,1596868931.527590,0.096560,-0.100219
621,1596868931.627722,1596868931.627811,0.089407,-0.100229
622,1596868931.727947,1596868931.728030,0.082493,-0.100226
623,1596868931.828180,1596868931.828273,0.092745,-0.100233
624,1596868931.928398,1596868931.928493,0.094652,-0.100218
625,1596868932.028641,1596868932.028730,0.089407,-0.100242
626,1596868932.128840,1596868932.128939,0.098467,-0.100200
627,1596868932.229068,1596868932.229165,0.097036,-0.100228
628,1596868932.329309,1596868932.329470,0.160456,-0.100241
629,1596868932.429576,1596868932.429681,0.104904,-0.100267
630,1596868932.529790,1596868932.529884,0.093937,-0.100214
631,1596868932.629988,1596868932.630100,0.112295,-0.100198
632,1596868932.730226,1596868932.730316,0.089884,-0.100238
633,1596868932.830421,1596868932.830507,0.086069,-0.100195
634,1596868932.930633,1596868932.930711,0.078440,-0.100212
635,1596868933.030904,1596868933.031006,0.102282,-0.100271
636,1596868933.131149,1596868933.131200,0.050306,-0.100245
637,1596868933.231348,1596868933.231464,0.116348,-0.100199
638,1596868933.331619,1596868933.331733,0.114679,-0.100271
639,1596868933.431913,1596868933.432057,0.144243,-0.100294
640,1596868933.532214,1596868933.532303,0.088215,-0.100302
641,1596868933.632455,1596868933.632546,0.091553,-0.100240
642,1596868933.732668,1596868933.732762,0.093937,-0.100213
643,1596868933.832908,1596868933.833002,0.093460,-0.100240
644,1596868933.933154,1596868933.933285,0.131369,-0.100245
645,1596868934.033500,1596868934.033643,0.142813,-0.100347
646,1596868934.133796,1596868934.133883,0.087261,-0.100296
647,1596868934.234022,1596868934.234103,0.081778,-0.100225
648,1596868934.334247,1596868934.334368,0.121593,-0.100225
649,1596868934.434517,1596868934.434614,0.096798,-0.100270
650,1596868934.534772,1596868934.534876,0.104189,-0.100255
651,1596868934.635041,1596868934.635161,0.119686,-0.100269
652,1596868934.735330,1596868934.735470,0.140190,-0.100289
653,1596868934.835661,1596868934.835776,0.114918,-0.100331
654,1596868934.935924,1596868934.936028,0.104666,-0.100263
655,1596868935.036168,1596868935.036269,0.101566,-0.100244
656,1596868935.136433,1596868935.136540,0.106573,-0.100266
657,1596868935.236802,1596868935.236975,0.173807,-0.100368
658,1596868935.337094,1596868935.337185,0.090599,-0.100293
659,1596868935.437324,1596868935.437418,0.094175,-0.100229
660,1596868935.537567,1596868935.537684,0.117064,-0.100244
661,1596868935.637835,1596868935.637944,0.109196,-0.100267
662,1596868935.738060,1596868935.738168,0.108719,-0.100225
663,1596868935.838289,1596868935.838385,0.095844,-0.100230
664,1596868935.938536,1596868935.938648,0.111818,-0.100246
665,1596868936.038784,1596868936.038894,0.109673,-0.100249
666,1596868936.139013,1596868936.139113,0.100136,-0.100228
667,1596868936.239248,1596868936.239390,0.141621,-0.100236
668,1596868936.339513,1596868936.339606,0.092745,-0.100265
669,1596868936.439709,1596868936.439794,0.084639,-0.100196
670,1596868936.539902,1596868936.539996,0.093460,-0.100193
671,1596868936.640110,1596868936.640201,0.091314,-0.100207
672,1596868936.740310,1596868936.740402,0.092268,-0.100200
673,1596868936.840509,1596868936.840608,0.098705,-0.100199
674,1596868936.940720,1596868936.940820,0.100374,-0.100211
675,1596868937.040922,1596868937.041029,0.107288,-0.100202
676,1596868937.141145,1596868937.141245,0.099897,-0.100223
677,1596868937.241361,1596868937.241481,0.119686,-0.100216
678,1596868937.341595,1596868937.341689,0.093937,-0.100234
679,1596868937.441830,1596868937.441926,0.095606,-0.100235
680,1596868937.542039,1596868937.542142,0.102758,-0.100209
681,1596868937.642257,1596868937.642341,0.084162,-0.100218
682,1596868937.742451,1596868937.742543,0.092745,-0.100194
683,1596868937.842662,1596868937.842741,0.078917,-0.100211
684,1596868937.942854,1596868937.942944,0.089407,-0.100192
685,1596868938.043065,1596868938.043160,0.095844,-0.100210
686,1596868938.143268,1596868938.143356,0.087500,-0.100204
687,1596868938.243465,1596868938.243557,0.092745,-0.100197
688,1596868938.343672,1596868938.343767,0.095367,-0.100207
689,1596868938.443915,1596868938.444040,0.124693,-0.100243
690,1596868938.544150,1596868938.544242,0.092030,-0.100235
691,1596868938.644380,1596868938.644475,0.094414,-0.100230
692,1596868938.744586,1596868938.744677,0.090837,-0.100206
693,1596868938.844806,1596868938.844902,0.095367,-0.100220
694,1596868938.945015,1596868938.945102,0.087738,-0.100208
695,1596868939.045252,1596868939.045365,0.113010,-0.100237
696,1596868939.145480,1596868939.145567,0.087261,-0.100228
697,1596868939.245682,1596868939.245772,0.090122,-0.100202
698,1596868939.345889,1596868939.345982,0.093222,-0.100207
699,1596868939.446131,1596868939.446235,0.104666,-0.100242
700,1596868939.546360,1596868939.546457,0.096798,-0.100230
701,1596868939.646600,1596868939.646712,0.112057,-0.100240
702,1596868939.746838,1596868939.746919,0.080585,-0.100238
703,1596868939.847045,1596868939.847134,0.088930,-0.100207
704,1596868939.947285,1596868939.947382,0.096798,-0.100241
705,1596868940.047493,1596868940.047608,0.115395,-0.100208
706,1596868940.147745,1596868940.147843,0.098228,-0.100252
707,1596868940.247969,1596868940.248070,0.101566,-0.100224
708,1596868940.348203,1596868940.348298,0.094891,-0.100234
709,1596868940.448426,1596868940.448526,0.100374,-0.100223
710,1596868940.548660,1596868940.548759,0.099182,-0.100234
711,1596868940.648884,1596868940.648988,0.103712,-0.100224
712,1596868940.749121,1596868940.749223,0.102043,-0.100237
713,1596868940.849393,1596868940.849491,0.098705,-0.100272
714,1596868940.949599,1596868940.949698,0.098705,-0.100207
715,1596868941.049809,1596868941.049902,0.093937,-0.100209
716,1596868941.150008,1596868941.150094,0.086069,-0.100199
717,1596868941.250197,1596868941.250296,0.098228,-0.100189
718,1596868941.350421,1596868941.350531,0.110149,-0.100224
719,1596868941.450674,1596868941.450775,0.101089,-0.100253
720,1596868941.550909,1596868941.551007,0.098228,-0.100235
721,1596868941.651172,1596868941.651274,0.102520,-0.100263
722,1596868941.751394,1596868941.751487,0.092506,-0.100222
723,1596868941.851640,1596868941.851737,0.097275,-0.100246
724,1596868941.951860,1596868941.951963,0.102997,-0.100220
725,1596868942.052118,1596868942.052218,0.100374,-0.100257
726,1596868942.152383,1596868942.152489,0.105858,-0.100265
727,1596868942.252674,1596868942.252784,0.110149,-0.100291
728,1596868942.353016,1596868942.353210,0.194311,-0.100342
729,1596868942.453366,1596868942.453487,0.121355,-0.100350
730,1596868942.553672,1596868942.553778,0.105858,-0.100306
731,1596868942.653913,1596868942.654007,0.094175,-0.100241
732,1596868942.754164,1596868942.754270,0.106335,-0.100250
733,1596868942.854400,1596868942.854494,0.093460,-0.100237
734,1596868942.954671,1596868942.954806,0.135422,-0.100271
735,1596868943.054936,1596868943.055023,0.087023,-0.100265
736,1596868943.155179,1596868943.155316,0.137091,-0.100243
737,1596868943.255453,1596868943.255555,0.102043,-0.100274
738,1596868943.355688,1596868943.355806,0.118017,-0.100235
739,1596868943.455963,1596868943.456072,0.108480,-0.100275
740,1596868943.556206,1596868943.556310,0.103951,-0.100243
741,1596868943.656450,1596868943.656557,0.107527,-0.100244
742,1596868943.756700,1596868943.756826,0.126362,-0.100250
743,1596868943.856942,1596868943.857037,0.095367,-0.100242
744,1596868943.957187,1596868943.957297,0.109911,-0.100246
745,1596868944.057454,1596868944.057574,0.119686,-0.100266
746,1596868944.157716,1596868944.157827,0.111103,-0.100262
747,1596868944.257980,1596868944.258075,0.095367,-0.100265
748,1596868944.358253,1596868944.358389,0.135899,-0.100273
749,1596868944.458612,1596868944.458785,0.172138,-0.100359
750,1596868944.558933,1596868944.559048,0.115395,-0.100321
751,1596868944.659194,1596868944.659290,0.096321,-0.100261
752,1596868944.759473,1596868944.759575,0.102043,-0.100279
753,1596868944.859698,1596868944.859794,0.095844,-0.100225
754,1596868944.959909,1596868944.960008,0.099421,-0.100211
755,1596868945.060144,1596868945.060244,0.099421,-0.100235
756,1596868945.160384,1596868945.160485,0.100851,-0.100240
757,1596868945.260632,1596868945.260743,0.111580,-0.100247
758,1596868945.360909,1596868945.361026,0.117064,-0.100277
759,1596868945.461314,1596868945.461550,0.236273,-0.100405
760,1596868945.561743,1596868945.561862,0.118494,-0.100429
761,1596868945.662004,1596868945.662072,0.067949,-0.100261
762,1596868945.762210,1596868945.762336,0.125647,-0.100206
763,1596868945.862487,1596868945.862593,0.106335,-0.100276
764,1596868945.962738,1596868945.962867,0.129938,-0.100251
765,1596868946.063021,1596868946.063117,0.095367,-0.100284
766,1596868946.163261,1596868946.163360,0.098944,-0.100240
767,1596868946.263506,1596868946.263599,0.093460,-0.100245
768,1596868946.363753,1596868946.363844,0.091553,-0.100247
769,1596868946.464082,1596868946.464262,0.180721,-0.100329
770,1596868946.564417,1596868946.564527,0.109434,-0.100335
771,1596868946.664697,1596868946.664790,0.092983,-0.100280
772,1596868946.764918,1596868946.765016,0.097752,-0.100221
773,1596868946.865147,1596868946.865251,0.104189,-0.100228
774,1596868946.965376,1596868946.965467,0.091076,-0.100230
775,1596868947.065605,1596868947.065709,0.104189,-0.100229
776,1596868947.165845,1596868947.165953,0.107765,-0.100240
777,1596868947.266078,1596868947.266191,0.113010,-0.100233
778,1596868947.366327,1596868947.366434,0.107288,-0.100248
779,1596868947.466578,1596868947.466706,0.127316,-0.100252
780,1596868947.566851,1596868947.566949,0.097990,-0.100272
781,1596868947.667095,1596868947.667210,0.114679,-0.100244
782,1596868947.767329,1596868947.767412,0.082731,-0.100234
783,1596868947.867569,1596868947.867679,0.110149,-0.100239
784,1596868947.967817,1596868947.967921,0.104189,-0.100248
785,1596868948.068053,1596868948.068149,0.095844,-0.100236
786,1596868948.168291,1596868948.168403,0.112295,-0.100238
787,1596868948.268557,1596868948.268669,0.111818,-0.100266
788,1596868948.368802,1596868948.368890,0.088453,-0.100245
789,1596868948.469016,1596868948.469105,0.088930,-0.100214
790,1596868948.569239,1596868948.569399,0.159979,-0.100223
791,1596868948.669594,1596868948.669752,0.157356,-0.100355
792,1596868948.769879,1596868948.769978,0.099421,-0.100284
793,1596868948.870083,1596868948.870181,0.097513,-0.100204
794,1596868948.970292,1596868948.970382,0.090599,-0.100209
795,1596868949.070523,1596868949.070646,0.122547,-0.100231
796,1596868949.170824,1596868949.170951,0.126839,-0.100301
797,1596868949.271105,1596868949.271217,0.112057,-0.100281
798,1596868949.371349,1596868949.371453,0.103712,-0.100244
799,1596868949.471571,1596868949.471654,0.083208,-0.100222
800,1596868949.571764,1596868949.571847,0.083447,-0.100193
801,1596868949.671955,1596868949.672055,0.099897,-0.100191
802,1596868949.772181,1596868949.772260,0.078917,-0.100226
803,1596868949.872390,1596868949.872492,0.102282,-0.100209
804,1596868949.972634,1596868949.972729,0.095367,-0.100244
805,1596868950.072896,1596868950.073040,0.144243,-0.100262
806,1596868950.173178,1596868950.173273,0.094891,-0.100282
807,1596868950.273385,1596868950.273479,0.094175,-0.100207
808,1596868950.373622,1596868950.373725,0.102282,-0.100237
809,1596868950.473967,1596868950.474133,0.165701,-0.100345
810,1596868950.574295,1596868950.574405,0.110865,-0.100327
811,1596868950.674531,1596868950.674632,0.100613,-0.100237
812,1596868950.774742,1596868950.774829,0.087023,-0.100210
813,1596868950.874937,1596868950.875027,0.090361,-0.100195
814,1596868950.975147,1596868950.975237,0.090837,-0.100209
815,1596868951.075352,1596868951.075440,0.088453,-0.100205
816,1596868951.175574,1596868951.175669,0.094891,-0.100222
817,1596868951.275782,1596868951.275871,0.088930,-0.100208
818,1596868951.375973,1596868951.376058,0.084877,-0.100191
819,1596868951.476172,1596868951.476257,0.085354,-0.100199
820,1596868951.576384,1596868951.576474,0.090361,-0.100212
821,1596868951.676594,1596868951.676677,0.083208,-0.100210
822,1596868951.776796,1596868951.776882,0.085831,-0.100202
823,1596868951.877007,1596868951.877097,0.089645,-0.100211
824,1596868951.977218,1596868951.977307,0.088930,-0.100211
825,1596868952.077428,1596868952.077543,0.114202,-0.100210
826,1596868952.177651,1596868952.177738,0.086546,-0.100223
827,1596868952.277853,1596868952.277945,0.091553,-0.100202
828,1596868952.378067,1596868952.378155,0.087738,-0.100213
829,1596868952.478276,1596868952.478360,0.083208,-0.100210
830,1596868952.578486,1596868952.578576,0.089884,-0.100210
831,1596868952.678701,1596868952.678786,0.085592,-0.100214
832,1596868952.778911,1596868952.779003,0.092268,-0.100210
833,1596868952.879125,1596868952.879212,0.086784,-0.100214
834,1596868952.979336,1596868952.979490,0.154257,-0.100210
835,1596868953.079592,1596868953.079682,0.089407,-0.100257
836,1596868953.179792,1596868953.179888,0.095367,-0.100200
837,1596868953.279997,1596868953.280086,0.088692,-0.100205
838,1596868953.380198,1596868953.380290,0.091791,-0.100201
839,1596868953.480398,1596868953.480488,0.089645,-0.100200
840,1596868953.580630,1596868953.580755,0.125885,-0.100231
841,1596868953.680899,1596868953.681010,0.111341,-0.100270
842,1596868953.781212,1596868953.781317,0.104904,-0.100313
843,1596868953.881487,1596868953.881607,0.119209,-0.100275
844,1596868953.981781,1596868953.981886,0.105381,-0.100293
845,1596868954.082001,1596868954.082106,0.104427,-0.100221
846,1596868954.182244,1596868954.182323,0.079393,-0.100242
847,1596868954.282494,1596868954.282594,0.100136,-0.100250
848,1596868954.382751,1596868954.382866,0.115395,-0.100257
849,1596868954.482983,1596868954.483068,0.085831,-0.100232
850,1596868954.583199,1596868954.583281,0.081301,-0.100217
851,1596868954.683412,1596868954.683512,0.099897,-0.100213
852,1596868954.783668,1596868954.783760,0.092030,-0.100256
853,1596868954.883904,1596868954.884023,0.118256,-0.100237
854,1596868954.984175,1596868954.984284,0.108480,-0.100271
855,1596868955.084442,1596868955.084546,0.103235,-0.100267
856,1596868955.184725,1596868955.184844,0.119209,-0.100282
857,1596868955.285015,1596868955.285126,0.110626,-0.100291
858,1596868955.385259,1596868955.385369,0.109911,-0.100244
859,1596868955.485613,1596868955.485769,0.155926,-0.100353
860,1596868955.585921,1596868955.586030,0.108480,-0.100308
861,1596868955.686217,1596868955.686335,0.117779,-0.100296
862,1596868955.786469,1596868955.786594,0.124216,-0.100252
863,1596868955.886811,1596868955.886973,0.161409,-0.100342
864,1596868955.987102,1596868955.987191,0.089407,-0.100291
865,1596868956.087338,1596868956.087439,0.100851,-0.100236
866,1596868956.187577,1596868956.187688,0.110626,-0.100239
867,1596868956.287870,1596868956.287981,0.110865,-0.100293
868,1596868956.388076,1596868956.388169,0.092745,-0.100206
869,1596868956.488290,1596868956.488369,0.079155,-0.100214
870,1596868956.588506,1596868956.588612,0.105858,-0.100216
871,1596868956.688722,1596868956.688818,0.095844,-0.100216
872,1596868956.788966,1596868956.789056,0.089884,-0.100244
873,1596868956.889241,1596868956.889421,0.180006,-0.100275
874,1596868956.989569,1596868956.989676,0.106573,-0.100328
875,1596868957.089783,1596868957.089879,0.096321,-0.100214
876,1596868957.190005,1596868957.190111,0.106812,-0.100222
877,1596868957.290220,1596868957.290315,0.094652,-0.100216
878,1596868957.390425,1596868957.390517,0.091553,-0.100205
879,1596868957.490687,1596868957.490789,0.102043,-0.100262
880,1596868957.590905,1596868957.591008,0.102520,-0.100218
881,1596868957.691112,1596868957.691200,0.088215,-0.100207
882,1596868957.791345,1596868957.791437,0.092268,-0.100233
883,1596868957.891540,1596868957.891630,0.089407,-0.100196
884,1596868957.991743,1596868957.991830,0.086784,-0.100203
885,1596868958.091965,1596868958.092066,0.100136,-0.100223
886,1596868958.192168,1596868958.192278,0.109911,-0.100202
887,1596868958.292388,1596868958.292486,0.097990,-0.100221
888,1596868958.392608,1596868958.392698,0.089884,-0.100219
889,1596868958.492829,1596868958.492931,0.102043,-0.100221
890,1596868958.593045,1596868958.593129,0.084162,-0.100216
891,1596868958.693237,1596868958.693332,0.094891,-0.100192
892,1596868958.793470,1596868958.793563,0.092983,-0.100233
893,1596868958.893696,1596868958.893796,0.099897,-0.100226
894,1596868958.993933,1596868958.994048,0.114918,-0.100237
895,1596868959.094184,1596868959.094292,0.108004,-0.100250
896,1596868959.194418,1596868959.194514,0.096321,-0.100234
897,1596868959.294648,1596868959.294739,0.091314,-0.100230
898,1596868959.394863,1596868959.394953,0.089884,-0.100215
899,1596868959.495075,1596868959.495164,0.089884,-0.100211
900,1596868959.595298,1596868959.595391,0.092745,-0.100224
901,1596868959.695519,1596868959.695610,0.090122,-0.100221
902,1596868959.795748,1596868959.795845,0.096798,-0.100229
903,1596868959.895981,1596868959.896069,0.087738,-0.100233
904,1596868959.996202,1596868959.996299,0.096560,-0.100221
905,1596868960.096431,1596868960.096520,0.089407,-0.100229
906,1596868960.196662,1596868960.196757,0.094891,-0.100231
907,1596868960.296894,1596868960.296987,0.092983,-0.100231
908,1596868960.397117,1596868960.397223,0.105619,-0.100224
909,1596868960.497366,1596868960.497480,0.114202,-0.100249
910,1596868960.597612,1596868960.597712,0.099659,-0.100246
911,1596868960.697865,1596868960.697984,0.118732,-0.100253
912,1596868960.798109,1596868960.798210,0.101328,-0.100244
913,1596868960.898351,1596868960.898462,0.111103,-0.100242
914,1596868960.998584,1596868960.998682,0.097513,-0.100233
915,1596868961.098834,1596868961.098957,0.123262,-0.100249
916,1596868961.199092,1596868961.199183,0.091314,-0.100258
917,1596868961.299323,1596868961.299462,0.138760,-0.100231
918,1596868961.399588,1596868961.399710,0.121832,-0.100265
919,1596868961.499817,1596868961.499919,0.101805,-0.100229
920,1596868961.600043,1596868961.600140,0.097752,-0.100226
921,1596868961.700273,1596868961.700345,0.072002,-0.100231
922,1596868961.800482,1596868961.800580,0.097990,-0.100209
923,1596868961.900700,1596868961.900782,0.081539,-0.100218
924,1596868962.000895,1596868962.000985,0.090599,-0.100194
925,1596868962.101110,1596868962.101202,0.092030,-0.100216
926,1596868962.201309,1596868962.201401,0.092506,-0.100199
927,1596868962.301515,1596868962.301613,0.098228,-0.100206
928,1596868962.401718,1596868962.401810,0.092506,-0.100203
929,1596868962.501948,1596868962.502064,0.115633,-0.100230
930,1596868962.602174,1596868962.602284,0.110149,-0.100225
931,1596868962.702413,1596868962.702512,0.098705,-0.100240
932,1596868962.802658,1596868962.802763,0.104427,-0.100245
933,1596868962.902903,1596868962.903007,0.103951,-0.100244
934,1596868963.003114,1596868963.003220,0.105381,-0.100212
935,1596868963.103345,1596868963.103440,0.094891,-0.100231
936,1596868963.203581,1596868963.203675,0.094652,-0.100236
937,1596868963.303800,1596868963.303888,0.088453,-0.100219
938,1596868963.404013,1596868963.404111,0.097990,-0.100213
939,1596868963.504253,1596868963.504352,0.099182,-0.100240
940,1596868963.604489,1596868963.604593,0.103474,-0.100236
941,1596868963.704708,1596868963.704801,0.092268,-0.100219
942,1596868963.804949,1596868963.805076,0.127077,-0.100240
943,1596868963.905360,1596868963.905540,0.180006,-0.100411
944,1596868964.005655,1596868964.005744,0.088453,-0.100295
945,1596868964.105872,1596868964.105977,0.104666,-0.100217
946,1596868964.206093,1596868964.206197,0.104427,-0.100220
947,1596868964.306336,1596868964.306442,0.106335,-0.100243
948,1596868964.406562,1596868964.406658,0.096083,-0.100226
949,1596868964.506784,1596868964.506872,0.088692,-0.100222
950,1596868964.607010,1596868964.607109,0.098705,-0.100226
951,1596868964.707233,1596868964.707324,0.091314,-0.100223
952,1596868964.807479,1596868964.807594,0.115156,-0.100246
953,1596868964.907716,1596868964.907809,0.092745,-0.100238
954,1596868965.007967,1596868965.008081,0.113964,-0.100251
955,1596868965.108207,1596868965.108299,0.092745,-0.100239
956,1596868965.208480,1596868965.208626,0.145435,-0.100274
957,1596868965.308748,1596868965.308844,0.095606,-0.100268
958,1596868965.408967,1596868965.409064,0.096798,-0.100219
959,1596868965.509187,1596868965.509282,0.094891,-0.100220
960,1596868965.609454,1596868965.609546,0.092506,-0.100266
