Sequencer Count,Start_Time(in sec),Stop_Time(in sec),Execution_Time(in msec),Jitter(in msec)
48,1596868874.201994,1596868874.202100,0.106096,-0.100237
49,1596868874.302241,1596868874.302346,0.105143,-0.100247
50,1596868874.402472,1596868874.402563,0.091076,-0.100231
51,1596868874.502720,1596868874.502841,0.121355,-0.100248
52,1596868874.602979,1596868874.603086,0.107527,-0.100259
53,1596868874.703233,1596868874.703382,0.148058,-0.100255
54,1596868874.803522,1596868874.803634,0.112295,-0.100288
55,1596868874.903781,1596868874.903883,0.102043,-0.100259
56,1596868875.004036,1596868875.004143,0.107288,-0.100255
57,1596868875.104262,1596868875.104361,0.098467,-0.100227
58,1596868875.204625,1596868875.204804,0.179529,-0.100363
59,1596868875.304938,1596868875.305045,0.107527,-0.100313
60,1596868875.405185,1596868875.405289,0.104427,-0.100247
61,1596868875.505481,1596868875.505599,0.118256,-0.100297
62,1596868875.605739,1596868875.605844,0.105381,-0.100257
63,1596868875.706005,1596868875.706121,0.116348,-0.100266
64,1596868875.806272,1596868875.806370,0.098467,-0.100267
65,1596868875.906504,1596868875.906604,0.099897,-0.100232
66,1596868876.006743,1596868876.006847,0.104666,-0.100239
67,1596868876.107090,1596868876.107264,0.174284,-0.100347
68,1596868876.207406,1596868876.207495,0.089169,-0.100316
69,1596868876.307665,1596868876.307822,0.156403,-0.100259
70,1596868876.407986,1596868876.408097,0.111103,-0.100321
71,1596868876.508302,1596868876.508460,0.157356,-0.100317
72,1596868876.608628,1596868876.608734,0.106573,-0.100325
73,1596868876.708960,1596868876.709118,0.157356,-0.100332
74,1596868876.809289,1596868876.809495,0.205994,-0.100329
75,1596868876.909630,1596868876.909760,0.129938,-0.100341
76,1596868877.009908,1596868877.010011,0.102997,-0.100278
77,1596868877.110125,1596868877.110236,0.111341,-0.100217
78,1596868877.210372,1596868877.210477,0.104904,-0.100247
79,1596868877.310662,1596868877.310817,0.154734,-0.100290
80,1596868877.410973,1596868877.411103,0.129223,-0.100312
81,1596868877.511230,1596868877.511334,0.104666,-0.100256
82,1596868877.611436,1596868877.611535,0.099182,-0.100207
83,1596868877.711645,1596868877.711756,0.110865,-0.100209
84,1596868877.811871,1596868877.811965,0.093937,-0.100226
85,1596868877.912084,1596868877.912202,0.118017,-0.100213
86,1596868878.012310,1596868878.012403,0.093222,-0.100226
87,1596868878.112517,1596868878.112626,0.108719,-0.100208
88,1596868878.212744,1596868878.212843,0.099421,-0.100226
89,1596868878.312956,1596868878.313062,0.106573,-0.100212
90,1596868878.413171,1596868878.413274,0.102282,-0.100216
91,1596868878.513388,1596868878.513500,0.112295,-0.100217
92,1596868878.613619,1596868878.613701,0.082016,-0.100231
93,1596868878.713822,1596868878.713917,0.094891,-0.100203
94,1596868878.814046,1596868878.814147,0.101089,-0.100224
95,1596868878.914278,1596868878.914377,0.099421,-0.100232
96,1596868879.014505,1596868879.014596,0.091553,-0.100227
97,1596868879.114719,1596868879.114820,0.100613,-0.100214
98,1596868879.214929,1596868879.215040,0.110865,-0.100210
99,1596868879.315202,1596868879.315307,0.105143,-0.100273
100,1596868879.415441,1596868879.415537,0.096798,-0.100238
101,1596868879.515664,1596868879.515759,0.095367,-0.100223
102,1596868879.615882,1596868879.615974,0.092506,-0.100218
103,1596868879.716104,1596868879.716203,0.099421,-0.100222
104,1596868879.816327,1596868879.816417,0.089884,-0.100224
105,1596868879.916540,1596868879.916633,0.092506,-0.100213
106,1596868880.016752,1596868880.016843,0.090837,-0.100212
107,1596868880.116963,1596868880.117059,0.096321,-0.100211
108,1596868880.217185,1596868880.217281,0.095844,-0.100222
109,1596868880.317400,1596868880.317492,0.092030,-0.100215
110,1596868880.417611,1596868880.417707,0.095367,-0.100212
111,1596868880.517825,1596868880.517918,0.093460,-0.100213
112,1596868880.618041,1596868880.618132,0.091076,-0.100216
113,1596868880.718256,1596868880.718347,0.091076,-0.100215
114,1596868880.818471,1596868880.818564,0.092745,-0.100215
115,1596868880.918686,1596868880.918775,0.089169,-0.100214
116,1596868881.018890,1596868881.018982,0.091553,-0.100204
117,1596868881.119104,1596868881.119197,0.092268,-0.100214
118,1596868881.219303,1596868881.219445,0.142336,-0.100198
119,1596868881.319551,1596868881.319638,0.087261,-0.100249
120,1596868881.419736,1596868881.419828,0.092030,-0.100185
121,1596868881.519930,1596868881.520022,0.092268,-0.100194
122,1596868881.620126,1596868881.620221,0.095606,-0.100196
123,1596868881.720323,1596868881.720413,0.090122,-0.100198
124,1596868881.820517,1596868881.820611,0.094175,-0.100194
125,1596868881.920722,1596868881.920824,0.101805,-0.100205
126,1596868882.020922,1596868882.021017,0.094652,-0.100200
127,1596868882.121123,1596868882.121210,0.086784,-0.100201
128,1596868882.221320,1596868882.221408,0.087261,-0.100197
129,1596868882.321537,1596868882.321634,0.097036,-0.100217
130,1596868882.421743,1596868882.421828,0.085115,-0.100206
131,1596868882.521939,1596868882.522028,0.088453,-0.100196
132,1596868882.622137,1596868882.622221,0.083447,-0.100198
133,1596868882.722342,1596868882.722425,0.083923,-0.100204
134,1596868882.822537,1596868882.822633,0.095844,-0.100196
135,1596868882.922755,1596868882.922836,0.080824,-0.100218
136,1596868883.022967,1596868883.023065,0.097990,-0.100212
137,1596868883.123178,1596868883.123274,0.095844,-0.100210
138,1596868883.223404,1596868883.223507,0.103474,-0.100226
139,1596868883.323644,1596868883.323739,0.094891,-0.100240
140,1596868883.423868,1596868883.423978,0.110149,-0.100224
141,1596868883.524101,1596868883.524199,0.098228,-0.100233
142,1596868883.624323,1596868883.624428,0.105619,-0.100221
143,1596868883.724562,1596868883.724668,0.105619,-0.100240
144,1596868883.824796,1596868883.824893,0.096083,-0.100234
145,1596868883.925035,1596868883.925126,0.090599,-0.100239
146,1596868884.025232,1596868884.025331,0.098705,-0.100197
147,1596868884.125460,1596868884.125556,0.096083,-0.100228
148,1596868884.225682,1596868884.225775,0.093460,-0.100222
149,1596868884.325909,1596868884.326004,0.094652,-0.100227
150,1596868884.426109,1596868884.426199,0.089884,-0.100199
151,1596868884.526331,1596868884.526418,0.086546,-0.100222
152,1596868884.626535,1596868884.626618,0.083208,-0.100204
153,1596868884.726742,1596868884.726829,0.087261,-0.100207
154,1596868884.826947,1596868884.827036,0.089407,-0.100205
155,1596868884.927170,1596868884.927264,0.094175,-0.100223
156,1596868885.027390,1596868885.027491,0.100851,-0.100221
157,1596868885.127615,1596868885.127713,0.097990,-0.100225
158,1596868885.227824,1596868885.227924,0.099659,-0.100209
159,1596868885.328031,1596868885.328117,0.086308,-0.100206
160,1596868885.428246,1596868885.428347,0.100136,-0.100216
161,1596868885.528454,1596868885.528547,0.093222,-0.100207
162,1596868885.628671,1596868885.628767,0.096321,-0.100217
163,1596868885.728889,1596868885.728971,0.082731,-0.100218
164,1596868885.829090,1596868885.829203,0.113010,-0.100201
165,1596868885.929331,1596868885.929477,0.145912,-0.100242
166,1596868886.029586,1596868886.029684,0.098467,-0.100254
167,1596868886.129796,1596868886.129886,0.089884,-0.100211
168,1596868886.229996,1596868886.230090,0.094652,-0.100199
169,1596868886.330193,1596868886.330281,0.088453,-0.100197
170,1596868886.430427,1596868886.430545,0.118017,-0.100234
171,1596868886.530787,1596868886.530956,0.169516,-0.100359
172,1596868886.631085,1596868886.631201,0.116110,-0.100298
173,1596868886.731345,1596868886.731451,0.105858,-0.100260
174,1596868886.831592,1596868886.831702,0.110149,-0.100246
175,1596868886.931849,1596868886.931959,0.109434,-0.100258
176,1596868887.032108,1596868887.032214,0.106335,-0.100258
177,1596868887.132332,1596868887.132447,0.115633,-0.100224
178,1596868887.232582,1596868887.232679,0.097752,-0.100250
179,1596868887.332820,1596868887.332937,0.116587,-0.100239
180,1596868887.433083,1596868887.433196,0.113487,-0.100263
181,1596868887.533370,1596868887.533523,0.152588,-0.100287
182,1596868887.633675,1596868887.633797,0.121355,-0.100305
183,1596868887.733958,1596868887.734077,0.119209,-0.100283
184,1596868887.834204,1596868887.834317,0.113010,-0.100246
185,1596868887.934511,1596868887.934671,0.159502,-0.100307
186,1596868888.034949,1596868888.035177,0.227928,-0.100438
187,1596868888.135350,1596868888.135481,0.130653,-0.100401
188,1596868888.235628,1596868888.235741,0.112534,-0.100278
189,1596868888.335938,1596868888.336082,0.143051,-0.100310
190,1596868888.436253,1596868888.436383,0.129700,-0.100315
191,1596868888.536526,1596868888.536654,0.127316,-0.100273
192,1596868888.636825,1596868888.636961,0.136614,-0.100299
193,1596868888.737108,1596868888.737212,0.103474,-0.100283
194,1596868888.837336,1596868888.837442,0.105858,-0.100228
195,1596868888.937571,1596868888.937671,0.100374,-0.100235
196,1596868889.037860,1596868889.037996,0.135899,-0.100290
197,1596868889.138203,1596868889.138404,0.200748,-0.100343
198,1596868889.238557,1596868889.238666,0.108480,-0.100354
199,1596868889.338828,1596868889.338936,0.107288,-0.100271
200,1596868889.439091,1596868889.439188,0.096560,-0.100263
201,1596868889.539320,1596868889.539479,0.159740,-0.100229
202,1596868889.639623,1596868889.639768,0.144958,-0.100304
203,1596868889.739925,1596868889.740041,0.115395,-0.100302
204,1596868889.840185,1596868889.840302,0.116110,-0.100260
205,1596868889.940453,1596868889.940557,0.104427,-0.100267
206,1596868890.040679,1596868890.040773,0.094891,-0.100226
207,1596868890.140897,1596868890.140990,0.093937,-0.100218
208,1596868890.241135,1596868890.241231,0.095844,-0.100239
209,1596868890.341376,1596868890.341492,0.116587,-0.100240
210,1596868890.441652,1596868890.441759,0.106812,-0.100276
211,1596868890.541936,1596868890.542067,0.130653,-0.100284
212,1596868890.642253,1596868890.642370,0.117064,-0.100317
213,1596868890.742531,1596868890.742642,0.111341,-0.100278
214,1596868890.842861,1596868890.843067,0.205994,-0.100330
215,1596868890.943229,1596868890.943341,0.111818,-0.100368
216,1596868891.043468,1596868891.043563,0.094414,-0.100240
217,1596868891.143685,1596868891.143787,0.102043,-0.100216
218,1596868891.243902,1596868891.243997,0.094652,-0.100218
219,1596868891.344107,1596868891.344194,0.087261,-0.100205
220,1596868891.444324,1596868891.444434,0.109911,-0.100218
221,1596868891.544567,1596868891.544659,0.091791,-0.100243
222,1596868891.644775,1596868891.644871,0.096083,-0.100208
223,1596868891.744995,1596868891.745092,0.096798,-0.100220
224,1596868891.845202,1596868891.845302,0.099182,-0.100207
225,1596868891.945427,1596868891.945517,0.090361,-0.100224
226,1596868892.045642,1596868892.045753,0.110626,-0.100215
227,1596868892.145879,1596868892.145971,0.091791,-0.100237
228,1596868892.246076,1596868892.246175,0.099421,-0.100197
229,1596868892.346300,1596868892.346404,0.103235,-0.100224
230,1596868892.446530,1596868892.446664,0.133276,-0.100230
231,1596868892.546792,1596868892.546891,0.099182,-0.100262
232,1596868892.647044,1596868892.647141,0.097275,-0.100252
233,1596868892.747400,1596868892.747502,0.101805,-0.100356
234,1596868892.847634,1596868892.847735,0.101805,-0.100234
235,1596868892.947882,1596868892.947990,0.108719,-0.100248
236,1596868893.048136,1596868893.048234,0.097752,-0.100254
237,1596868893.148418,1596868893.148563,0.144720,-0.100282
238,1596868893.248779,1596868893.248932,0.153065,-0.100361
239,1596868893.349064,1596868893.349171,0.106812,-0.100285
240,1596868893.449411,1596868893.449542,0.130892,-0.100347
241,1596868893.549677,1596868893.549853,0.175476,-0.100266
242,1596868893.649977,1596868893.650097,0.120401,-0.100300
243,1596868893.750231,1596868893.750353,0.121832,-0.100254
244,1596868893.850477,1596868893.850580,0.103712,-0.100245
245,1596868893.950727,1596868893.950847,0.119448,-0.100251
246,1596868894.050992,1596868894.051109,0.116348,-0.100265
247,1596868894.151280,1596868894.151433,0.152349,-0.100288
248,1596868894.251593,1596868894.251690,0.097275,-0.100312
249,1596868894.351827,1596868894.351929,0.101805,-0.100235
250,1596868894.452122,1596868894.452235,0.112057,-0.100295
251,1596868894.552415,1596868894.552548,0.133514,-0.100292
252,1596868894.652711,1596868894.652874,0.162363,-0.100296
253,1596868894.753023,1596868894.753129,0.105619,-0.100312
254,1596868894.853240,1596868894.853342,0.101805,-0.100217
255,1596868894.953462,1596868894.953549,0.087261,-0.100222
256,1596868895.053657,1596868895.053749,0.092745,-0.100195
257,1596868895.153853,1596868895.153941,0.087976,-0.100196
258,1596868895.254063,1596868895.254164,0.100613,-0.100211
259,1596868895.354283,1596868895.354370,0.087500,-0.100219
260,1596868895.454498,1596868895.454592,0.093699,-0.100215
261,1596868895.554716,1596868895.554809,0.093460,-0.100218
262,1596868895.654942,1596868895.655037,0.095367,-0.100226
263,1596868895.755158,1596868895.755248,0.090122,-0.100216
264,1596868895.855376,1596868895.855469,0.093460,-0.100218
265,1596868895.955590,1596868895.955679,0.089645,-0.100214
266,1596868896.055812,1596868896.055897,0.084162,-0.100223
267,1596868896.156003,1596868896.156094,0.090599,-0.100191
268,1596868896.256219,1596868896.256316,0.097513,-0.100216
269,1596868896.356440,1596868896.356549,0.109196,-0.100221
270,1596868896.456677,1596868896.456776,0.099421,-0.100237
271,1596868896.556917,1596868896.556986,0.069141,-0.100240
272,1596868896.657114,1596868896.657219,0.105619,-0.100197
273,1596868896.757385,1596868896.757501,0.116110,-0.100272
274,1596868896.857660,1596868896.857794,0.134230,-0.100274
275,1596868896.958032,1596868896.958184,0.152111,-0.100373
276,1596868897.058339,1596868897.058446,0.106812,-0.100307
277,1596868897.158596,1596868897.158680,0.084162,-0.100257
278,1596868897.258778,1596868897.258859,0.081539,-0.100182
279,1596868897.358957,1596868897.359045,0.088215,-0.100179
280,1596868897.459150,1596868897.459226,0.076056,-0.100193
281,1596868897.559330,1596868897.559458,0.127792,-0.100180
282,1596868897.659551,1596868897.659651,0.099421,-0.100221
283,1596868897.759750,1596868897.759851,0.100613,-0.100199
284,1596868897.859941,1596868897.860030,0.088692,-0.100191
285,1596868897.960128,1596868897.960231,0.102520,-0.100187
286,1596868898.060328,1596868898.060422,0.094652,-0.100199
287,1596868898.160534,1596868898.160647,0.112295,-0.100207
288,1596868898.260750,1596868898.260845,0.095606,-0.100215
289,1596868898.360952,1596868898.361067,0.114679,-0.100203
290,1596868898.461215,1596868898.461309,0.093699,-0.100263
291,1596868898.561418,1596868898.561523,0.104666,-0.100203
292,1596868898.661638,1596868898.661739,0.100851,-0.100220
293,1596868898.761842,1596868898.761946,0.104666,-0.100203
294,1596868898.862065,1596868898.862163,0.098467,-0.100223
295,1596868898.962278,1596868898.962383,0.105619,-0.100213
296,1596868899.062511,1596868899.062612,0.100851,-0.100234
297,1596868899.162723,1596868899.162832,0.108719,-0.100212
298,1596868899.262952,1596868899.263043,0.090599,-0.100229
299,1596868899.363154,1596868899.363259,0.104666,-0.100202
300,1596868899.463387,1596868899.463485,0.098228,-0.100232
301,1596868899.563596,1596868899.563695,0.098467,-0.100210
302,1596868899.663806,1596868899.663917,0.110388,-0.100210
303,1596868899.764033,1596868899.764151,0.118017,-0.100226
304,1596868899.864272,1596868899.864372,0.100136,-0.100239
305,1596868899.964500,1596868899.964611,0.111103,-0.100228
306,1596868900.064738,1596868900.064839,0.101566,-0.100237
307,1596868900.164976,1596868900.165064,0.087976,-0.100238
308,1596868900.265188,1596868900.265285,0.096560,-0.100212
309,1596868900.365410,1596868900.365506,0.096083,-0.100222
310,1596868900.465631,1596868900.465730,0.099659,-0.100221
311,1596868900.565907,1596868900.566016,0.108242,-0.100277
312,1596868900.666142,1596868900.666250,0.108004,-0.100234
313,1596868900.766374,1596868900.766469,0.094652,-0.100233
314,1596868900.866591,1596868900.866687,0.095844,-0.100217
315,1596868900.966819,1596868900.966918,0.099897,-0.100227
316,1596868901.067045,1596868901.067150,0.105381,-0.100226
317,1596868901.167269,1596868901.167370,0.100374,-0.100224
318,1596868901.267479,1596868901.267573,0.093937,-0.100210
319,1596868901.367708,1596868901.367805,0.097275,-0.100229
320,1596868901.467928,1596868901.468031,0.102997,-0.100220
321,1596868901.568156,1596868901.568249,0.093937,-0.100228
322,1596868901.668381,1596868901.668486,0.104427,-0.100226
323,1596868901.768614,1596868901.768711,0.096560,-0.100233
324,1596868901.868843,1596868901.868946,0.103474,-0.100229
325,1596868901.969078,1596868901.969178,0.099897,-0.100235
326,1596868902.069304,1596868902.069461,0.156879,-0.100226
327,1596868902.169575,1596868902.169675,0.100613,-0.100271
328,1596868902.269787,1596868902.269894,0.106573,-0.100213
329,1596868902.369988,1596868902.370087,0.098944,-0.100201
330,1596868902.470228,1596868902.470331,0.102758,-0.100240
331,1596868902.570436,1596868902.570535,0.099182,-0.100208
332,1596868902.670647,1596868902.670743,0.096083,-0.100211
333,1596868902.770850,1596868902.770946,0.095844,-0.100204
334,1596868902.871044,1596868902.871135,0.090837,-0.100194
335,1596868902.971246,1596868902.971347,0.100374,-0.100202
336,1596868903.071447,1596868903.071532,0.085115,-0.100200
337,1596868903.171635,1596868903.171730,0.095367,-0.100188
338,1596868903.271827,1596868903.271923,0.096083,-0.100192
339,1596868903.372061,1596868903.372150,0.088453,-0.100234
340,1596868903.472263,1596868903.472371,0.108480,-0.100201
341,1596868903.572520,1596868903.572622,0.102520,-0.100257
342,1596868903.672742,1596868903.672838,0.096560,-0.100222
343,1596868903.773052,1596868903.773237,0.185013,-0.100310
344,1596868903.873367,1596868903.873481,0.113964,-0.100315
345,1596868903.973595,1596868903.973691,0.095844,-0.100228
346,1596868904.073832,1596868904.073943,0.111818,-0.100236
347,1596868904.174064,1596868904.174160,0.095367,-0.100233
348,1596868904.274291,1596868904.274405,0.114679,-0.100227
349,1596868904.374525,1596868904.374625,0.100613,-0.100234
350,1596868904.474755,1596868904.474850,0.095129,-0.100230
351,1596868904.574976,1596868904.575075,0.098467,-0.100221
352,1596868904.675205,1596868904.675309,0.103951,-0.100229
353,1596868904.775435,1596868904.775536,0.100851,-0.100230
354,1596868904.875659,1596868904.875767,0.108957,-0.100223
355,1596868904.975890,1596868904.975989,0.098467,-0.100232
356,1596868905.076112,1596868905.076216,0.103712,-0.100222
357,1596868905.176336,1596868905.176433,0.096560,-0.100224
358,1596868905.276567,1596868905.276651,0.083923,-0.100231
359,1596868905.376780,1596868905.376858,0.078201,-0.100213
360,1596868905.476999,1596868905.477092,0.092745,-0.100219
361,1596868905.577205,1596868905.577287,0.082254,-0.100206
362,1596868905.677417,1596868905.677498,0.081778,-0.100212
363,1596868905.777622,1596868905.777720,0.098467,-0.100205
364,1596868905.877852,1596868905.877951,0.099182,-0.100230
365,1596868905.978067,1596868905.978159,0.092030,-0.100216
366,1596868906.078284,1596868906.078385,0.100851,-0.100216
367,1596868906.178501,1596868906.178594,0.092506,-0.100218
368,1596868906.278721,1596868906.278817,0.095606,-0.100220
369,1596868906.378943,1596868906.379039,0.096083,-0.100222
370,1596868906.479170,1596868906.479269,0.098467,-0.100227
371,1596868906.579451,1596868906.579575,0.123978,-0.100281
372,1596868906.679699,1596868906.679800,0.100851,-0.100248
373,1596868906.779907,1596868906.780005,0.098228,-0.100208
374,1596868906.880111,1596868906.880202,0.090599,-0.100205
375,1596868906.980308,1596868906.980416,0.108480,-0.100196
376,1596868907.080523,1596868907.080615,0.091791,-0.100215
377,1596868907.180748,1596868907.180876,0.127554,-0.100225
378,1596868907.280991,1596868907.281087,0.096560,-0.100242
379,1596868907.381238,1596868907.381343,0.105143,-0.100247
380,1596868907.481458,1596868907.481542,0.084639,-0.100220
381,1596868907.581666,1596868907.581759,0.093222,-0.100208
382,1596868907.681874,1596868907.681972,0.097275,-0.100208
383,1596868907.782139,1596868907.782238,0.098467,-0.100265
384,1596868907.882359,1596868907.882452,0.093937,-0.100219
385,1596868907.982583,1596868907.982672,0.089407,-0.100224
386,1596868908.082781,1596868908.082872,0.090599,-0.100198
387,1596868908.182996,1596868908.183102,0.105858,-0.100215
388,1596868908.283230,1596868908.283324,0.094175,-0.100234
389,1596868908.383448,1596868908.383541,0.093699,-0.100217
390,1596868908.483649,1596868908.483742,0.093222,-0.100202
391,1596868908.583859,1596868908.583956,0.096321,-0.100210
392,1596868908.684081,1596868908.684182,0.101328,-0.100221
393,1596868908.784300,1596868908.784402,0.101328,-0.100220
394,1596868908.884522,1596868908.884610,0.088215,-0.100222
395,1596868908.984739,1596868908.984828,0.089169,-0.100217
396,1596868909.084942,1596868909.085027,0.085831,-0.100202
397,1596868909.185166,1596868909.185272,0.105619,-0.100224
398,1596868909.285398,1596868909.285496,0.098944,-0.100232
399,1596868909.385633,1596868909.385741,0.108004,-0.100235
400,1596868909.485871,1596868909.485975,0.103951,-0.100239
401,1596868909.586112,1596868909.586220,0.108480,-0.100240
402,1596868909.686359,1596868909.686446,0.087023,-0.100247
403,1596868909.786569,1596868909.786684,0.114679,-0.100210
404,1596868909.886811,1596868909.886909,0.097990,-0.100242
405,1596868909.987044,1596868909.987143,0.098944,-0.100233
406,1596868910.087269,1596868910.087365,0.096083,-0.100225
407,1596868910.187494,1596868910.187593,0.099659,-0.100225
408,1596868910.287718,1596868910.287824,0.105858,-0.100224
409,1596868910.387956,1596868910.388062,0.106096,-0.100238
410,1596868910.488187,1596868910.488293,0.106096,-0.100231
411,1596868910.588419,1596868910.588532,0.113726,-0.100232
412,1596868910.688663,1596868910.688766,0.103712,-0.100244
413,1596868910.788898,1596868910.788996,0.097275,-0.100236
414,1596868910.889122,1596868910.889224,0.102043,-0.100223
415,1596868910.989382,1596868910.989473,0.090361,-0.100260
416,1596868911.089588,1596868911.089689,0.101089,-0.100206
417,1596868911.189809,1596868911.189909,0.099897,-0.100220
418,1596868911.290021,1596868911.290128,0.106573,-0.100212
419,1596868911.390244,1596868911.390343,0.098944,-0.100223
420,1596868911.490464,1596868911.490571,0.107050,-0.100219
421,1596868911.590687,1596868911.590786,0.098705,-0.100223
422,1596868911.690907,1596868911.691019,0.112057,-0.100220
423,1596868911.791136,1596868911.791239,0.102758,-0.100230
424,1596868911.891352,1596868911.891459,0.106812,-0.100216
425,1596868911.991580,1596868911.991671,0.090599,-0.100228
426,1596868912.091780,1596868912.091884,0.103474,-0.100200
427,1596868912.192004,1596868912.192104,0.099659,-0.100224
428,1596868912.292233,1596868912.292335,0.101566,-0.100229
429,1596868912.392530,1596868912.392684,0.154018,-0.100297
430,1596868912.492818,1596868912.492924,0.105619,-0.100288
431,1596868912.593110,1596868912.593249,0.138283,-0.100292
432,1596868912.693423,1596868912.693548,0.125885,-0.100312
433,1596868912.793639,1596868912.793694,0.055075,-0.100217
434,1596868912.893793,1596868912.893863,0.069857,-0.100154
435,1596868912.993948,1596868912.993997,0.048637,-0.100155
436,1596868913.094085,1596868913.094155,0.070095,-0.100137
437,1596868913.194237,1596868913.194280,0.043631,-0.100152
438,1596868913.294369,1596868913.294440,0.070572,-0.100132
439,1596868913.394521,1596868913.394566,0.045300,-0.100152
440,1596868913.494657,1596868913.494730,0.073910,-0.100136
441,1596868913.594811,1596868913.594854,0.042915,-0.100155
442,1596868913.694944,1596868913.695016,0.072241,-0.100132
443,1596868913.795096,1596868913.795139,0.042677,-0.100152
444,1596868913.895231,1596868913.895300,0.069141,-0.100135
445,1596868913.995385,1596868913.995433,0.048161,-0.100154
446,1596868914.095520,1596868914.095591,0.070810,-0.100136
447,1596868914.195674,1596868914.195723,0.048399,-0.100154
448,1596868914.295813,1596868914.295885,0.071764,-0.100139
449,1596868914.395967,1596868914.396011,0.043154,-0.100155
450,1596868914.496098,1596868914.496166,0.068188,-0.100130
451,1596868914.596246,1596868914.596290,0.043631,-0.100149
452,1596868914.696379,1596868914.696447,0.067472,-0.100133
453,1596868914.796528,1596868914.796572,0.043869,-0.100149
454,1596868914.896672,1596868914.896736,0.064373,-0.100143
455,1596868914.996815,1596868914.996856,0.041246,-0.100144
456,1596868915.096948,1596868915.097024,0.075817,-0.100133
457,1596868915.197149,1596868915.197261,0.111818,-0.100201
458,1596868915.297365,1596868915.297447,0.082254,-0.100216
459,1596868915.397528,1596868915.397571,0.042915,-0.100163
460,1596868915.497660,1596868915.497734,0.074387,-0.100132
461,1596868915.597813,1596868915.597856,0.043392,-0.100153
462,1596868915.697945,1596868915.698021,0.076771,-0.100132
463,1596868915.798110,1596868915.798162,0.052452,-0.100165
464,1596868915.898249,1596868915.898320,0.071287,-0.100140
465,1596868915.998399,1596868915.998443,0.043631,-0.100150
466,1596868916.098530,1596868916.098597,0.066519,-0.100131
467,1596868916.198678,1596868916.198723,0.045300,-0.100147
468,1596868916.298813,1596868916.298878,0.065088,-0.100135
469,1596868916.398960,1596868916.399003,0.043392,-0.100147
470,1596868916.499111,1596868916.499197,0.086784,-0.100151
471,1596868916.599282,1596868916.599330,0.048637,-0.100171
472,1596868916.699436,1596868916.699495,0.058174,-0.100155
473,1596868916.799577,1596868916.799623,0.045776,-0.100141
474,1596868916.899708,1596868916.899775,0.067234,-0.100131
475,1596868916.999860,1596868916.999916,0.056028,-0.100152
476,1596868917.099998,1596868917.100062,0.063896,-0.100138
477,1596868917.200144,1596868917.200196,0.052214,-0.100146
478,1596868917.300284,1596868917.300342,0.058413,-0.100140
479,1596868917.400426,1596868917.400487,0.061274,-0.100142
