Frame Capture Count,Start_Time(in sec),Stop_Time(in sec),Execution_Time(in msec),Jitter(in msec)
478,1596868917.300376,1596868917.300488,0.112534,-0.100148
479,1596868917.400521,1596868917.400632,0.111580,-0.100145
480,1596868917.500682,1596868917.500793,0.111103,-0.100162
481,1596868917.600824,1596868917.600933,0.109196,-0.100142
482,1596868917.700970,1596868917.701084,0.113726,-0.100146
483,1596868917.801110,1596868917.801224,0.113249,-0.100140
484,1596868917.901244,1596868917.901353,0.108957,-0.100134
485,1596868918.001398,1596868918.001520,0.121832,-0.100154
486,1596868918.101534,1596868918.101643,0.109434,-0.100135
487,1596868918.201690,1596868918.201803,0.113487,-0.100156
488,1596868918.301821,1596868918.301930,0.109434,-0.100131
489,1596868918.401971,1596868918.402084,0.113249,-0.100150
490,1596868918.502101,1596868918.502208,0.106573,-0.100131
491,1596868918.602257,1596868918.602372,0.114679,-0.100156
492,1596868918.702525,1596868918.702656,0.130415,-0.100268
493,1596868918.802680,1596868918.802794,0.113964,-0.100155
494,1596868918.902801,1596868918.902907,0.106096,-0.100121
495,1596868919.002957,1596868919.003077,0.119686,-0.100156
496,1596868919.103082,1596868919.103189,0.106812,-0.100125
497,1596868919.203251,1596868919.203365,0.113726,-0.100169
498,1596868919.303369,1596868919.303475,0.106096,-0.100118
499,1596868919.403612,1596868919.403750,0.138283,-0.100243
500,1596868919.503840,1596868919.503970,0.129461,-0.100228
501,1596868919.604041,1596868919.604173,0.132799,-0.100200
502,1596868919.704265,1596868919.704395,0.130415,-0.100224
503,1596868919.804412,1596868919.804535,0.123501,-0.100147
504,1596868919.904636,1596868919.904770,0.134468,-0.100224
505,1596868920.004817,1596868920.004933,0.116825,-0.100181
506,1596868920.104945,1596868920.105052,0.106573,-0.100129
507,1596868920.205119,1596868920.205233,0.113726,-0.100174
508,1596868920.305242,1596868920.305349,0.106573,-0.100123
509,1596868920.405430,1596868920.405550,0.119209,-0.100188
510,1596868920.505552,1596868920.505658,0.106096,-0.100122
511,1596868920.605737,1596868920.605858,0.120401,-0.100185
512,1596868920.705871,1596868920.705978,0.106335,-0.100134
513,1596868920.806055,1596868920.806168,0.112772,-0.100184
514,1596868920.906182,1596868920.906279,0.097513,-0.100127
515,1596868921.006346,1596868921.006464,0.118494,-0.100164
516,1596868921.106466,1596868921.106575,0.108719,-0.100121
517,1596868921.206638,1596868921.206754,0.115871,-0.100172
518,1596868921.306773,1596868921.306882,0.108719,-0.100135
519,1596868921.406954,1596868921.407056,0.102520,-0.100180
520,1596868921.507082,1596868921.507189,0.107288,-0.100128
521,1596868921.607242,1596868921.607357,0.114441,-0.100160
522,1596868921.707363,1596868921.707468,0.105381,-0.100121
523,1596868921.807545,1596868921.807658,0.112772,-0.100183
524,1596868921.907727,1596868921.907842,0.114679,-0.100182
525,1596868922.007927,1596868922.008055,0.128031,-0.100199
526,1596868922.108063,1596868922.108169,0.105619,-0.100137
527,1596868922.208268,1596868922.208387,0.119448,-0.100204
528,1596868922.308448,1596868922.308571,0.123262,-0.100180
529,1596868922.408648,1596868922.408768,0.119209,-0.100201
530,1596868922.508799,1596868922.508909,0.110388,-0.100150
531,1596868922.608926,1596868922.609037,0.111103,-0.100127
532,1596868922.709054,1596868922.709161,0.107288,-0.100128
533,1596868922.809243,1596868922.809373,0.129461,-0.100189
534,1596868922.909398,1596868922.909521,0.123262,-0.100155
535,1596868923.009571,1596868923.009688,0.116825,-0.100173
536,1596868923.109738,1596868923.109844,0.106335,-0.100167
537,1596868923.209871,1596868923.209976,0.104904,-0.100133
538,1596868923.310052,1596868923.310166,0.114202,-0.100181
539,1596868923.410175,1596868923.410282,0.106812,-0.100123
540,1596868923.510328,1596868923.510442,0.113964,-0.100153
541,1596868923.610463,1596868923.610570,0.107050,-0.100135
542,1596868923.710665,1596868923.710783,0.118256,-0.100202
543,1596868923.810796,1596868923.810904,0.108004,-0.100131
544,1596868923.910996,1596868923.911099,0.102997,-0.100200
545,1596868924.011163,1596868924.011278,0.114918,-0.100167
546,1596868924.111333,1596868924.111449,0.115156,-0.100171
547,1596868924.211526,1596868924.211646,0.120401,-0.100192
548,1596868924.311745,1596868924.311862,0.116825,-0.100219
549,1596868924.411932,1596868924.412049,0.116587,-0.100187
550,1596868924.512156,1596868924.512287,0.130892,-0.100224
551,1596868924.612350,1596868924.612466,0.115871,-0.100194
552,1596868924.712564,1596868924.712685,0.120640,-0.100214
553,1596868924.812781,1596868924.812897,0.116825,-0.100216
554,1596868924.912985,1596868924.913105,0.120640,-0.100204
555,1596868925.013185,1596868925.013303,0.118017,-0.100200
556,1596868925.113400,1596868925.113519,0.118732,-0.100215
557,1596868925.213622,1596868925.213740,0.117540,-0.100222
558,1596868925.313855,1596868925.313982,0.126600,-0.100233
559,1596868925.414085,1596868925.414227,0.141621,-0.100230
560,1596868925.514283,1596868925.514403,0.119686,-0.100198
561,1596868925.614496,1596868925.614619,0.123262,-0.100213
562,1596868925.714735,1596868925.714860,0.125885,-0.100238
563,1596868925.814952,1596868925.815073,0.120878,-0.100218
564,1596868925.915206,1596868925.915331,0.125170,-0.100254
565,1596868926.015456,1596868926.015577,0.121117,-0.100250
566,1596868926.115706,1596868926.115826,0.119686,-0.100250
567,1596868926.215925,1596868926.216042,0.117302,-0.100219
568,1596868926.316164,1596868926.316291,0.126362,-0.100240
569,1596868926.416394,1596868926.416509,0.115871,-0.100229
570,1596868926.516632,1596868926.516760,0.127316,-0.100239
571,1596868926.616858,1596868926.616999,0.140905,-0.100225
572,1596868926.717097,1596868926.717230,0.132561,-0.100239
573,1596868926.817308,1596868926.817443,0.135183,-0.100211
574,1596868926.917534,1596868926.917658,0.124454,-0.100226
575,1596868927.017762,1596868927.017904,0.142336,-0.100228
576,1596868927.117993,1596868927.118121,0.127792,-0.100231
577,1596868927.218197,1596868927.218311,0.114679,-0.100204
578,1596868927.318413,1596868927.318531,0.118256,-0.100216
579,1596868927.418626,1596868927.418766,0.139713,-0.100214
580,1596868927.518846,1596868927.518971,0.125408,-0.100219
581,1596868927.619079,1596868927.619220,0.140905,-0.100233
582,1596868927.719283,1596868927.719461,0.177622,-0.100205
583,1596868927.819584,1596868927.819733,0.149012,-0.100300
584,1596868927.919761,1596868927.919882,0.120640,-0.100178
585,1596868928.019976,1596868928.020107,0.131130,-0.100214
586,1596868928.120164,1596868928.120277,0.113726,-0.100188
587,1596868928.220381,1596868928.220505,0.124693,-0.100217
588,1596868928.320604,1596868928.320750,0.146389,-0.100224
589,1596868928.420815,1596868928.420959,0.144243,-0.100210
590,1596868928.521014,1596868928.521164,0.149965,-0.100199
591,1596868928.621225,1596868928.621361,0.135899,-0.100211
592,1596868928.721426,1596868928.721552,0.126123,-0.100200
593,1596868928.821629,1596868928.821771,0.141621,-0.100204
594,1596868928.921824,1596868928.921959,0.135422,-0.100194
595,1596868929.022047,1596868929.022183,0.136137,-0.100223
596,1596868929.122241,1596868929.122368,0.127077,-0.100194
597,1596868929.222456,1596868929.222593,0.137329,-0.100215
598,1596868929.322661,1596868929.322800,0.139236,-0.100205
599,1596868929.422876,1596868929.423028,0.151873,-0.100215
600,1596868929.523115,1596868929.523243,0.128508,-0.100238
601,1596868929.623343,1596868929.623471,0.128508,-0.100228
602,1596868929.723585,1596868929.723714,0.128746,-0.100243
603,1596868929.823809,1596868929.823922,0.113010,-0.100223
604,1596868929.924048,1596868929.924180,0.131369,-0.100240
605,1596868930.024274,1596868930.024408,0.134230,-0.100225
606,1596868930.124499,1596868930.124623,0.123978,-0.100225
607,1596868930.224745,1596868930.224879,0.133753,-0.100246
608,1596868930.324951,1596868930.325067,0.116587,-0.100206
609,1596868930.425186,1596868930.425330,0.143766,-0.100236
610,1596868930.525403,1596868930.525521,0.118494,-0.100216
611,1596868930.625652,1596868930.625787,0.134945,-0.100249
612,1596868930.725879,1596868930.725991,0.111818,-0.100227
613,1596868930.826114,1596868930.826249,0.134468,-0.100235
614,1596868930.926333,1596868930.926445,0.111103,-0.100219
615,1596868931.026554,1596868931.026667,0.112534,-0.100221
616,1596868931.126765,1596868931.126876,0.111818,-0.100210
617,1596868931.226975,1596868931.227090,0.114918,-0.100210
618,1596868931.327196,1596868931.327310,0.114679,-0.100221
619,1596868931.427407,1596868931.427525,0.118017,-0.100211
620,1596868931.527633,1596868931.527749,0.115633,-0.100226
621,1596868931.627860,1596868931.627981,0.121117,-0.100226
622,1596868931.728073,1596868931.728190,0.117064,-0.100214
623,1596868931.828310,1596868931.828424,0.113487,-0.100237
624,1596868931.928537,1596868931.928669,0.132084,-0.100226
625,1596868932.028771,1596868932.028892,0.120878,-0.100234
626,1596868932.128981,1596868932.129096,0.114441,-0.100210
627,1596868932.229208,1596868932.229373,0.164986,-0.100227
628,1596868932.329516,1596868932.329638,0.122070,-0.100307
629,1596868932.429724,1596868932.429842,0.118017,-0.100209
630,1596868932.529922,1596868932.530030,0.107527,-0.100198
631,1596868932.630147,1596868932.630288,0.141144,-0.100225
632,1596868932.730356,1596868932.730472,0.115156,-0.100210
633,1596868932.830548,1596868932.830662,0.114918,-0.100191
634,1596868932.930750,1596868932.930877,0.127554,-0.100202
635,1596868933.031046,1596868933.031190,0.143766,-0.100296
636,1596868933.131241,1596868933.131381,0.139952,-0.100194
637,1596868933.231511,1596868933.231649,0.137806,-0.100271
638,1596868933.331775,1596868933.331929,0.153780,-0.100264
639,1596868933.432117,1596868933.432279,0.162601,-0.100341
640,1596868933.532349,1596868933.532480,0.131607,-0.100232
641,1596868933.632591,1596868933.632714,0.123024,-0.100242
642,1596868933.732810,1596868933.732936,0.125647,-0.100219
643,1596868933.833051,1596868933.833185,0.134468,-0.100241
644,1596868933.933348,1596868933.933487,0.139475,-0.100297
645,1596868934.033715,1596868934.033881,0.165939,-0.100368
646,1596868934.133930,1596868934.134071,0.140905,-0.100215
647,1596868934.234148,1596868934.234282,0.133991,-0.100217
648,1596868934.334429,1596868934.334577,0.148535,-0.100281
649,1596868934.434665,1596868934.434810,0.145435,-0.100236
650,1596868934.534927,1596868934.535065,0.137329,-0.100262
651,1596868934.635208,1596868934.635346,0.138044,-0.100280
652,1596868934.735529,1596868934.735671,0.142574,-0.100321
653,1596868934.835826,1596868934.835971,0.145435,-0.100297
654,1596868934.936076,1596868934.936208,0.132561,-0.100250
655,1596868935.036319,1596868935.036448,0.128746,-0.100243
656,1596868935.136587,1596868935.136732,0.144243,-0.100268
657,1596868935.237044,1596868935.237214,0.169754,-0.100456
658,1596868935.337227,1596868935.337346,0.119448,-0.100183
659,1596868935.437471,1596868935.437611,0.140190,-0.100244
660,1596868935.537737,1596868935.537872,0.135660,-0.100266
661,1596868935.637996,1596868935.638135,0.138760,-0.100260
662,1596868935.738210,1596868935.738328,0.117779,-0.100214
663,1596868935.838428,1596868935.838557,0.128746,-0.100218
664,1596868935.938698,1596868935.938840,0.142813,-0.100269
665,1596868936.038940,1596868936.039081,0.140667,-0.100243
666,1596868936.139152,1596868936.139278,0.125647,-0.100212
667,1596868936.239443,1596868936.239578,0.135422,-0.100291
668,1596868936.339645,1596868936.339762,0.116348,-0.100202
669,1596868936.439838,1596868936.439959,0.120878,-0.100192
670,1596868936.540040,1596868936.540166,0.126600,-0.100202
671,1596868936.640242,1596868936.640357,0.114918,-0.100203
672,1596868936.740443,1596868936.740560,0.116110,-0.100201
673,1596868936.840646,1596868936.840765,0.119448,-0.100202
674,1596868936.940863,1596868936.940987,0.124216,-0.100217
675,1596868937.041087,1596868937.041252,0.164747,-0.100224
676,1596868937.141293,1596868937.141422,0.129700,-0.100206
677,1596868937.241534,1596868937.241657,0.122547,-0.100242
678,1596868937.341744,1596868937.341880,0.136137,-0.100210
679,1596868937.441973,1596868937.442088,0.114918,-0.100229
680,1596868937.542196,1596868937.542334,0.138044,-0.100222
681,1596868937.642385,1596868937.642502,0.116348,-0.100190
682,1596868937.742590,1596868937.742712,0.122786,-0.100204
683,1596868937.842788,1596868937.842935,0.146866,-0.100198
684,1596868937.942991,1596868937.943123,0.131607,-0.100203
685,1596868938.043210,1596868938.043346,0.136375,-0.100219
686,1596868938.143403,1596868938.143530,0.127316,-0.100193
687,1596868938.243602,1596868938.243720,0.118256,-0.100199
688,1596868938.343819,1596868938.343957,0.137806,-0.100217
689,1596868938.444092,1596868938.444225,0.133514,-0.100272
690,1596868938.544294,1596868938.544429,0.135183,-0.100202
691,1596868938.644516,1596868938.644639,0.122547,-0.100222
692,1596868938.744736,1596868938.744887,0.150919,-0.100220
693,1596868938.844943,1596868938.845066,0.122786,-0.100207
694,1596868938.945164,1596868938.945328,0.164270,-0.100221
695,1596868939.045412,1596868939.045538,0.125885,-0.100248
696,1596868939.145623,1596868939.145781,0.158072,-0.100211
697,1596868939.245813,1596868939.245932,0.118732,-0.100190
698,1596868939.346035,1596868939.346172,0.136614,-0.100222
699,1596868939.446279,1596868939.446399,0.119925,-0.100244
700,1596868939.546505,1596868939.546646,0.140905,-0.100225
701,1596868939.646757,1596868939.646881,0.123978,-0.100253
702,1596868939.746965,1596868939.747098,0.133276,-0.100208
703,1596868939.847181,1596868939.847327,0.146151,-0.100216
704,1596868939.947425,1596868939.947550,0.124454,-0.100244
705,1596868940.047659,1596868940.047811,0.151634,-0.100234
706,1596868940.147886,1596868940.148014,0.127554,-0.100227
707,1596868940.248122,1596868940.248262,0.140905,-0.100235
708,1596868940.348343,1596868940.348468,0.125170,-0.100221
709,1596868940.448575,1596868940.448718,0.142336,-0.100233
710,1596868940.548801,1596868940.548927,0.126362,-0.100225
711,1596868940.649036,1596868940.649177,0.141621,-0.100235
712,1596868940.749262,1596868940.749379,0.117064,-0.100227
713,1596868940.849528,1596868940.849643,0.114918,-0.100266
714,1596868940.949735,1596868940.949849,0.114679,-0.100207
715,1596868941.049940,1596868941.050050,0.109673,-0.100205
716,1596868941.150132,1596868941.150247,0.114918,-0.100192
717,1596868941.250332,1596868941.250444,0.112295,-0.100200
718,1596868941.350578,1596868941.350719,0.140905,-0.100246
719,1596868941.450824,1596868941.450953,0.128984,-0.100246
720,1596868941.551046,1596868941.551178,0.132561,-0.100222
721,1596868941.651330,1596868941.651467,0.136614,-0.100284
722,1596868941.751533,1596868941.751663,0.130415,-0.100203
723,1596868941.851783,1596868941.851925,0.142813,-0.100250
724,1596868941.952009,1596868941.952142,0.133038,-0.100227
725,1596868942.052264,1596868942.052397,0.132561,-0.100255
726,1596868942.152542,1596868942.152682,0.139475,-0.100278
727,1596868942.252830,1596868942.252985,0.155449,-0.100288
728,1596868942.353259,1596868942.353398,0.138998,-0.100429
729,1596868942.453531,1596868942.453660,0.129938,-0.100271
730,1596868942.553825,1596868942.553954,0.128508,-0.100295
731,1596868942.654049,1596868942.654185,0.135183,-0.100224
732,1596868942.754320,1596868942.754453,0.133038,-0.100271
733,1596868942.854539,1596868942.854674,0.135422,-0.100218
734,1596868942.954859,1596868942.954995,0.135899,-0.100320
735,1596868943.055066,1596868943.055184,0.118017,-0.100207
736,1596868943.155376,1596868943.155523,0.147104,-0.100311
737,1596868943.255594,1596868943.255715,0.121117,-0.100217
738,1596868943.355849,1596868943.355982,0.132561,-0.100255
739,1596868943.456120,1596868943.456258,0.137568,-0.100271
740,1596868943.556361,1596868943.556494,0.133038,-0.100241
741,1596868943.656608,1596868943.656745,0.136852,-0.100247
742,1596868943.756873,1596868943.757016,0.142336,-0.100265
743,1596868943.857079,1596868943.857199,0.120163,-0.100205
744,1596868943.957348,1596868943.957491,0.142574,-0.100270
745,1596868944.057621,1596868944.057762,0.141859,-0.100272
746,1596868944.157869,1596868944.158002,0.133038,-0.100248
747,1596868944.258121,1596868944.258244,0.123739,-0.100252
748,1596868944.358442,1596868944.358593,0.151157,-0.100321
749,1596868944.458848,1596868944.459008,0.160217,-0.100407
750,1596868944.559093,1596868944.559220,0.127077,-0.100245
751,1596868944.659333,1596868944.659507,0.174761,-0.100240
752,1596868944.759621,1596868944.759746,0.124693,-0.100288
753,1596868944.859836,1596868944.859957,0.120878,-0.100215
754,1596868944.960047,1596868944.960171,0.123501,-0.100211
755,1596868945.060292,1596868945.060422,0.129938,-0.100245
756,1596868945.160529,1596868945.160656,0.127077,-0.100236
757,1596868945.260798,1596868945.260955,0.156403,-0.100270
758,1596868945.361073,1596868945.361222,0.149488,-0.100274
759,1596868945.461667,1596868945.461874,0.206947,-0.100594
760,1596868945.561918,1596868945.562071,0.152349,-0.100251
761,1596868945.662114,1596868945.662236,0.122786,-0.100195
762,1596868945.762393,1596868945.762550,0.156164,-0.100280
763,1596868945.862643,1596868945.862784,0.140429,-0.100250
764,1596868945.962927,1596868945.963069,0.141621,-0.100284
765,1596868946.063160,1596868946.063290,0.129700,-0.100233
766,1596868946.163415,1596868946.163564,0.149012,-0.100255
767,1596868946.263649,1596868946.263782,0.132799,-0.100234
768,1596868946.363889,1596868946.364008,0.118732,-0.100240
769,1596868946.464332,1596868946.464523,0.190973,-0.100443
770,1596868946.564579,1596868946.564719,0.140429,-0.100246
771,1596868946.664838,1596868946.664979,0.140429,-0.100260
772,1596868946.765061,1596868946.765181,0.119925,-0.100222
773,1596868946.865291,1596868946.865423,0.131369,-0.100231
774,1596868946.965508,1596868946.965639,0.130653,-0.100217
775,1596868947.065755,1596868947.065892,0.136137,-0.100247
776,1596868947.166002,1596868947.166140,0.137806,-0.100247
777,1596868947.266237,1596868947.266368,0.130892,-0.100235
778,1596868947.366485,1596868947.366630,0.144720,-0.100248
779,1596868947.466757,1596868947.466902,0.145912,-0.100272
780,1596868947.567001,1596868947.567141,0.139713,-0.100245
781,1596868947.667262,1596868947.667400,0.138283,-0.100260
782,1596868947.767452,1596868947.767567,0.115156,-0.100191
783,1596868947.867737,1596868947.867872,0.135422,-0.100285
784,1596868947.967969,1596868947.968113,0.143766,-0.100232
785,1596868948.068195,1596868948.068325,0.129938,-0.100226
786,1596868948.168456,1596868948.168606,0.150442,-0.100261
787,1596868948.268723,1596868948.268864,0.140429,-0.100267
788,1596868948.368928,1596868948.369038,0.110149,-0.100205
789,1596868948.469145,1596868948.469265,0.119448,-0.100217
790,1596868948.569451,1596868948.569596,0.144958,-0.100306
791,1596868948.669809,1596868948.669970,0.161171,-0.100358
792,1596868948.770022,1596868948.770156,0.134468,-0.100213
793,1596868948.870222,1596868948.870346,0.123739,-0.100200
794,1596868948.970426,1596868948.970547,0.121117,-0.100204
795,1596868949.070698,1596868949.070835,0.136375,-0.100272
796,1596868949.170996,1596868949.171152,0.155449,-0.100298
797,1596868949.271264,1596868949.271394,0.129938,-0.100268
798,1596868949.371493,1596868949.371618,0.125408,-0.100229
799,1596868949.471699,1596868949.471823,0.124693,-0.100206
800,1596868949.571890,1596868949.572014,0.123739,-0.100191
801,1596868949.672135,1596868949.672280,0.144720,-0.100245
802,1596868949.772298,1596868949.772404,0.106096,-0.100163
803,1596868949.872544,1596868949.872685,0.141382,-0.100246
804,1596868949.972773,1596868949.972902,0.128746,-0.100229
805,1596868950.073089,1596868950.073225,0.136614,-0.100316
806,1596868950.173321,1596868950.173453,0.131607,-0.100232
807,1596868950.273516,1596868950.273635,0.119448,-0.100194
808,1596868950.373777,1596868950.373924,0.146627,-0.100262
809,1596868950.474207,1596868950.474387,0.180006,-0.100430
810,1596868950.574456,1596868950.574604,0.147581,-0.100249
811,1596868950.674680,1596868950.674826,0.146151,-0.100223
812,1596868950.774865,1596868950.774985,0.120401,-0.100185
813,1596868950.875069,1596868950.875184,0.114918,-0.100204
814,1596868950.975279,1596868950.975404,0.124693,-0.100210
815,1596868951.075485,1596868951.075608,0.123739,-0.100205
816,1596868951.175711,1596868951.175827,0.116110,-0.100226
817,1596868951.275909,1596868951.276021,0.111103,-0.100199
818,1596868951.376104,1596868951.376222,0.117540,-0.100195
819,1596868951.476298,1596868951.476413,0.115633,-0.100194
820,1596868951.576512,1596868951.576628,0.115395,-0.100214
821,1596868951.676717,1596868951.676835,0.118494,-0.100204
822,1596868951.776924,1596868951.777040,0.116587,-0.100207
823,1596868951.877139,1596868951.877254,0.115156,-0.100215
824,1596868951.977348,1596868951.977466,0.118494,-0.100209
825,1596868952.077588,1596868952.077722,0.134230,-0.100240
826,1596868952.177781,1596868952.177898,0.117540,-0.100193
827,1596868952.277986,1596868952.278110,0.123739,-0.100205
828,1596868952.378197,1596868952.378319,0.121593,-0.100211
829,1596868952.478402,1596868952.478524,0.122309,-0.100205
830,1596868952.578619,1596868952.578738,0.119448,-0.100217
831,1596868952.678826,1596868952.678943,0.116825,-0.100207
832,1596868952.779044,1596868952.779165,0.120878,-0.100218
833,1596868952.879252,1596868952.879376,0.123501,-0.100208
834,1596868952.979530,1596868952.979649,0.118971,-0.100277
835,1596868953.079719,1596868953.079834,0.114679,-0.100189
836,1596868953.179929,1596868953.180042,0.113010,-0.100210
837,1596868953.280127,1596868953.280238,0.110626,-0.100198
838,1596868953.380330,1596868953.380447,0.117779,-0.100203
839,1596868953.480526,1596868953.480649,0.122070,-0.100197
840,1596868953.580799,1596868953.580930,0.131607,-0.100272
841,1596868953.681095,1596868953.681241,0.146389,-0.100296
842,1596868953.781360,1596868953.781492,0.132561,-0.100265
843,1596868953.881669,1596868953.881812,0.143766,-0.100309
844,1596868953.981936,1596868953.982074,0.137329,-0.100268
845,1596868954.082147,1596868954.082276,0.128508,-0.100211
846,1596868954.182369,1596868954.182505,0.136137,-0.100222
847,1596868954.282645,1596868954.282780,0.134706,-0.100276
848,1596868954.382914,1596868954.383045,0.131130,-0.100269
849,1596868954.483108,1596868954.483225,0.116587,-0.100194
850,1596868954.583321,1596868954.583461,0.139475,-0.100213
851,1596868954.683560,1596868954.683696,0.135660,-0.100239
852,1596868954.783808,1596868954.783929,0.121593,-0.100248
853,1596868954.884069,1596868954.884197,0.128031,-0.100261
854,1596868954.984331,1596868954.984473,0.142097,-0.100262
855,1596868955.084594,1596868955.084721,0.127316,-0.100263
856,1596868955.184896,1596868955.185032,0.135899,-0.100302
857,1596868955.285175,1596868955.285307,0.131607,-0.100279
858,1596868955.385422,1596868955.385558,0.135422,-0.100247
859,1596868955.485853,1596868955.486058,0.205517,-0.100430
860,1596868955.586084,1596868955.586221,0.137091,-0.100231
861,1596868955.686385,1596868955.686527,0.141859,-0.100300
862,1596868955.786643,1596868955.786779,0.135660,-0.100258
863,1596868955.887047,1596868955.887226,0.178337,-0.100404
864,1596868955.987232,1596868955.987349,0.116825,-0.100185
865,1596868956.087480,1596868956.087610,0.129938,-0.100247
866,1596868956.187738,1596868956.187881,0.142813,-0.100259
867,1596868956.288024,1596868956.288152,0.128031,-0.100286
868,1596868956.388211,1596868956.388330,0.118971,-0.100187
869,1596868956.488414,1596868956.488548,0.133276,-0.100203
870,1596868956.588674,1596868956.588820,0.146389,-0.100259
871,1596868956.688856,1596868956.688979,0.123262,-0.100183
872,1596868956.789103,1596868956.789236,0.132561,-0.100247
873,1596868956.889466,1596868956.889591,0.124693,-0.100363
874,1596868956.989722,1596868956.989860,0.137568,-0.100256
875,1596868957.089919,1596868957.090027,0.108719,-0.100196
876,1596868957.190160,1596868957.190296,0.136375,-0.100241
877,1596868957.290354,1596868957.290469,0.115871,-0.100194
878,1596868957.390554,1596868957.390672,0.118256,-0.100200
879,1596868957.490842,1596868957.490983,0.140667,-0.100288
880,1596868957.591044,1596868957.591162,0.118256,-0.100202
881,1596868957.691239,1596868957.691361,0.122786,-0.100195
882,1596868957.791481,1596868957.791603,0.121355,-0.100243
883,1596868957.891668,1596868957.891783,0.114918,-0.100186
884,1596868957.991868,1596868957.992002,0.133753,-0.100201
885,1596868958.092108,1596868958.092237,0.129461,-0.100239
886,1596868958.192316,1596868958.192428,0.111580,-0.100209
887,1596868958.292524,1596868958.292641,0.116825,-0.100208
888,1596868958.392761,1596868958.392895,0.133991,-0.100237
889,1596868958.492980,1596868958.493115,0.134945,-0.100219
890,1596868958.593172,1596868958.593296,0.123262,-0.100192
891,1596868958.693377,1596868958.693517,0.140667,-0.100204
892,1596868958.793607,1596868958.793734,0.126362,-0.100231
893,1596868958.893839,1596868958.893955,0.116587,-0.100231
894,1596868958.994099,1596868958.994238,0.139236,-0.100260
895,1596868959.094334,1596868959.094461,0.126839,-0.100235
896,1596868959.194553,1596868959.194669,0.116110,-0.100219
897,1596868959.294797,1596868959.294935,0.137568,-0.100244
898,1596868959.395004,1596868959.395135,0.130892,-0.100207
899,1596868959.495211,1596868959.495344,0.133276,-0.100207
900,1596868959.595443,1596868959.595578,0.134945,-0.100232
901,1596868959.695667,1596868959.695802,0.135183,-0.100224
902,1596868959.795899,1596868959.796044,0.144720,-0.100232
903,1596868959.896109,1596868959.896226,0.117064,-0.100210
904,1596868959.996353,1596868959.996495,0.142813,-0.100244
905,1596868960.096562,1596868960.096681,0.118256,-0.100210
906,1596868960.196809,1596868960.196951,0.141859,-0.100247
907,1596868960.297039,1596868960.297179,0.139475,-0.100230
908,1596868960.397269,1596868960.397380,0.111341,-0.100230
909,1596868960.497528,1596868960.497655,0.127554,-0.100259
910,1596868960.597767,1596868960.597901,0.133991,-0.100239
911,1596868960.698024,1596868960.698144,0.120163,-0.100257
912,1596868960.798265,1596868960.798400,0.135422,-0.100240
913,1596868960.898508,1596868960.898641,0.132799,-0.100243
914,1596868960.998729,1596868960.998862,0.132084,-0.100221
915,1596868961.099003,1596868961.099142,0.138521,-0.100274
916,1596868961.199231,1596868961.199398,0.167608,-0.100228
917,1596868961.299502,1596868961.299622,0.120163,-0.100271
918,1596868961.399761,1596868961.399893,0.132084,-0.100259
919,1596868961.499956,1596868961.500065,0.108480,-0.100195
920,1596868961.600180,1596868961.600305,0.125170,-0.100223
921,1596868961.700393,1596868961.700525,0.132084,-0.100214
922,1596868961.800625,1596868961.800758,0.133038,-0.100232
923,1596868961.900821,1596868961.900935,0.113249,-0.100196
924,1596868962.001023,1596868962.001136,0.113010,-0.100202
925,1596868962.101245,1596868962.101371,0.125408,-0.100222
926,1596868962.201440,1596868962.201556,0.115871,-0.100195
927,1596868962.301653,1596868962.301776,0.122786,-0.100213
928,1596868962.401853,1596868962.401978,0.124693,-0.100200
929,1596868962.502122,1596868962.502272,0.150442,-0.100269
930,1596868962.602331,1596868962.602478,0.146627,-0.100209
931,1596868962.702557,1596868962.702682,0.125647,-0.100225
932,1596868962.802816,1596868962.802955,0.139475,-0.100259
933,1596868962.903052,1596868962.903177,0.125408,-0.100236
934,1596868963.003267,1596868963.003406,0.138760,-0.100215
935,1596868963.103482,1596868963.103605,0.123024,-0.100215
936,1596868963.203716,1596868963.203830,0.114202,-0.100234
937,1596868963.303929,1596868963.304046,0.116587,-0.100213
938,1596868963.404161,1596868963.404298,0.137568,-0.100231
939,1596868963.504407,1596868963.504550,0.142336,-0.100247
940,1596868963.604635,1596868963.604753,0.118732,-0.100227
941,1596868963.704845,1596868963.704970,0.124216,-0.100211
942,1596868963.805128,1596868963.805267,0.139236,-0.100282
943,1596868963.905597,1596868963.905751,0.153303,-0.100470
944,1596868964.005786,1596868964.005907,0.121355,-0.100188
945,1596868964.106022,1596868964.106148,0.125885,-0.100236
946,1596868964.206240,1596868964.206372,0.131369,-0.100218
947,1596868964.306489,1596868964.306618,0.128984,-0.100249
948,1596868964.406699,1596868964.406819,0.120163,-0.100209
949,1596868964.506921,1596868964.507049,0.127792,-0.100222
950,1596868964.607158,1596868964.607298,0.139952,-0.100237
951,1596868964.707376,1596868964.707508,0.132084,-0.100218
952,1596868964.807643,1596868964.807779,0.135422,-0.100267
953,1596868964.907856,1596868964.907985,0.128984,-0.100213
954,1596868965.008131,1596868965.008269,0.138044,-0.100275
955,1596868965.108341,1596868965.108463,0.121832,-0.100210
956,1596868965.208681,1596868965.208827,0.145912,-0.100340
957,1596868965.308880,1596868965.309000,0.119925,-0.100199
958,1596868965.409108,1596868965.409230,0.121117,-0.100228
