Frame Capture Count,Start_Time(in sec),Stop_Time(in sec),Execution_Time(in msec),Jitter(in msec)
959,1596868965.509333,1596868965.509519,0.185490,-0.100225
960,1596868965.609585,1596868965.609699,0.114202,-0.100251
961,1596868965.709780,1596868965.709883,0.102758,-0.100196
962,1596868965.809996,1596868965.810136,0.139713,-0.100216
963,1596868965.910195,1596868965.910315,0.119209,-0.100199
964,1596868966.010402,1596868966.010523,0.121117,-0.100207
965,1596868966.110641,1596868966.110780,0.138283,-0.100239
966,1596868966.210838,1596868966.210952,0.113487,-0.100197
967,1596868966.311041,1596868966.311155,0.113249,-0.100203
968,1596868966.411283,1596868966.411419,0.135899,-0.100241
969,1596868966.511477,1596868966.511593,0.116110,-0.100194
970,1596868966.611676,1596868966.611792,0.116348,-0.100199
971,1596868966.711935,1596868966.712074,0.138521,-0.100259
972,1596868966.812149,1596868966.812268,0.119209,-0.100214
973,1596868966.912384,1596868966.912513,0.129223,-0.100235
974,1596868967.012590,1596868967.012720,0.129700,-0.100206
975,1596868967.112856,1596868967.112988,0.131607,-0.100266
976,1596868967.213054,1596868967.213179,0.125647,-0.100198
977,1596868967.313290,1596868967.313411,0.120640,-0.100237
978,1596868967.413550,1596868967.413674,0.124693,-0.100259
979,1596868967.513749,1596868967.513863,0.113726,-0.100199
980,1596868967.613981,1596868967.614105,0.123262,-0.100232
981,1596868967.714243,1596868967.714388,0.144958,-0.100262
982,1596868967.814460,1596868967.814578,0.117779,-0.100217
983,1596868967.914685,1596868967.914819,0.133276,-0.100225
984,1596868968.014909,1596868968.015049,0.139475,-0.100224
985,1596868968.115379,1596868968.115525,0.145912,-0.100470
986,1596868968.215579,1596868968.215690,0.110626,-0.100200
987,1596868968.315789,1596868968.315910,0.120401,-0.100210
988,1596868968.416008,1596868968.416126,0.117779,-0.100219
989,1596868968.516252,1596868968.516379,0.127316,-0.100244
990,1596868968.616501,1596868968.616643,0.141621,-0.100250
991,1596868968.716711,1596868968.716839,0.128031,-0.100209
992,1596868968.816927,1596868968.817048,0.120878,-0.100217
993,1596868968.917171,1596868968.917315,0.144482,-0.100244
994,1596868969.017414,1596868969.017549,0.134468,-0.100243
995,1596868969.117647,1596868969.117793,0.146389,-0.100232
996,1596868969.217858,1596868969.217991,0.133276,-0.100211
997,1596868969.318080,1596868969.318229,0.148773,-0.100222
998,1596868969.418305,1596868969.418432,0.126839,-0.100225
999,1596868969.518572,1596868969.518707,0.134706,-0.100267
1000,1596868969.618723,1596868969.618827,0.104427,-0.100150
1001,1596868969.718916,1596868969.719035,0.119448,-0.100193
1002,1596868969.819134,1596868969.819264,0.130415,-0.100218
1003,1596868969.919404,1596868969.919550,0.146389,-0.100270
1004,1596868970.019626,1596868970.019744,0.118256,-0.100222
1005,1596868970.119848,1596868970.119990,0.141859,-0.100222
1006,1596868970.220059,1596868970.220180,0.120878,-0.100211
1007,1596868970.320258,1596868970.320372,0.114441,-0.100199
1008,1596868970.420451,1596868970.420570,0.118971,-0.100193
1009,1596868970.520654,1596868970.520766,0.112057,-0.100204
1010,1596868970.620857,1596868970.620979,0.122070,-0.100203
1011,1596868970.721063,1596868970.721179,0.115871,-0.100206
1012,1596868970.821346,1596868970.821491,0.145674,-0.100283
1013,1596868970.921542,1596868970.921665,0.123024,-0.100196
1014,1596868971.021772,1596868971.021892,0.120640,-0.100230
1015,1596868971.121991,1596868971.122106,0.114679,-0.100219
1016,1596868971.222199,1596868971.222311,0.112534,-0.100208
1017,1596868971.322460,1596868971.322592,0.131369,-0.100261
1018,1596868971.422670,1596868971.422789,0.118971,-0.100210
1019,1596868971.522876,1596868971.522992,0.116348,-0.100205
1020,1596868971.623098,1596868971.623218,0.119209,-0.100223
1021,1596868971.723321,1596868971.723439,0.118017,-0.100223
1022,1596868971.823589,1596868971.823721,0.132561,-0.100268
1023,1596868971.923750,1596868971.923859,0.109673,-0.100161
1024,1596868972.023976,1596868972.024087,0.111103,-0.100226
1025,1596868972.124205,1596868972.124321,0.115871,-0.100230
1026,1596868972.224480,1596868972.224624,0.144720,-0.100275
1027,1596868972.324688,1596868972.324804,0.115395,-0.100209
1028,1596868972.424895,1596868972.425010,0.115633,-0.100206
1029,1596868972.525088,1596868972.525199,0.110865,-0.100194
1030,1596868972.625294,1596868972.625423,0.128269,-0.100206
1031,1596868972.725566,1596868972.725706,0.140429,-0.100271
1032,1596868972.825777,1596868972.825889,0.111580,-0.100212
1033,1596868972.925987,1596868972.926105,0.117779,-0.100210
1034,1596868973.026212,1596868973.026326,0.114441,-0.100224
1035,1596868973.126420,1596868973.126536,0.115871,-0.100208
1036,1596868973.226636,1596868973.226754,0.118017,-0.100216
1037,1596868973.326869,1596868973.326998,0.128031,-0.100234
1038,1596868973.427188,1596868973.427383,0.195265,-0.100318
1039,1596868973.527393,1596868973.527509,0.115871,-0.100205
1040,1596868973.627631,1596868973.627770,0.138760,-0.100239
1041,1596868973.727842,1596868973.727964,0.121832,-0.100211
1042,1596868973.828078,1596868973.828198,0.120163,-0.100235
1043,1596868973.928330,1596868973.928470,0.139952,-0.100253
1044,1596868974.028544,1596868974.028666,0.121832,-0.100214
1045,1596868974.128777,1596868974.128895,0.118017,-0.100233
1046,1596868974.229004,1596868974.229128,0.124216,-0.100227
1047,1596868974.329232,1596868974.329384,0.152826,-0.100228
1048,1596868974.429481,1596868974.429599,0.118017,-0.100250
1049,1596868974.529788,1596868974.529945,0.156403,-0.100307
1050,1596868974.629979,1596868974.630100,0.121117,-0.100190
1051,1596868974.730184,1596868974.730305,0.121117,-0.100205
1052,1596868974.830396,1596868974.830517,0.120401,-0.100212
1053,1596868974.930606,1596868974.930728,0.122309,-0.100210
1054,1596868975.030861,1596868975.031001,0.140667,-0.100255
1055,1596868975.131102,1596868975.131246,0.144243,-0.100241
1056,1596868975.231309,1596868975.231426,0.117302,-0.100207
1057,1596868975.331521,1596868975.331644,0.122309,-0.100212
1058,1596868975.431758,1596868975.431880,0.122309,-0.100236
1059,1596868975.531954,1596868975.532071,0.116587,-0.100197
1060,1596868975.632242,1596868975.632385,0.142574,-0.100288
1061,1596868975.732451,1596868975.732564,0.112772,-0.100209
1062,1596868975.832691,1596868975.832819,0.127792,-0.100240
1063,1596868975.932899,1596868975.933030,0.131130,-0.100208
1064,1596868976.033131,1596868976.033260,0.128984,-0.100232
1065,1596868976.133384,1596868976.133523,0.138998,-0.100253
1066,1596868976.233595,1596868976.233705,0.109673,-0.100211
1067,1596868976.333806,1596868976.333926,0.120401,-0.100210
1068,1596868976.434042,1596868976.434174,0.132084,-0.100236
1069,1596868976.534300,1596868976.534436,0.135660,-0.100258
1070,1596868976.634518,1596868976.634641,0.123024,-0.100218
1071,1596868976.734745,1596868976.734864,0.119209,-0.100227
1072,1596868976.834928,1596868976.835051,0.123024,-0.100183
1073,1596868976.935154,1596868976.935276,0.121593,-0.100226
1074,1596868977.035371,1596868977.035507,0.136137,-0.100217
1075,1596868977.135574,1596868977.135681,0.107765,-0.100202
1076,1596868977.235806,1596868977.235924,0.118494,-0.100232
1077,1596868977.336067,1596868977.336203,0.136137,-0.100261
1078,1596868977.436340,1596868977.436482,0.141859,-0.100273
1079,1596868977.536566,1596868977.536692,0.125170,-0.100226
1080,1596868977.636793,1596868977.636910,0.116587,-0.100227
1081,1596868977.737025,1596868977.737141,0.115395,-0.100232
1082,1596868977.837248,1596868977.837360,0.112534,-0.100222
1083,1596868977.937483,1596868977.937606,0.123262,-0.100235
1084,1596868978.037740,1596868978.037880,0.140190,-0.100257
1085,1596868978.137944,1596868978.138068,0.124216,-0.100204
1086,1596868978.238143,1596868978.238257,0.114202,-0.100199
1087,1596868978.338338,1596868978.338451,0.113249,-0.100195
1088,1596868978.438587,1596868978.438723,0.136375,-0.100249
1089,1596868978.538815,1596868978.538938,0.122309,-0.100229
1090,1596868978.639044,1596868978.639164,0.120163,-0.100229
1091,1596868978.739273,1596868978.739420,0.147104,-0.100229
1092,1596868978.839724,1596868978.839896,0.172853,-0.100451
1093,1596868978.940013,1596868978.940158,0.145197,-0.100289
1094,1596868979.040201,1596868979.040310,0.109196,-0.100188
1095,1596868979.140416,1596868979.140531,0.114679,-0.100215
1096,1596868979.240647,1596868979.240770,0.123024,-0.100231
1097,1596868979.340881,1596868979.341002,0.121832,-0.100234
1098,1596868979.441077,1596868979.441198,0.120640,-0.100197
1099,1596868979.541292,1596868979.541424,0.131845,-0.100214
1100,1596868979.641506,1596868979.641622,0.115871,-0.100214
1101,1596868979.741778,1596868979.741929,0.150681,-0.100272
1102,1596868979.841969,1596868979.842086,0.117064,-0.100191
1103,1596868979.942203,1596868979.942323,0.119925,-0.100234
1104,1596868980.042401,1596868980.042515,0.114202,-0.100198
1105,1596868980.142621,1596868980.142752,0.131130,-0.100220
1106,1596868980.242874,1596868980.242994,0.119209,-0.100254
1107,1596868980.343080,1596868980.343191,0.110626,-0.100206
1108,1596868980.443275,1596868980.443383,0.108004,-0.100195
1109,1596868980.543528,1596868980.543649,0.121593,-0.100253
1110,1596868980.643735,1596868980.643850,0.115156,-0.100207
1111,1596868980.743988,1596868980.744118,0.130415,-0.100253
1112,1596868980.844208,1596868980.844328,0.119686,-0.100221
1113,1596868980.944431,1596868980.944563,0.131369,-0.100223
1114,1596868981.044655,1596868981.044772,0.117302,-0.100224
1115,1596868981.144888,1596868981.145025,0.137568,-0.100233
1116,1596868981.245318,1596868981.245494,0.175714,-0.100431
1117,1596868981.345609,1596868981.345753,0.144243,-0.100291
1118,1596868981.445825,1596868981.445940,0.114918,-0.100216
1119,1596868981.546067,1596868981.546191,0.123739,-0.100242
1120,1596868981.646191,1596868981.646303,0.111580,-0.100124
1121,1596868981.746396,1596868981.746520,0.124216,-0.100204
1122,1596868981.846592,1596868981.846716,0.124693,-0.100196
1123,1596868981.946814,1596868981.946931,0.116825,-0.100223
1124,1596868982.046998,1596868982.047113,0.114918,-0.100184
1125,1596868982.147213,1596868982.147335,0.121117,-0.100215
1126,1596868982.247427,1596868982.247551,0.124216,-0.100213
1127,1596868982.347651,1596868982.347782,0.131607,-0.100224
1128,1596868982.447893,1596868982.448014,0.120163,-0.100243
1129,1596868982.548151,1596868982.548299,0.147820,-0.100257
1130,1596868982.648360,1596868982.648475,0.114202,-0.100210
1131,1596868982.748593,1596868982.748707,0.113964,-0.100233
1132,1596868982.848990,1596868982.849154,0.163317,-0.100397
1133,1596868982.949193,1596868982.949310,0.117302,-0.100202
1134,1596868983.049466,1596868983.049597,0.131130,-0.100273
1135,1596868983.149661,1596868983.149777,0.116110,-0.100195
1136,1596868983.249883,1596868983.250010,0.126839,-0.100222
1137,1596868983.350069,1596868983.350183,0.113964,-0.100186
1138,1596868983.450306,1596868983.450443,0.137329,-0.100237
1139,1596868983.550507,1596868983.550635,0.128269,-0.100201
1140,1596868983.650696,1596868983.650810,0.113964,-0.100189
1141,1596868983.750906,1596868983.751017,0.110626,-0.100210
1142,1596868983.851144,1596868983.851285,0.140667,-0.100238
1143,1596868983.951341,1596868983.951471,0.130653,-0.100197
1144,1596868984.051606,1596868984.051753,0.146151,-0.100266
1145,1596868984.151791,1596868984.151909,0.118017,-0.100184
1146,1596868984.251997,1596868984.252109,0.111818,-0.100207
1147,1596868984.352196,1596868984.352308,0.112295,-0.100198
1148,1596868984.452400,1596868984.452521,0.120878,-0.100204
1149,1596868984.552622,1596868984.552740,0.118494,-0.100222
1150,1596868984.652885,1596868984.653011,0.125408,-0.100263
1151,1596868984.753097,1596868984.753211,0.114202,-0.100211
1152,1596868984.853308,1596868984.853435,0.126600,-0.100211
1153,1596868984.953529,1596868984.953650,0.120640,-0.100221
1154,1596868985.053748,1596868985.053869,0.121593,-0.100219
1155,1596868985.153973,1596868985.154093,0.120163,-0.100225
1156,1596868985.254223,1596868985.254364,0.140667,-0.100250
1157,1596868985.354410,1596868985.354525,0.114679,-0.100188
1158,1596868985.454645,1596868985.454765,0.119448,-0.100235
1159,1596868985.554872,1596868985.554992,0.120640,-0.100227
1160,1596868985.655093,1596868985.655214,0.120878,-0.100221
1161,1596868985.755298,1596868985.755412,0.114202,-0.100205
1162,1596868985.855529,1596868985.855658,0.129223,-0.100230
1163,1596868985.955791,1596868985.955929,0.138760,-0.100262
1164,1596868986.056024,1596868986.056138,0.114202,-0.100234
1165,1596868986.156248,1596868986.156369,0.121593,-0.100224
1166,1596868986.256489,1596868986.256608,0.119209,-0.100241
1167,1596868986.356694,1596868986.356817,0.122070,-0.100205
1168,1596868986.456929,1596868986.457056,0.126362,-0.100235
1169,1596868986.557149,1596868986.557275,0.125885,-0.100220
1170,1596868986.657437,1596868986.657573,0.136852,-0.100287
1171,1596868986.757654,1596868986.757774,0.120163,-0.100217
1172,1596868986.857870,1596868986.857997,0.126839,-0.100216
1173,1596868986.958075,1596868986.958190,0.114918,-0.100205
1174,1596868987.058303,1596868987.058422,0.119209,-0.100228
1175,1596868987.158530,1596868987.158649,0.119448,-0.100227
1176,1596868987.258756,1596868987.258876,0.119686,-0.100226
1177,1596868987.359018,1596868987.359130,0.111580,-0.100262
1178,1596868987.459199,1596868987.459315,0.115871,-0.100181
1179,1596868987.559488,1596868987.559614,0.125647,-0.100289
1180,1596868987.659669,1596868987.659785,0.115871,-0.100181
1181,1596868987.759883,1596868987.760026,0.142574,-0.100214
1182,1596868987.860106,1596868987.860227,0.121117,-0.100223
1183,1596868987.960270,1596868987.960394,0.123978,-0.100164
1184,1596868988.060549,1596868988.060696,0.147104,-0.100279
1185,1596868988.160753,1596868988.160868,0.115633,-0.100204
1186,1596868988.260957,1596868988.261070,0.113487,-0.100204
1187,1596868988.361171,1596868988.361290,0.118971,-0.100214
1188,1596868988.461383,1596868988.461505,0.121593,-0.100213
1189,1596868988.561616,1596868988.561732,0.116110,-0.100232
1190,1596868988.661830,1596868988.661939,0.109196,-0.100214
1191,1596868988.762091,1596868988.762226,0.134706,-0.100261
1192,1596868988.862315,1596868988.862450,0.135183,-0.100224
1193,1596868988.962538,1596868988.962671,0.133038,-0.100223
1194,1596868989.062771,1596868989.062899,0.128269,-0.100233
1195,1596868989.162986,1596868989.163120,0.134230,-0.100214
1196,1596868989.263211,1596868989.263358,0.147104,-0.100225
1197,1596868989.363452,1596868989.363590,0.137568,-0.100241
1198,1596868989.463663,1596868989.463784,0.120401,-0.100211
1199,1596868989.563879,1596868989.564005,0.125647,-0.100216
1200,1596868989.664085,1596868989.664204,0.118256,-0.100206
1201,1596868989.764327,1596868989.764465,0.137806,-0.100241
1202,1596868989.864538,1596868989.864657,0.118732,-0.100211
1203,1596868989.964792,1596868989.964927,0.135183,-0.100254
1204,1596868990.065088,1596868990.065209,0.120640,-0.100296
1205,1596868990.165317,1596868990.165438,0.121355,-0.100229
1206,1596868990.265525,1596868990.265647,0.122309,-0.100208
1207,1596868990.365764,1596868990.365887,0.122309,-0.100240
1208,1596868990.465988,1596868990.466106,0.118017,-0.100224
1209,1596868990.566243,1596868990.566381,0.138283,-0.100255
1210,1596868990.666454,1596868990.666581,0.126600,-0.100211
1211,1596868990.766685,1596868990.766821,0.135422,-0.100231
1212,1596868990.866917,1596868990.867043,0.126123,-0.100232
1213,1596868990.967125,1596868990.967259,0.133991,-0.100208
1214,1596868991.067355,1596868991.067483,0.128269,-0.100230
1215,1596868991.167574,1596868991.167698,0.123262,-0.100220
1216,1596868991.267817,1596868991.267952,0.135422,-0.100243
1217,1596868991.368043,1596868991.368170,0.126362,-0.100226
1218,1596868991.468266,1596868991.468386,0.120401,-0.100222
1219,1596868991.568540,1596868991.568664,0.123978,-0.100274
1220,1596868991.668756,1596868991.668875,0.118971,-0.100216
1221,1596868991.768972,1596868991.769085,0.113249,-0.100216
1222,1596868991.869256,1596868991.869432,0.176191,-0.100284
1223,1596868991.969639,1596868991.969769,0.129938,-0.100383
1224,1596868992.069848,1596868992.069966,0.117779,-0.100209
1225,1596868992.170047,1596868992.170165,0.117779,-0.100199
1226,1596868992.270241,1596868992.270365,0.124693,-0.100194
1227,1596868992.370445,1596868992.370567,0.121593,-0.100205
1228,1596868992.470708,1596868992.470836,0.127554,-0.100263
1229,1596868992.570898,1596868992.571007,0.109673,-0.100189
1230,1596868992.671097,1596868992.671215,0.118732,-0.100199
1231,1596868992.771301,1596868992.771417,0.116587,-0.100204
1232,1596868992.871515,1596868992.871645,0.130177,-0.100214
1233,1596868992.971735,1596868992.971869,0.133514,-0.100220
1234,1596868993.071954,1596868993.072078,0.123024,-0.100219
1235,1596868993.172150,1596868993.172269,0.118971,-0.100195
1236,1596868993.272322,1596868993.272439,0.117540,-0.100172
1237,1596868993.372496,1596868993.372606,0.109673,-0.100174
1238,1596868993.472679,1596868993.472788,0.108719,-0.100183
1239,1596868993.572863,1596868993.572974,0.111341,-0.100184
1240,1596868993.673052,1596868993.673165,0.112772,-0.100189
1241,1596868993.773242,1596868993.773366,0.123978,-0.100190
1242,1596868993.873454,1596868993.873575,0.120640,-0.100212
1243,1596868993.973630,1596868993.973741,0.111341,-0.100176
1244,1596868994.073835,1596868994.073960,0.124693,-0.100205
1245,1596868994.174024,1596868994.174132,0.108004,-0.100189
1246,1596868994.274253,1596868994.274381,0.127792,-0.100230
1247,1596868994.374440,1596868994.374552,0.111341,-0.100187
1248,1596868994.474668,1596868994.474799,0.131369,-0.100227
1249,1596868994.574887,1596868994.575009,0.122309,-0.100219
1250,1596868994.675105,1596868994.675232,0.127792,-0.100218
1251,1596868994.775308,1596868994.775424,0.116110,-0.100204
1252,1596868994.875515,1596868994.875640,0.125170,-0.100207
1253,1596868994.975743,1596868994.975857,0.113726,-0.100228
1254,1596868995.075955,1596868995.076075,0.120640,-0.100212
1255,1596868995.176158,1596868995.176273,0.114918,-0.100203
1256,1596868995.276359,1596868995.276474,0.114441,-0.100201
1257,1596868995.376573,1596868995.376691,0.117540,-0.100214
1258,1596868995.476782,1596868995.476904,0.122786,-0.100208
1259,1596868995.576972,1596868995.577096,0.124454,-0.100190
1260,1596868995.677174,1596868995.677289,0.115633,-0.100202
1261,1596868995.777387,1596868995.777510,0.123024,-0.100213
1262,1596868995.877625,1596868995.877747,0.122309,-0.100238
1263,1596868995.977844,1596868995.977961,0.117540,-0.100219
1264,1596868996.078133,1596868996.078273,0.140190,-0.100289
1265,1596868996.178355,1596868996.178476,0.120401,-0.100222
1266,1596868996.278582,1596868996.278712,0.129461,-0.100227
1267,1596868996.378864,1596868996.379005,0.140429,-0.100282
1268,1596868996.479069,1596868996.479192,0.122070,-0.100205
1269,1596868996.579280,1596868996.579432,0.152111,-0.100210
1270,1596868996.679564,1596868996.679693,0.128746,-0.100285
1271,1596868996.779800,1596868996.779913,0.113010,-0.100236
1272,1596868996.879990,1596868996.880108,0.118732,-0.100189
1273,1596868996.980198,1596868996.980329,0.131130,-0.100208
1274,1596868997.080386,1596868997.080500,0.113964,-0.100189
1275,1596868997.180655,1596868997.180796,0.141144,-0.100268
1276,1596868997.280852,1596868997.280973,0.121355,-0.100197
1277,1596868997.381053,1596868997.381178,0.124931,-0.100201
1278,1596868997.481297,1596868997.481432,0.134706,-0.100245
1279,1596868997.581514,1596868997.581640,0.126839,-0.100216
1280,1596868997.681758,1596868997.681896,0.138283,-0.100245
1281,1596868997.781996,1596868997.782123,0.127316,-0.100237
1282,1596868997.882235,1596868997.882372,0.137091,-0.100239
1283,1596868997.982454,1596868997.982594,0.140190,-0.100219
1284,1596868998.082654,1596868998.082778,0.123024,-0.100201
1285,1596868998.182880,1596868998.183010,0.129938,-0.100225
1286,1596868998.283090,1596868998.283212,0.122309,-0.100210
1287,1596868998.383339,1596868998.383486,0.147104,-0.100249
1288,1596868998.483617,1596868998.483770,0.153542,-0.100278
1289,1596868998.583836,1596868998.583959,0.122786,-0.100219
1290,1596868998.684074,1596868998.684201,0.127316,-0.100237
1291,1596868998.784306,1596868998.784443,0.137329,-0.100232
1292,1596868998.884517,1596868998.884645,0.128031,-0.100211
1293,1596868998.984733,1596868998.984870,0.136852,-0.100216
1294,1596868999.084981,1596868999.085114,0.133514,-0.100248
1295,1596868999.185189,1596868999.185314,0.124454,-0.100208
1296,1596868999.285407,1596868999.285528,0.121117,-0.100218
1297,1596868999.385625,1596868999.385754,0.128746,-0.100218
1298,1596868999.485895,1596868999.486031,0.135422,-0.100270
1299,1596868999.586114,1596868999.586247,0.133038,-0.100219
1300,1596868999.686344,1596868999.686481,0.136375,-0.100230
1301,1596868999.786569,1596868999.786702,0.133276,-0.100225
1302,1596868999.886811,1596868999.886944,0.133038,-0.100242
1303,1596868999.987058,1596868999.987189,0.130415,-0.100248
1304,1596869000.087289,1596869000.087422,0.132561,-0.100231
1305,1596869000.187526,1596869000.187659,0.133514,-0.100236
1306,1596869000.287740,1596869000.287886,0.146866,-0.100214
1307,1596869000.388006,1596869000.388146,0.140667,-0.100266
1308,1596869000.488221,1596869000.488357,0.136137,-0.100215
1309,1596869000.588457,1596869000.588593,0.135422,-0.100237
1310,1596869000.688820,1596869000.688969,0.149488,-0.100363
1311,1596869000.789048,1596869000.789172,0.123739,-0.100228
1312,1596869000.889258,1596869000.889391,0.133514,-0.100209
1313,1596869000.989541,1596869000.989657,0.116110,-0.100283
1314,1596869001.089776,1596869001.089901,0.125408,-0.100235
1315,1596869001.189985,1596869001.190104,0.118971,-0.100209
1316,1596869001.290224,1596869001.290364,0.140190,-0.100239
1317,1596869001.390434,1596869001.390554,0.119686,-0.100210
1318,1596869001.490639,1596869001.490757,0.117302,-0.100205
1319,1596869001.590841,1596869001.590958,0.117064,-0.100202
1320,1596869001.691088,1596869001.691211,0.123024,-0.100247
1321,1596869001.791289,1596869001.791413,0.123501,-0.100201
1322,1596869001.891520,1596869001.891642,0.121832,-0.100231
1323,1596869001.991788,1596869001.991926,0.138283,-0.100267
1324,1596869002.092003,1596869002.092131,0.128269,-0.100215
1325,1596869002.192221,1596869002.192342,0.120163,-0.100219
1326,1596869002.292440,1596869002.292567,0.127077,-0.100218
1327,1596869002.392684,1596869002.392822,0.137806,-0.100245
1328,1596869002.492980,1596869002.493144,0.164270,-0.100296
1329,1596869002.593160,1596869002.593276,0.116110,-0.100180
1330,1596869002.693414,1596869002.693547,0.132084,-0.100254
1331,1596869002.793635,1596869002.793757,0.121355,-0.100221
1332,1596869002.893854,1596869002.893982,0.128508,-0.100218
1333,1596869002.994076,1596869002.994195,0.118494,-0.100222
1334,1596869003.094387,1596869003.094511,0.124216,-0.100311
1335,1596869003.194618,1596869003.194737,0.119686,-0.100231
1336,1596869003.294825,1596869003.294955,0.129461,-0.100208
1337,1596869003.395075,1596869003.395212,0.137091,-0.100250
1338,1596869003.495289,1596869003.495404,0.115633,-0.100213
1339,1596869003.595514,1596869003.595642,0.128508,-0.100225
1340,1596869003.695783,1596869003.695906,0.123262,-0.100269
1341,1596869003.796035,1596869003.796170,0.135422,-0.100252
1342,1596869003.896254,1596869003.896393,0.138283,-0.100219
1343,1596869003.996477,1596869003.996601,0.123739,-0.100223
1344,1596869004.096765,1596869004.096900,0.135183,-0.100288
1345,1596869004.196994,1596869004.197150,0.156641,-0.100229
1346,1596869004.297209,1596869004.297339,0.130177,-0.100216
1347,1596869004.397418,1596869004.397535,0.116587,-0.100209
1348,1596869004.497660,1596869004.497784,0.123978,-0.100241
1349,1596869004.597954,1596869004.598109,0.154972,-0.100294
1350,1596869004.698202,1596869004.698328,0.126600,-0.100248
1351,1596869004.798467,1596869004.798600,0.132561,-0.100265
1352,1596869004.898764,1596869004.898903,0.138521,-0.100297
1353,1596869004.998971,1596869004.999091,0.120401,-0.100206
1354,1596869005.099196,1596869005.099324,0.127792,-0.100225
1355,1596869005.199469,1596869005.199611,0.142336,-0.100273
1356,1596869005.299673,1596869005.299797,0.123978,-0.100205
1357,1596869005.399879,1596869005.400009,0.130415,-0.100205
1358,1596869005.500167,1596869005.500323,0.155687,-0.100289
1359,1596869005.600366,1596869005.600491,0.125170,-0.100199
1360,1596869005.700581,1596869005.700709,0.128031,-0.100215
1361,1596869005.800789,1596869005.800912,0.123024,-0.100208
1362,1596869005.901011,1596869005.901149,0.137806,-0.100222
1363,1596869006.001264,1596869006.001410,0.146627,-0.100253
1364,1596869006.101461,1596869006.101576,0.114441,-0.100198
1365,1596869006.201658,1596869006.201769,0.111103,-0.100197
1366,1596869006.301908,1596869006.302052,0.143051,-0.100251
1367,1596869006.402101,1596869006.402212,0.110865,-0.100193
1368,1596869006.502315,1596869006.502435,0.120163,-0.100214
1369,1596869006.602543,1596869006.602679,0.135660,-0.100228
1370,1596869006.702788,1596869006.702915,0.127077,-0.100245
1371,1596869006.803006,1596869006.803127,0.120878,-0.100219
1372,1596869006.903242,1596869006.903367,0.124931,-0.100236
1373,1596869007.003508,1596869007.003653,0.144958,-0.100266
1374,1596869007.103757,1596869007.103904,0.147343,-0.100249
1375,1596869007.204007,1596869007.204144,0.136614,-0.100250
1376,1596869007.304228,1596869007.304367,0.138760,-0.100221
1377,1596869007.404490,1596869007.404624,0.133514,-0.100262
1378,1596869007.504710,1596869007.504831,0.120163,-0.100220
1379,1596869007.604949,1596869007.605082,0.132322,-0.100239
1380,1596869007.705175,1596869007.705300,0.125170,-0.100226
1381,1596869007.805394,1596869007.805510,0.116587,-0.100219
1382,1596869007.905606,1596869007.905720,0.113726,-0.100212
1383,1596869008.005851,1596869008.005988,0.137091,-0.100245
1384,1596869008.106060,1596869008.106182,0.121832,-0.100209
1385,1596869008.206280,1596869008.206401,0.120640,-0.100221
1386,1596869008.306497,1596869008.306610,0.112534,-0.100217
1387,1596869008.406743,1596869008.406878,0.135422,-0.100245
1388,1596869008.506934,1596869008.507049,0.115156,-0.100191
1389,1596869008.607146,1596869008.607264,0.118494,-0.100212
1390,1596869008.707389,1596869008.707532,0.143290,-0.100243
1391,1596869008.807605,1596869008.807724,0.118971,-0.100216
1392,1596869008.907813,1596869008.907937,0.123978,-0.100208
1393,1596869009.008049,1596869009.008195,0.145435,-0.100236
1394,1596869009.108244,1596869009.108353,0.108957,-0.100194
1395,1596869009.208460,1596869009.208593,0.133038,-0.100216
1396,1596869009.308656,1596869009.308775,0.118971,-0.100197
1397,1596869009.408921,1596869009.409058,0.137329,-0.100265
1398,1596869009.509108,1596869009.509217,0.109434,-0.100187
1399,1596869009.609330,1596869009.609483,0.153303,-0.100222
1400,1596869009.709560,1596869009.709674,0.114202,-0.100230
1401,1596869009.809925,1596869009.810097,0.171900,-0.100365
1402,1596869009.910126,1596869009.910249,0.122547,-0.100201
1403,1596869010.010344,1596869010.010466,0.122309,-0.100217
1404,1596869010.110552,1596869010.110666,0.113726,-0.100209
1405,1596869010.210757,1596869010.210887,0.129461,-0.100205
1406,1596869010.311084,1596869010.311319,0.235319,-0.100327
1407,1596869010.411269,1596869010.411384,0.114441,-0.100185
1408,1596869010.511492,1596869010.511629,0.137091,-0.100222
1409,1596869010.611693,1596869010.611815,0.121832,-0.100202
1410,1596869010.711957,1596869010.712093,0.135660,-0.100264
1411,1596869010.812124,1596869010.812228,0.104189,-0.100167
1412,1596869010.912349,1596869010.912465,0.116348,-0.100225
1413,1596869011.012569,1596869011.012686,0.116348,-0.100220
1414,1596869011.112780,1596869011.112907,0.127077,-0.100211
1415,1596869011.213035,1596869011.213171,0.136375,-0.100255
1416,1596869011.313235,1596869011.313353,0.118017,-0.100200
1417,1596869011.413458,1596869011.413578,0.119209,-0.100224
1418,1596869011.513664,1596869011.513779,0.115395,-0.100205
1419,1596869011.613895,1596869011.614017,0.122309,-0.100231
1420,1596869011.714134,1596869011.714269,0.134468,-0.100240
1421,1596869011.814359,1596869011.814474,0.115395,-0.100224
1422,1596869011.914571,1596869011.914694,0.123262,-0.100212
1423,1596869012.014782,1596869012.014903,0.120878,-0.100212
1424,1596869012.114992,1596869012.115110,0.118017,-0.100210
