Frame Capture Count,Start_Time(in sec),Stop_Time(in sec),Execution_Time(in msec),Jitter(in msec)
75,1596869484.136224,1596869484.136374,0.149727,-0.000264
76,1596869485.136492,1596869485.136647,0.154972,-0.000268
77,1596869486.136771,1596869486.136926,0.155210,-0.000280
78,1596869487.137063,1596869487.137221,0.158072,-0.000292
79,1596869488.137324,1596869488.137478,0.154257,-0.000261
80,1596869489.137592,1596869489.137748,0.156403,-0.000268
81,1596869490.137875,1596869490.138033,0.157833,-0.000283
82,1596869491.138145,1596869491.138306,0.160217,-0.000271
83,1596869492.138449,1596869492.138605,0.155687,-0.000304
84,1596869493.138722,1596869493.138881,0.159740,-0.000273
85,1596869494.138989,1596869494.139146,0.157118,-0.000267
86,1596869495.139265,1596869495.139460,0.194788,-0.000276
87,1596869496.139609,1596869496.139766,0.157356,-0.000344
88,1596869497.139868,1596869497.140017,0.149488,-0.000259
89,1596869498.140152,1596869498.140306,0.153780,-0.000284
90,1596869499.140427,1596869499.140580,0.153065,-0.000275
91,1596869500.140669,1596869500.140830,0.160456,-0.000242
92,1596869501.140944,1596869501.141098,0.153542,-0.000275
93,1596869502.141220,1596869502.141386,0.165701,-0.000276
94,1596869503.141480,1596869503.141635,0.154495,-0.000260
95,1596869504.141753,1596869504.141912,0.159264,-0.000273
96,1596869505.142014,1596869505.142168,0.154734,-0.000261
97,1596869506.142257,1596869506.142411,0.153542,-0.000244
98,1596869507.142531,1596869507.142687,0.155687,-0.000273
99,1596869508.142802,1596869508.142960,0.157833,-0.000271
100,1596869509.143071,1596869509.143225,0.154018,-0.000269
101,1596869510.143341,1596869510.143497,0.156641,-0.000270
102,1596869511.143609,1596869511.143762,0.152826,-0.000268
103,1596869512.143860,1596869512.144015,0.155210,-0.000251
104,1596869513.144137,1596869513.144299,0.161648,-0.000277
105,1596869514.144409,1596869514.144561,0.151634,-0.000272
106,1596869515.144677,1596869515.144833,0.156164,-0.000268
107,1596869516.144929,1596869516.145085,0.155210,-0.000253
108,1596869517.145174,1596869517.145324,0.149727,-0.000245
109,1596869518.145437,1596869518.145606,0.168324,-0.000263
110,1596869519.145705,1596869519.145859,0.154257,-0.000268
111,1596869520.145985,1596869520.146142,0.157356,-0.000280
112,1596869521.146257,1596869521.146415,0.157118,-0.000273
113,1596869522.146497,1596869522.146656,0.158548,-0.000240
114,1596869523.146776,1596869523.146937,0.160933,-0.000279
115,1596869524.147011,1596869524.147167,0.156164,-0.000235
116,1596869525.147266,1596869525.147421,0.155449,-0.000255
117,1596869526.147525,1596869526.147681,0.156641,-0.000259
118,1596869527.147788,1596869527.147943,0.154495,-0.000263
119,1596869528.148051,1596869528.148206,0.154972,-0.000263
120,1596869529.148326,1596869529.148480,0.154257,-0.000275
121,1596869530.148576,1596869530.148727,0.150919,-0.000250
122,1596869531.148841,1596869531.148993,0.152111,-0.000265
123,1596869532.149112,1596869532.149266,0.154257,-0.000271
124,1596869533.149433,1596869533.149583,0.149965,-0.000322
125,1596869534.149694,1596869534.149849,0.155687,-0.000260
126,1596869535.149982,1596869535.150147,0.164747,-0.000288
127,1596869536.150223,1596869536.150387,0.163555,-0.000242
128,1596869537.150490,1596869537.150653,0.162363,-0.000267
129,1596869538.150766,1596869538.150929,0.162363,-0.000276
130,1596869539.151008,1596869539.151162,0.154495,-0.000242
131,1596869540.151283,1596869540.151439,0.156164,-0.000275
132,1596869541.151566,1596869541.151723,0.157118,-0.000283
133,1596869542.151809,1596869542.151964,0.154734,-0.000243
134,1596869543.152058,1596869543.152224,0.165939,-0.000249
135,1596869544.152341,1596869544.152498,0.157118,-0.000283
136,1596869545.152583,1596869545.152746,0.162601,-0.000242
137,1596869546.152830,1596869546.152987,0.157118,-0.000247
138,1596869547.153109,1596869547.153268,0.159025,-0.000278
139,1596869548.153368,1596869548.153532,0.164509,-0.000259
140,1596869549.153630,1596869549.153788,0.157833,-0.000262
141,1596869550.153913,1596869550.154075,0.161409,-0.000283
142,1596869551.154199,1596869551.154357,0.158548,-0.000286
143,1596869552.154472,1596869552.154634,0.161171,-0.000273
144,1596869553.154753,1596869553.154914,0.161648,-0.000280
145,1596869554.155029,1596869554.155197,0.167608,-0.000277
146,1596869555.155294,1596869555.155450,0.155926,-0.000264
147,1596869556.155563,1596869556.155727,0.164747,-0.000269
148,1596869557.155827,1596869557.155983,0.156164,-0.000265
149,1596869558.156057,1596869558.156214,0.156164,-0.000230
150,1596869559.156334,1596869559.156495,0.161648,-0.000276
151,1596869560.156579,1596869560.156734,0.155210,-0.000245
152,1596869561.156833,1596869561.156990,0.157118,-0.000254
153,1596869562.157098,1596869562.157260,0.162125,-0.000266
154,1596869563.157343,1596869563.157495,0.152349,-0.000244
155,1596869564.157593,1596869564.157741,0.148773,-0.000250
156,1596869565.157861,1596869565.158020,0.158787,-0.000269
157,1596869566.158108,1596869566.158265,0.157118,-0.000246
158,1596869567.158359,1596869567.158516,0.156879,-0.000251
159,1596869568.158642,1596869568.158804,0.162125,-0.000283
160,1596869569.158928,1596869569.159085,0.156879,-0.000286
161,1596869570.159200,1596869570.159393,0.192881,-0.000273
162,1596869571.159525,1596869571.159675,0.149965,-0.000325
163,1596869572.159774,1596869572.159925,0.151873,-0.000249
164,1596869573.160086,1596869573.160259,0.172615,-0.000312
165,1596869574.160378,1596869574.160550,0.171661,-0.000293
166,1596869575.160645,1596869575.160810,0.164747,-0.000267
167,1596869576.160890,1596869576.161050,0.159979,-0.000244
168,1596869577.161208,1596869577.161390,0.181437,-0.000318
169,1596869578.161490,1596869578.161654,0.164747,-0.000282
170,1596869579.161763,1596869579.161923,0.159740,-0.000274
171,1596869580.162054,1596869580.162211,0.157356,-0.000290
172,1596869581.162317,1596869581.162471,0.154018,-0.000264
173,1596869582.162549,1596869582.162701,0.151396,-0.000232
174,1596869583.162827,1596869583.162985,0.157833,-0.000277
175,1596869584.163073,1596869584.163223,0.150442,-0.000246
176,1596869585.163335,1596869585.163490,0.154972,-0.000262
177,1596869586.163603,1596869586.163762,0.158787,-0.000268
178,1596869587.163864,1596869587.164011,0.147104,-0.000262
179,1596869588.164126,1596869588.164283,0.157356,-0.000261
180,1596869589.164391,1596869589.164550,0.158787,-0.000266
181,1596869590.164665,1596869590.164821,0.155926,-0.000274
182,1596869591.164952,1596869591.165112,0.159979,-0.000287
183,1596869592.165231,1596869592.165390,0.159264,-0.000279
184,1596869593.165502,1596869593.165661,0.159740,-0.000271
185,1596869594.165746,1596869594.165901,0.154734,-0.000244
186,1596869595.166028,1596869595.166190,0.162363,-0.000282
187,1596869596.166284,1596869596.166437,0.152588,-0.000257
188,1596869597.166531,1596869597.166688,0.157118,-0.000247
189,1596869598.166841,1596869598.167011,0.169992,-0.000310
190,1596869599.167110,1596869599.167273,0.162363,-0.000270
191,1596869600.167363,1596869600.167523,0.160456,-0.000252
192,1596869601.167708,1596869601.167888,0.180244,-0.000345
193,1596869602.167981,1596869602.168139,0.157833,-0.000273
194,1596869603.168228,1596869603.168382,0.154257,-0.000247
195,1596869604.168504,1596869604.168661,0.156641,-0.000276
196,1596869605.168762,1596869605.168914,0.152588,-0.000257
197,1596869606.169019,1596869606.169171,0.152349,-0.000257
198,1596869607.169296,1596869607.169488,0.192165,-0.000277
199,1596869608.169605,1596869608.169762,0.157356,-0.000309
200,1596869609.169878,1596869609.170036,0.158072,-0.000273
201,1596869610.170141,1596869610.170296,0.155210,-0.000263
202,1596869611.170410,1596869611.170564,0.153780,-0.000269
203,1596869612.170667,1596869612.170824,0.156403,-0.000257
204,1596869613.170938,1596869613.171093,0.155926,-0.000270
205,1596869614.171217,1596869614.171371,0.154495,-0.000279
206,1596869615.171488,1596869615.171647,0.158787,-0.000271
207,1596869616.171757,1596869616.171919,0.161648,-0.000269
208,1596869617.172033,1596869617.172191,0.158548,-0.000276
209,1596869618.172293,1596869618.172449,0.156403,-0.000260
210,1596869619.172584,1596869619.172745,0.161171,-0.000291
211,1596869620.172864,1596869620.173020,0.156164,-0.000280
212,1596869621.173132,1596869621.173291,0.159502,-0.000268
213,1596869622.173397,1596869622.173546,0.149012,-0.000265
214,1596869623.173667,1596869623.173819,0.151873,-0.000270
215,1596869624.173933,1596869624.174085,0.151873,-0.000266
216,1596869625.174190,1596869625.174349,0.158787,-0.000257
217,1596869626.174466,1596869626.174620,0.154018,-0.000276
218,1596869627.174715,1596869627.174874,0.158787,-0.000249
219,1596869628.174973,1596869628.175137,0.163555,-0.000258
220,1596869629.175264,1596869629.175432,0.168562,-0.000291
221,1596869630.175550,1596869630.175705,0.155687,-0.000286
222,1596869631.175804,1596869631.175964,0.159979,-0.000254
223,1596869632.176112,1596869632.176286,0.174522,-0.000308
224,1596869633.176385,1596869633.176556,0.171185,-0.000273
225,1596869634.176666,1596869634.176831,0.165462,-0.000281
226,1596869635.176936,1596869635.177100,0.164032,-0.000271
227,1596869636.177202,1596869636.177362,0.159502,-0.000266
228,1596869637.177438,1596869637.177592,0.153303,-0.000236
229,1596869638.177719,1596869638.177875,0.156164,-0.000280
230,1596869639.177965,1596869639.178119,0.154257,-0.000246
231,1596869640.178233,1596869640.178390,0.157118,-0.000268
232,1596869641.178487,1596869641.178650,0.163317,-0.000254
233,1596869642.178755,1596869642.178915,0.160217,-0.000268
234,1596869643.179022,1596869643.179186,0.163794,-0.000267
235,1596869644.179307,1596869644.179515,0.207663,-0.000285
236,1596869645.179596,1596869645.179754,0.158072,-0.000289
237,1596869646.179861,1596869646.180022,0.161409,-0.000264
238,1596869647.180125,1596869647.180285,0.160217,-0.000264
239,1596869648.180366,1596869648.180526,0.159979,-0.000242
240,1596869649.180628,1596869649.180784,0.156164,-0.000261
241,1596869650.180903,1596869650.181060,0.156641,-0.000275
242,1596869651.181163,1596869651.181320,0.156403,-0.000260
243,1596869652.181413,1596869652.181564,0.150919,-0.000250
244,1596869653.181683,1596869653.181841,0.158548,-0.000270
245,1596869654.181950,1596869654.182106,0.155449,-0.000268
246,1596869655.182201,1596869655.182348,0.147104,-0.000251
247,1596869656.182476,1596869656.182635,0.158548,-0.000275
248,1596869657.182718,1596869657.182870,0.151396,-0.000242
249,1596869658.182977,1596869658.183134,0.156403,-0.000259
250,1596869659.183246,1596869659.183399,0.153065,-0.000269
251,1596869660.183536,1596869660.183699,0.163555,-0.000290
252,1596869661.183810,1596869661.183968,0.157356,-0.000274
253,1596869662.184082,1596869662.184238,0.156403,-0.000272
254,1596869663.184356,1596869663.184513,0.157118,-0.000274
255,1596869664.184619,1596869664.184775,0.156164,-0.000263
256,1596869665.184880,1596869665.185042,0.162125,-0.000261
257,1596869666.185154,1596869666.185310,0.155687,-0.000274
258,1596869667.185416,1596869667.185577,0.160933,-0.000262
259,1596869668.185688,1596869668.185845,0.156879,-0.000272
260,1596869669.185932,1596869669.186087,0.155449,-0.000243
261,1596869670.186211,1596869670.186372,0.161171,-0.000279
262,1596869671.186487,1596869671.186645,0.157833,-0.000276
263,1596869672.186749,1596869672.186899,0.149727,-0.000262
264,1596869673.186994,1596869673.187146,0.152826,-0.000244
265,1596869674.187274,1596869674.187428,0.154734,-0.000280
266,1596869675.187525,1596869675.187682,0.157356,-0.000252
267,1596869676.187778,1596869676.187933,0.154972,-0.000253
268,1596869677.188054,1596869677.188212,0.157595,-0.000276
269,1596869678.188318,1596869678.188471,0.153303,-0.000264
270,1596869679.188570,1596869679.188722,0.151157,-0.000253
271,1596869680.188861,1596869680.189024,0.163317,-0.000290
272,1596869681.189121,1596869681.189286,0.164747,-0.000260
273,1596869682.189415,1596869682.189566,0.151157,-0.000294
274,1596869683.189690,1596869683.189844,0.153780,-0.000275
275,1596869684.189958,1596869684.190107,0.148773,-0.000268
276,1596869685.190239,1596869685.190400,0.160456,-0.000282
277,1596869686.190493,1596869686.190649,0.155926,-0.000254
278,1596869687.190735,1596869687.190888,0.153303,-0.000242
279,1596869688.191014,1596869688.191168,0.154257,-0.000279
280,1596869689.191279,1596869689.191442,0.162840,-0.000265
281,1596869690.191551,1596869690.191709,0.158072,-0.000272
282,1596869691.191795,1596869691.191952,0.156879,-0.000244
283,1596869692.192075,1596869692.192232,0.157595,-0.000280
284,1596869693.192341,1596869693.192496,0.154257,-0.000267
285,1596869694.192604,1596869694.192764,0.159979,-0.000262
286,1596869695.192890,1596869695.193057,0.166655,-0.000286
287,1596869696.193162,1596869696.193320,0.157833,-0.000273
288,1596869697.193447,1596869697.193610,0.163078,-0.000285
289,1596869698.193761,1596869698.193920,0.159264,-0.000314
290,1596869699.194035,1596869699.194197,0.162125,-0.000274
291,1596869700.194299,1596869700.194458,0.159979,-0.000263
292,1596869701.194618,1596869701.194787,0.168562,-0.000319
293,1596869702.194883,1596869702.195041,0.158548,-0.000265
294,1596869703.195154,1596869703.195313,0.158310,-0.000272
295,1596869704.195539,1596869704.195735,0.196934,-0.000384
296,1596869705.195812,1596869705.195962,0.150681,-0.000273
297,1596869706.196067,1596869706.196227,0.159740,-0.000256
298,1596869707.196384,1596869707.196560,0.176191,-0.000316
299,1596869708.196632,1596869708.196801,0.169277,-0.000248
300,1596869709.196909,1596869709.197068,0.158310,-0.000278
301,1596869710.197151,1596869710.197299,0.148773,-0.000241
302,1596869711.197465,1596869711.197642,0.177145,-0.000314
303,1596869712.197725,1596869712.197883,0.158548,-0.000260
304,1596869713.197966,1596869713.198122,0.156164,-0.000241
305,1596869714.198223,1596869714.198380,0.157118,-0.000258
306,1596869715.198491,1596869715.198648,0.156641,-0.000268
307,1596869716.198759,1596869716.198918,0.158548,-0.000268
308,1596869717.199031,1596869717.199186,0.154734,-0.000272
309,1596869718.199290,1596869718.199514,0.224113,-0.000258
310,1596869719.199575,1596869719.199731,0.156641,-0.000285
311,1596869720.199858,1596869720.200022,0.163794,-0.000283
312,1596869721.200116,1596869721.200267,0.151157,-0.000258
313,1596869722.200361,1596869722.200515,0.154018,-0.000244
314,1596869723.200638,1596869723.200799,0.161171,-0.000278
315,1596869724.200899,1596869724.201057,0.157833,-0.000261
316,1596869725.201156,1596869725.201313,0.157118,-0.000257
317,1596869726.201425,1596869726.201579,0.154018,-0.000269
318,1596869727.201680,1596869727.201831,0.150919,-0.000255
319,1596869728.201925,1596869728.202078,0.153303,-0.000245
320,1596869729.202198,1596869729.202357,0.158787,-0.000273
321,1596869730.202460,1596869730.202612,0.151396,-0.000262
322,1596869731.202700,1596869731.202848,0.148535,-0.000240
323,1596869732.202973,1596869732.203134,0.160456,-0.000273
324,1596869733.203235,1596869733.203390,0.154972,-0.000262
325,1596869734.203476,1596869734.203636,0.159740,-0.000241
326,1596869735.203752,1596869735.203910,0.158072,-0.000275
327,1596869736.204020,1596869736.204175,0.154972,-0.000269
328,1596869737.204275,1596869737.204435,0.160694,-0.000254
329,1596869738.204585,1596869738.204737,0.152111,-0.000311
330,1596869739.204935,1596869739.205105,0.170231,-0.000350
331,1596869740.205192,1596869740.205346,0.154257,-0.000257
332,1596869741.205468,1596869741.205622,0.153542,-0.000276
333,1596869742.205733,1596869742.205890,0.156879,-0.000265
334,1596869743.206001,1596869743.206158,0.156879,-0.000268
335,1596869744.206259,1596869744.206423,0.163794,-0.000258
336,1596869745.206510,1596869745.206658,0.147820,-0.000251
337,1596869746.206756,1596869746.206906,0.150204,-0.000245
338,1596869747.207019,1596869747.207178,0.158787,-0.000263
339,1596869748.207258,1596869748.207416,0.157833,-0.000239
340,1596869749.207523,1596869749.207690,0.166893,-0.000265
341,1596869750.207815,1596869750.207978,0.162601,-0.000293
342,1596869751.208074,1596869751.208228,0.154257,-0.000258
343,1596869752.208336,1596869752.208494,0.158072,-0.000262
344,1596869753.208602,1596869753.208757,0.154972,-0.000267
345,1596869754.208859,1596869754.209014,0.155687,-0.000256
346,1596869755.209126,1596869755.209281,0.155449,-0.000267
347,1596869756.209452,1596869756.209613,0.160694,-0.000326
348,1596869757.209731,1596869757.209887,0.155926,-0.000279
349,1596869758.209967,1596869758.210118,0.150919,-0.000237
350,1596869759.210258,1596869759.210416,0.157595,-0.000291
351,1596869760.210521,1596869760.210686,0.164986,-0.000263
352,1596869761.210781,1596869761.210934,0.153303,-0.000259
353,1596869762.211080,1596869762.211241,0.160456,-0.000299
354,1596869763.211347,1596869763.211501,0.154018,-0.000267
355,1596869764.211599,1596869764.211757,0.157595,-0.000252
356,1596869765.211877,1596869765.212039,0.162363,-0.000278
357,1596869766.212149,1596869766.212308,0.159740,-0.000272
358,1596869767.212417,1596869767.212571,0.154018,-0.000268
359,1596869768.212684,1596869768.212842,0.158310,-0.000268
360,1596869769.212960,1596869769.213115,0.155210,-0.000275
361,1596869770.213208,1596869770.213368,0.159740,-0.000249
362,1596869771.213491,1596869771.213648,0.156879,-0.000282
363,1596869772.213758,1596869772.213917,0.159264,-0.000267
364,1596869773.214008,1596869773.214168,0.160217,-0.000250
365,1596869774.214296,1596869774.214453,0.157118,-0.000288
366,1596869775.214546,1596869775.214703,0.156641,-0.000250
367,1596869776.214799,1596869776.214957,0.157356,-0.000253
368,1596869777.215084,1596869777.215246,0.162840,-0.000284
369,1596869778.215332,1596869778.215486,0.153542,-0.000248
370,1596869779.215603,1596869779.215760,0.157595,-0.000271
371,1596869780.215885,1596869780.216051,0.165701,-0.000282
372,1596869781.216136,1596869781.216293,0.157595,-0.000251
373,1596869782.216385,1596869782.216542,0.157356,-0.000249
374,1596869783.216657,1596869783.216812,0.154972,-0.000273
375,1596869784.216824,1596869784.216931,0.107288,-0.000166
376,1596869785.217099,1596869785.217262,0.162363,-0.000276
377,1596869786.217372,1596869786.217530,0.158548,-0.000272
378,1596869787.217631,1596869787.217780,0.149250,-0.000259
379,1596869788.217879,1596869788.218032,0.153065,-0.000248
380,1596869789.218145,1596869789.218301,0.155926,-0.000266
381,1596869790.218420,1596869790.218579,0.159025,-0.000274
382,1596869791.218673,1596869791.218832,0.158310,-0.000254
383,1596869792.219020,1596869792.219192,0.172138,-0.000347
384,1596869793.219285,1596869793.219495,0.209808,-0.000265
385,1596869794.219587,1596869794.219737,0.149727,-0.000302
386,1596869795.219922,1596869795.220098,0.176191,-0.000335
387,1596869796.220186,1596869796.220345,0.159025,-0.000264
388,1596869797.220433,1596869797.220588,0.155449,-0.000247
389,1596869798.220737,1596869798.220906,0.168800,-0.000304
390,1596869799.220996,1596869799.221162,0.165939,-0.000259
391,1596869800.221294,1596869800.221457,0.163078,-0.000298
392,1596869801.221556,1596869801.221720,0.164032,-0.000262
393,1596869802.221834,1596869802.221995,0.161171,-0.000277
394,1596869803.222092,1596869803.222245,0.152826,-0.000258
395,1596869804.222346,1596869804.222497,0.150681,-0.000254
396,1596869805.222614,1596869805.222776,0.162363,-0.000268
397,1596869806.222872,1596869806.223021,0.148296,-0.000259
398,1596869807.223105,1596869807.223253,0.148296,-0.000233
399,1596869808.223372,1596869808.223531,0.159025,-0.000267
400,1596869809.223637,1596869809.223791,0.153542,-0.000265
401,1596869810.223910,1596869810.224071,0.160694,-0.000273
402,1596869811.224174,1596869811.224332,0.158787,-0.000263
403,1596869812.224418,1596869812.224565,0.146627,-0.000245
404,1596869813.224663,1596869813.224809,0.145435,-0.000245
405,1596869814.224950,1596869814.225112,0.162601,-0.000286
406,1596869815.225231,1596869815.225390,0.158787,-0.000281
407,1596869816.225477,1596869816.225635,0.157833,-0.000246
408,1596869817.225756,1596869817.225915,0.159264,-0.000279
409,1596869818.226027,1596869818.226183,0.156641,-0.000271
410,1596869819.226284,1596869819.226435,0.150442,-0.000258
411,1596869820.226571,1596869820.226733,0.161648,-0.000287
412,1596869821.226832,1596869821.226992,0.159979,-0.000261
413,1596869822.227113,1596869822.227272,0.159740,-0.000280
414,1596869823.227402,1596869823.227569,0.166655,-0.000290
415,1596869824.227637,1596869824.227787,0.149965,-0.000234
416,1596869825.227895,1596869825.228053,0.158072,-0.000258
417,1596869826.228155,1596869826.228311,0.155926,-0.000260
418,1596869827.228391,1596869827.228544,0.152826,-0.000236
419,1596869828.228680,1596869828.228842,0.161648,-0.000289
420,1596869829.228963,1596869829.229123,0.160456,-0.000283
421,1596869830.229202,1596869830.229392,0.190258,-0.000239
422,1596869831.229521,1596869831.229674,0.152349,-0.000320
423,1596869832.229813,1596869832.229977,0.164509,-0.000292
424,1596869833.230090,1596869833.230243,0.153065,-0.000278
425,1596869834.230340,1596869834.230491,0.151157,-0.000249
426,1596869835.230616,1596869835.230776,0.159740,-0.000276
427,1596869836.230886,1596869836.231047,0.160217,-0.000270
428,1596869837.231124,1596869837.231280,0.155449,-0.000238
429,1596869838.231398,1596869838.231563,0.164747,-0.000274
430,1596869839.231636,1596869839.231791,0.154972,-0.000237
431,1596869840.231901,1596869840.232054,0.152826,-0.000265
432,1596869841.232182,1596869841.232342,0.159979,-0.000280
433,1596869842.232434,1596869842.232585,0.151634,-0.000252
434,1596869843.232703,1596869843.232861,0.158072,-0.000269
435,1596869844.232980,1596869844.233137,0.157356,-0.000277
436,1596869845.233244,1596869845.233395,0.151157,-0.000264
437,1596869846.233515,1596869846.233666,0.151873,-0.000271
438,1596869847.233784,1596869847.233939,0.154972,-0.000270
439,1596869848.234037,1596869848.234188,0.150919,-0.000253
440,1596869849.234313,1596869849.234469,0.155687,-0.000276
441,1596869850.234598,1596869850.234756,0.158072,-0.000285
442,1596869851.234859,1596869851.235015,0.156641,-0.000261
443,1596869852.235093,1596869852.235243,0.150442,-0.000234
444,1596869853.235363,1596869853.235522,0.159740,-0.000270
445,1596869854.235619,1596869854.235778,0.159264,-0.000256
446,1596869855.235906,1596869855.236066,0.159740,-0.000287
447,1596869856.236180,1596869856.236335,0.154972,-0.000274
448,1596869857.236434,1596869857.236591,0.157833,-0.000254
449,1596869858.236683,1596869858.236838,0.155210,-0.000249
450,1596869859.236955,1596869859.237111,0.155926,-0.000272
451,1596869860.237227,1596869860.237388,0.161171,-0.000272
452,1596869861.237476,1596869861.237627,0.151396,-0.000249
453,1596869862.237760,1596869862.237916,0.155210,-0.000284
454,1596869863.238008,1596869863.238162,0.154257,-0.000248
455,1596869864.238276,1596869864.238434,0.157356,-0.000268
456,1596869865.238567,1596869865.238729,0.162601,-0.000290
457,1596869866.238840,1596869866.238993,0.153065,-0.000273
458,1596869867.239083,1596869867.239249,0.166416,-0.000243
459,1596869868.239398,1596869868.239567,0.169277,-0.000315
460,1596869869.239643,1596869869.239793,0.149965,-0.000245
461,1596869870.239915,1596869870.240082,0.166655,-0.000273
462,1596869871.240205,1596869871.240369,0.164032,-0.000289
463,1596869872.240455,1596869872.240614,0.158787,-0.000250
464,1596869873.240697,1596869873.240853,0.155687,-0.000242
465,1596869874.240981,1596869874.241142,0.160933,-0.000284
466,1596869875.241271,1596869875.241445,0.173807,-0.000290
467,1596869876.241527,1596869876.241677,0.149488,-0.000257
468,1596869877.241811,1596869877.241973,0.161886,-0.000284
469,1596869878.242043,1596869878.242193,0.149488,-0.000232
470,1596869879.242300,1596869879.242448,0.148296,-0.000257
471,1596869880.242587,1596869880.242747,0.159740,-0.000287
472,1596869881.242855,1596869881.243011,0.155449,-0.000268
473,1596869882.243091,1596869882.243235,0.144243,-0.000236
474,1596869883.243369,1596869883.243526,0.157118,-0.000278
475,1596869884.243640,1596869884.243796,0.156403,-0.000271
476,1596869885.243908,1596869885.244072,0.163555,-0.000268
477,1596869886.244177,1596869886.244330,0.153303,-0.000269
478,1596869887.244438,1596869887.244592,0.154257,-0.000261
479,1596869888.244689,1596869888.244850,0.161648,-0.000251
