Frame Capture Count,Start_Time(in sec),Stop_Time(in sec),Execution_Time(in msec),Jitter(in msec)
480,1596869889.244965,1596869889.245121,0.155926,-0.000277
481,1596869890.245250,1596869890.245404,0.153780,-0.000284
482,1596869891.245519,1596869891.245676,0.157118,-0.000269
483,1596869892.245787,1596869892.245945,0.158548,-0.000268
484,1596869893.246062,1596869893.246219,0.156879,-0.000275
485,1596869894.246310,1596869894.246466,0.155449,-0.000248
486,1596869895.246629,1596869895.246802,0.172377,-0.000319
487,1596869896.246887,1596869896.247043,0.155449,-0.000258
488,1596869897.247129,1596869897.247289,0.159979,-0.000242
489,1596869898.247447,1596869898.247617,0.170946,-0.000317
490,1596869899.247695,1596869899.247854,0.159025,-0.000249
491,1596869900.247996,1596869900.248164,0.167370,-0.000301
492,1596869901.248266,1596869901.248423,0.157833,-0.000269
493,1596869902.248537,1596869902.248692,0.154495,-0.000272
494,1596869903.248814,1596869903.248971,0.156879,-0.000277
495,1596869904.249087,1596869904.249244,0.157118,-0.000273
496,1596869905.249475,1596869905.249645,0.169992,-0.000389
497,1596869906.249739,1596869906.249899,0.159979,-0.000264
498,1596869907.249995,1596869907.250157,0.161886,-0.000256
499,1596869908.250242,1596869908.250397,0.154972,-0.000247
500,1596869909.250517,1596869909.250675,0.158548,-0.000275
501,1596869910.250753,1596869910.250906,0.153065,-0.000237
502,1596869911.251027,1596869911.251182,0.155687,-0.000273
503,1596869912.251271,1596869912.251425,0.154018,-0.000245
504,1596869913.251554,1596869913.251718,0.163794,-0.000283
505,1596869914.251827,1596869914.251988,0.160694,-0.000273
506,1596869915.252093,1596869915.252244,0.151634,-0.000266
507,1596869916.252376,1596869916.252536,0.159979,-0.000283
508,1596869917.252642,1596869917.252799,0.157356,-0.000266
509,1596869918.252912,1596869918.253070,0.157595,-0.000271
510,1596869919.253176,1596869919.253333,0.156641,-0.000264
511,1596869920.253441,1596869920.253595,0.154018,-0.000264
512,1596869921.253740,1596869921.253902,0.161648,-0.000299
513,1596869922.254001,1596869922.254154,0.153065,-0.000260
514,1596869923.254274,1596869923.254429,0.154495,-0.000274
515,1596869924.254539,1596869924.254693,0.153542,-0.000265
516,1596869925.254819,1596869925.254978,0.159502,-0.000280
517,1596869926.255116,1596869926.255281,0.164986,-0.000298
518,1596869927.255273,1596869927.255388,0.115156,-0.000157
519,1596869928.255522,1596869928.255687,0.165462,-0.000249
520,1596869929.255790,1596869929.255938,0.148058,-0.000268
521,1596869930.256020,1596869930.256166,0.146866,-0.000229
522,1596869931.256285,1596869931.256446,0.160694,-0.000266
523,1596869932.256549,1596869932.256703,0.154257,-0.000264
524,1596869933.256834,1596869933.256991,0.156403,-0.000285
525,1596869934.257111,1596869934.257267,0.155449,-0.000277
526,1596869935.257380,1596869935.257537,0.157118,-0.000269
527,1596869936.257625,1596869936.257779,0.154018,-0.000245
528,1596869937.257914,1596869937.258072,0.157356,-0.000290
529,1596869938.258205,1596869938.258361,0.155449,-0.000291
530,1596869939.258442,1596869939.258592,0.150442,-0.000237
531,1596869940.258730,1596869940.258885,0.155687,-0.000288
532,1596869941.259017,1596869941.259171,0.153065,-0.000288
533,1596869942.259275,1596869942.259501,0.225782,-0.000258
534,1596869943.259596,1596869943.259756,0.160217,-0.000321
535,1596869944.259870,1596869944.260019,0.149012,-0.000274
536,1596869945.260130,1596869945.260282,0.151396,-0.000260
537,1596869946.260388,1596869946.260549,0.160694,-0.000258
538,1596869947.260657,1596869947.260816,0.158548,-0.000269
539,1596869948.260904,1596869948.261054,0.150204,-0.000247
540,1596869949.261168,1596869949.261326,0.157833,-0.000264
541,1596869950.261441,1596869950.261601,0.160217,-0.000273
542,1596869951.261701,1596869951.261857,0.155926,-0.000260
543,1596869952.262000,1596869952.262163,0.163555,-0.000299
544,1596869953.262275,1596869953.262429,0.154018,-0.000276
545,1596869954.262537,1596869954.262688,0.151634,-0.000261
546,1596869955.262798,1596869955.262953,0.155449,-0.000261
547,1596869956.263061,1596869956.263216,0.154734,-0.000263
548,1596869957.263324,1596869957.263480,0.156403,-0.000263
549,1596869958.263587,1596869958.263742,0.154972,-0.000263
550,1596869959.263854,1596869959.264007,0.153065,-0.000266
551,1596869960.264126,1596869960.264280,0.154257,-0.000273
552,1596869961.264427,1596869961.264585,0.158787,-0.000301
553,1596869962.264699,1596869962.264852,0.152588,-0.000272
554,1596869963.264979,1596869963.265134,0.154972,-0.000280
555,1596869964.265241,1596869964.265396,0.155449,-0.000262
556,1596869965.265512,1596869965.265673,0.160933,-0.000271
557,1596869966.265804,1596869966.265964,0.160217,-0.000292
558,1596869967.266196,1596869967.266399,0.203609,-0.000392
559,1596869968.266463,1596869968.266618,0.154734,-0.000267
560,1596869969.266736,1596869969.266893,0.157356,-0.000273
561,1596869970.267051,1596869970.267223,0.171661,-0.000316
562,1596869971.267337,1596869971.267498,0.160694,-0.000286
563,1596869972.267603,1596869972.267758,0.154257,-0.000266
564,1596869973.267948,1596869973.268120,0.171900,-0.000345
565,1596869974.268281,1596869974.268451,0.170708,-0.000333
566,1596869975.268545,1596869975.268704,0.159264,-0.000264
567,1596869976.268803,1596869976.268960,0.156879,-0.000258
568,1596869977.269081,1596869977.269238,0.157356,-0.000278
569,1596869978.269423,1596869978.269578,0.154495,-0.000342
570,1596869979.269701,1596869979.269855,0.153780,-0.000278
571,1596869980.269972,1596869980.270127,0.154734,-0.000272
572,1596869981.270289,1596869981.270443,0.153780,-0.000317
573,1596869982.270539,1596869982.270689,0.150681,-0.000249
574,1596869983.270803,1596869983.270961,0.157356,-0.000265
575,1596869984.271078,1596869984.271233,0.154495,-0.000275
576,1596869985.271326,1596869985.271475,0.149488,-0.000248
577,1596869986.271628,1596869986.271795,0.167131,-0.000302
578,1596869987.271894,1596869987.272047,0.153065,-0.000266
579,1596869988.272165,1596869988.272323,0.157833,-0.000271
580,1596869989.272424,1596869989.272576,0.152349,-0.000259
581,1596869990.272686,1596869990.272846,0.159502,-0.000263
582,1596869991.272968,1596869991.273131,0.163078,-0.000281
583,1596869992.273247,1596869992.273406,0.158072,-0.000280
584,1596869993.273497,1596869993.273649,0.151873,-0.000250
585,1596869994.273778,1596869994.273932,0.153065,-0.000281
586,1596869995.274070,1596869995.274231,0.161648,-0.000291
587,1596869996.274330,1596869996.274485,0.155449,-0.000260
588,1596869997.274583,1596869997.274737,0.153303,-0.000254
589,1596869998.274966,1596869998.275154,0.187874,-0.000383
590,1596869999.275218,1596869999.275368,0.149965,-0.000252
591,1596870000.275472,1596870000.275621,0.149012,-0.000253
592,1596870001.275721,1596870001.275874,0.152588,-0.000249
593,1596870002.275980,1596870002.276131,0.151634,-0.000258
594,1596870003.276233,1596870003.276383,0.149727,-0.000254
595,1596870004.276462,1596870004.276604,0.141859,-0.000229
596,1596870005.276722,1596870005.276872,0.149488,-0.000260
597,1596870006.276992,1596870006.277157,0.164509,-0.000270
598,1596870007.277237,1596870007.277396,0.158787,-0.000245
599,1596870008.277490,1596870008.277637,0.147104,-0.000253
600,1596870009.277745,1596870009.277897,0.152111,-0.000254
601,1596870010.277978,1596870010.278132,0.153542,-0.000234
602,1596870011.278253,1596870011.278410,0.156641,-0.000275
603,1596870012.278500,1596870012.278651,0.151157,-0.000246
604,1596870013.278742,1596870013.278892,0.149727,-0.000242
605,1596870014.279003,1596870014.279154,0.150681,-0.000261
606,1596870015.279265,1596870015.279448,0.183105,-0.000262
607,1596870016.279594,1596870016.279747,0.152349,-0.000329
608,1596870017.279857,1596870017.280005,0.148535,-0.000262
609,1596870018.280112,1596870018.280259,0.147581,-0.000255
610,1596870019.280374,1596870019.280524,0.149727,-0.000262
611,1596870020.280644,1596870020.280794,0.150204,-0.000270
612,1596870021.280950,1596870021.281111,0.161409,-0.000305
613,1596870022.281205,1596870022.281359,0.154257,-0.000256
614,1596870023.281463,1596870023.281616,0.153303,-0.000258
615,1596870024.281702,1596870024.281847,0.145674,-0.000239
616,1596870025.281955,1596870025.282104,0.148296,-0.000254
617,1596870026.282230,1596870026.282384,0.154018,-0.000275
618,1596870027.282474,1596870027.282636,0.162363,-0.000243
619,1596870028.282703,1596870028.282852,0.148773,-0.000230
620,1596870029.282958,1596870029.283107,0.149488,-0.000254
621,1596870030.283192,1596870030.283340,0.147104,-0.000235
622,1596870031.283444,1596870031.283591,0.146627,-0.000252
623,1596870032.283699,1596870032.283854,0.154495,-0.000255
624,1596870033.283933,1596870033.284084,0.151396,-0.000233
625,1596870034.284201,1596870034.284352,0.150919,-0.000268
626,1596870035.284572,1596870035.284744,0.172377,-0.000371
627,1596870036.284817,1596870036.284964,0.146627,-0.000245
628,1596870037.285042,1596870037.285192,0.150204,-0.000225
629,1596870038.285312,1596870038.285467,0.154734,-0.000270
630,1596870039.285568,1596870039.285718,0.149965,-0.000256
631,1596870040.285816,1596870040.285966,0.149727,-0.000248
632,1596870041.286075,1596870041.286226,0.150919,-0.000259
633,1596870042.286319,1596870042.286473,0.154018,-0.000244
634,1596870043.286613,1596870043.286779,0.165939,-0.000294
635,1596870044.286873,1596870044.287025,0.152111,-0.000260
636,1596870045.287118,1596870045.287268,0.150204,-0.000246
637,1596870046.287371,1596870046.287518,0.146866,-0.000252
638,1596870047.287632,1596870047.287786,0.154495,-0.000261
639,1596870048.287925,1596870048.288093,0.167847,-0.000293
640,1596870049.288166,1596870049.288316,0.149727,-0.000241
641,1596870050.288441,1596870050.288591,0.149488,-0.000275
642,1596870051.288693,1596870051.288842,0.149012,-0.000252
643,1596870052.288947,1596870052.289100,0.153780,-0.000254
644,1596870053.289225,1596870053.289397,0.172615,-0.000278
645,1596870054.289503,1596870054.289650,0.147104,-0.000278
646,1596870055.289735,1596870055.289879,0.144243,-0.000232
647,1596870056.289989,1596870056.290140,0.151634,-0.000254
648,1596870057.290214,1596870057.290365,0.151873,-0.000225
649,1596870058.290465,1596870058.290614,0.148773,-0.000251
650,1596870059.290731,1596870059.290884,0.152349,-0.000267
651,1596870060.290990,1596870060.291140,0.149250,-0.000259
652,1596870061.291254,1596870061.291401,0.147343,-0.000264
653,1596870062.291508,1596870062.291656,0.148058,-0.000254
654,1596870063.291761,1596870063.291908,0.146389,-0.000253
655,1596870064.292018,1596870064.292168,0.149965,-0.000257
656,1596870065.292279,1596870065.292430,0.151157,-0.000261
657,1596870066.292505,1596870066.292652,0.147104,-0.000226
658,1596870067.292772,1596870067.292933,0.161648,-0.000267
659,1596870068.293034,1596870068.293188,0.153303,-0.000262
660,1596870069.293296,1596870069.293448,0.151873,-0.000262
661,1596870070.293561,1596870070.293713,0.152111,-0.000265
662,1596870071.293824,1596870071.293973,0.149012,-0.000263
663,1596870072.294071,1596870072.294223,0.151396,-0.000247
664,1596870073.294318,1596870073.294466,0.147820,-0.000247
665,1596870074.294580,1596870074.294731,0.151396,-0.000261
666,1596870075.294832,1596870075.294984,0.151396,-0.000253
667,1596870076.295080,1596870076.295227,0.147104,-0.000247
668,1596870077.295336,1596870077.295488,0.151873,-0.000256
669,1596870078.295599,1596870078.295758,0.159264,-0.000262
670,1596870079.295833,1596870079.295989,0.155926,-0.000234
671,1596870080.296101,1596870080.296260,0.158548,-0.000269
672,1596870081.296362,1596870081.296518,0.155926,-0.000261
673,1596870082.296626,1596870082.296781,0.154972,-0.000264
674,1596870083.296897,1596870083.297057,0.159979,-0.000271
675,1596870084.297154,1596870084.297304,0.149965,-0.000257
676,1596870085.297411,1596870085.297560,0.148773,-0.000257
677,1596870086.297669,1596870086.297821,0.151873,-0.000257
678,1596870087.297914,1596870087.298069,0.154734,-0.000245
679,1596870088.298149,1596870088.298296,0.146389,-0.000236
680,1596870089.298408,1596870089.298561,0.153303,-0.000258
681,1596870090.298661,1596870090.298811,0.149965,-0.000253
682,1596870091.298921,1596870091.299069,0.148296,-0.000260
683,1596870092.299229,1596870092.299446,0.216722,-0.000309
684,1596870093.299603,1596870093.299762,0.158548,-0.000374
685,1596870094.299862,1596870094.300012,0.149965,-0.000259
686,1596870095.300163,1596870095.300324,0.160694,-0.000301
687,1596870096.300410,1596870096.300557,0.146627,-0.000247
688,1596870097.300667,1596870097.300823,0.155926,-0.000257
689,1596870098.300968,1596870098.301127,0.159264,-0.000301
690,1596870099.301210,1596870099.301366,0.155926,-0.000242
691,1596870100.301472,1596870100.301623,0.150919,-0.000262
692,1596870101.301732,1596870101.301883,0.151396,-0.000260
693,1596870102.301979,1596870102.302133,0.153780,-0.000247
694,1596870103.302229,1596870103.302384,0.154972,-0.000250
695,1596870104.302487,1596870104.302638,0.150681,-0.000258
696,1596870105.302816,1596870105.302982,0.166178,-0.000329
697,1596870106.303047,1596870106.303192,0.144720,-0.000231
698,1596870107.303303,1596870107.303453,0.150442,-0.000256
699,1596870108.303557,1596870108.303709,0.152349,-0.000254
700,1596870109.303822,1596870109.303972,0.150442,-0.000265
701,1596870110.304074,1596870110.304224,0.149727,-0.000253
702,1596870111.304347,1596870111.304507,0.160217,-0.000273
703,1596870112.304573,1596870112.304718,0.145197,-0.000226
704,1596870113.304838,1596870113.304993,0.154972,-0.000265
705,1596870114.305082,1596870114.305237,0.154734,-0.000245
706,1596870115.305318,1596870115.305465,0.146627,-0.000236
707,1596870116.305572,1596870116.305721,0.148773,-0.000254
708,1596870117.305814,1596870117.305964,0.150204,-0.000242
709,1596870118.306065,1596870118.306213,0.148296,-0.000251
710,1596870119.306318,1596870119.306477,0.158310,-0.000254
711,1596870120.306594,1596870120.306753,0.158787,-0.000276
712,1596870121.306846,1596870121.306994,0.148058,-0.000252
713,1596870122.307100,1596870122.307259,0.159264,-0.000254
714,1596870123.307363,1596870123.307517,0.154495,-0.000263
715,1596870124.307600,1596870124.307753,0.153780,-0.000237
716,1596870125.307856,1596870125.308005,0.149488,-0.000256
717,1596870126.308104,1596870126.308258,0.153542,-0.000248
718,1596870127.308356,1596870127.308512,0.155687,-0.000252
719,1596870128.308608,1596870128.308758,0.150442,-0.000252
720,1596870129.308872,1596870129.309031,0.158310,-0.000264
721,1596870130.309120,1596870130.309270,0.150204,-0.000248
722,1596870131.309432,1596870131.309597,0.164986,-0.000312
723,1596870132.309683,1596870132.309839,0.156879,-0.000250
724,1596870133.309932,1596870133.310081,0.148535,-0.000249
725,1596870134.310178,1596870134.310331,0.152826,-0.000246
726,1596870135.310459,1596870135.310617,0.158548,-0.000281
727,1596870136.310713,1596870136.310863,0.150204,-0.000254
728,1596870137.310940,1596870137.311092,0.152588,-0.000227
729,1596870138.311199,1596870138.311351,0.152111,-0.000260
730,1596870139.311439,1596870139.311588,0.149488,-0.000239
731,1596870140.311687,1596870140.311842,0.154734,-0.000248
732,1596870141.311953,1596870141.312114,0.161409,-0.000266
733,1596870142.312199,1596870142.312355,0.156403,-0.000246
734,1596870143.312450,1596870143.312598,0.148535,-0.000251
735,1596870144.312694,1596870144.312855,0.160694,-0.000244
736,1596870145.312951,1596870145.313104,0.152826,-0.000257
737,1596870146.313192,1596870146.313343,0.150919,-0.000241
738,1596870147.313444,1596870147.313593,0.149250,-0.000252
739,1596870148.313711,1596870148.313860,0.149012,-0.000267
740,1596870149.313982,1596870149.314139,0.157833,-0.000271
741,1596870150.314247,1596870150.314402,0.155687,-0.000265
742,1596870151.314512,1596870151.314661,0.148773,-0.000265
743,1596870152.314746,1596870152.314901,0.155210,-0.000234
744,1596870153.315001,1596870153.315150,0.148773,-0.000255
745,1596870154.315251,1596870154.315399,0.148535,-0.000250
746,1596870155.315510,1596870155.315663,0.152826,-0.000259
747,1596870156.315769,1596870156.315921,0.151396,-0.000259
748,1596870157.316020,1596870157.316171,0.151396,-0.000250
749,1596870158.316241,1596870158.316393,0.152111,-0.000221
750,1596870159.316493,1596870159.316647,0.153542,-0.000252
751,1596870160.316743,1596870160.316897,0.154257,-0.000250
752,1596870161.317002,1596870161.317153,0.150919,-0.000259
753,1596870162.317271,1596870162.317434,0.162363,-0.000269
754,1596870163.317525,1596870163.317672,0.147104,-0.000254
755,1596870164.317769,1596870164.317919,0.149965,-0.000244
756,1596870165.318040,1596870165.318194,0.153303,-0.000272
757,1596870166.318304,1596870166.318458,0.154257,-0.000263
758,1596870167.318527,1596870167.318670,0.143051,-0.000223
759,1596870168.318797,1596870168.318947,0.149250,-0.000270
760,1596870169.319057,1596870169.319209,0.152349,-0.000259
761,1596870170.319320,1596870170.319516,0.195980,-0.000263
762,1596870171.319627,1596870171.319779,0.151634,-0.000308
763,1596870172.319885,1596870172.320038,0.152588,-0.000258
764,1596870173.320143,1596870173.320296,0.152588,-0.000258
765,1596870174.320397,1596870174.320549,0.151873,-0.000254
766,1596870175.320658,1596870175.320811,0.152826,-0.000261
767,1596870176.320939,1596870176.321091,0.151396,-0.000281
768,1596870177.321198,1596870177.321349,0.151873,-0.000258
769,1596870178.321431,1596870178.321580,0.148773,-0.000233
770,1596870179.321675,1596870179.321828,0.152826,-0.000244
771,1596870180.321939,1596870180.322093,0.154257,-0.000264
772,1596870181.322187,1596870181.322336,0.149250,-0.000249
773,1596870182.322417,1596870182.322564,0.147343,-0.000230
774,1596870183.322679,1596870183.322833,0.153780,-0.000262
775,1596870184.322942,1596870184.323094,0.151873,-0.000263
776,1596870185.323201,1596870185.323354,0.152588,-0.000259
777,1596870186.323461,1596870186.323611,0.150681,-0.000259
778,1596870187.323712,1596870187.323872,0.159264,-0.000252
779,1596870188.323972,1596870188.324124,0.151634,-0.000260
780,1596870189.324233,1596870189.324388,0.154734,-0.000261
781,1596870190.324489,1596870190.324641,0.151873,-0.000255
782,1596870191.324741,1596870191.324894,0.152588,-0.000252
783,1596870192.325084,1596870192.325247,0.162601,-0.000343
784,1596870193.325345,1596870193.325496,0.150681,-0.000261
785,1596870194.325595,1596870194.325747,0.151634,-0.000250
786,1596870195.325885,1596870195.326050,0.165701,-0.000289
787,1596870196.326142,1596870196.326290,0.148058,-0.000257
788,1596870197.326406,1596870197.326562,0.155449,-0.000264
789,1596870198.326662,1596870198.326810,0.148296,-0.000256
790,1596870199.326917,1596870199.327065,0.148058,-0.000255
791,1596870200.327168,1596870200.327317,0.148773,-0.000251
792,1596870201.327422,1596870201.327570,0.148535,-0.000254
793,1596870202.327663,1596870202.327809,0.145674,-0.000242
794,1596870203.327913,1596870203.328066,0.153065,-0.000250
795,1596870204.328168,1596870204.328325,0.156879,-0.000255
796,1596870205.328412,1596870205.328564,0.151634,-0.000244
797,1596870206.328664,1596870206.328817,0.152826,-0.000252
798,1596870207.328920,1596870207.329071,0.151634,-0.000256
799,1596870208.329180,1596870208.329335,0.154972,-0.000260
800,1596870209.329462,1596870209.329613,0.151396,-0.000282
801,1596870210.329772,1596870210.329924,0.151634,-0.000311
802,1596870211.330045,1596870211.330200,0.154495,-0.000273
803,1596870212.330308,1596870212.330460,0.152111,-0.000262
804,1596870213.330565,1596870213.330711,0.146151,-0.000257
805,1596870214.330798,1596870214.330946,0.148535,-0.000233
806,1596870215.331053,1596870215.331206,0.153065,-0.000255
807,1596870216.331316,1596870216.331465,0.148773,-0.000263
808,1596870217.331601,1596870217.331750,0.149250,-0.000285
809,1596870218.331844,1596870218.332001,0.157356,-0.000243
810,1596870219.332084,1596870219.332228,0.144243,-0.000240
811,1596870220.332340,1596870220.332489,0.149250,-0.000256
812,1596870221.332593,1596870221.332744,0.150919,-0.000253
813,1596870222.332854,1596870222.333005,0.150919,-0.000261
814,1596870223.333116,1596870223.333274,0.158310,-0.000262
815,1596870224.333368,1596870224.333524,0.156641,-0.000252
816,1596870225.333622,1596870225.333778,0.156164,-0.000254
817,1596870226.333908,1596870226.334064,0.156403,-0.000286
818,1596870227.334166,1596870227.334314,0.147820,-0.000258
819,1596870228.334430,1596870228.334582,0.151634,-0.000264
820,1596870229.334699,1596870229.334852,0.153065,-0.000268
821,1596870230.334966,1596870230.335118,0.151634,-0.000267
822,1596870231.335229,1596870231.335379,0.150442,-0.000263
823,1596870232.335495,1596870232.335646,0.151157,-0.000266
824,1596870233.335761,1596870233.335911,0.149965,-0.000266
825,1596870234.336022,1596870234.336173,0.150442,-0.000261
826,1596870235.336297,1596870235.336454,0.156879,-0.000275
827,1596870236.336548,1596870236.336696,0.148058,-0.000251
828,1596870237.336805,1596870237.336956,0.150204,-0.000257
829,1596870238.337084,1596870238.337237,0.153065,-0.000279
830,1596870239.337344,1596870239.337498,0.154018,-0.000260
831,1596870240.337574,1596870240.337722,0.148296,-0.000230
832,1596870241.337823,1596870241.337972,0.149012,-0.000249
833,1596870242.338070,1596870242.338220,0.149727,-0.000247
834,1596870243.338334,1596870243.338490,0.155687,-0.000264
835,1596870244.338606,1596870244.338761,0.154972,-0.000271
836,1596870245.338862,1596870245.339015,0.153303,-0.000257
837,1596870246.339117,1596870246.339267,0.150442,-0.000255
838,1596870247.339411,1596870247.339568,0.156641,-0.000294
839,1596870248.339685,1596870248.339836,0.150919,-0.000273
840,1596870249.339934,1596870249.340088,0.153303,-0.000250
841,1596870250.340252,1596870250.340405,0.152588,-0.000318
842,1596870251.340536,1596870251.340711,0.175476,-0.000284
843,1596870252.340790,1596870252.340942,0.151873,-0.000254
844,1596870253.341058,1596870253.341209,0.150919,-0.000268
845,1596870254.341320,1596870254.341469,0.148773,-0.000262
846,1596870255.341573,1596870255.341723,0.150204,-0.000252
847,1596870256.341849,1596870256.342003,0.154495,-0.000276
848,1596870257.342103,1596870257.342255,0.152111,-0.000255
849,1596870258.342382,1596870258.342535,0.152111,-0.000279
850,1596870259.342651,1596870259.342803,0.152111,-0.000269
851,1596870260.343013,1596870260.343186,0.172853,-0.000362
852,1596870261.343269,1596870261.343419,0.149965,-0.000255
853,1596870262.343545,1596870262.343697,0.152349,-0.000276
854,1596870263.343798,1596870263.343948,0.149727,-0.000253
855,1596870264.344051,1596870264.344200,0.148773,-0.000253
856,1596870265.344319,1596870265.344472,0.152826,-0.000268
857,1596870266.344576,1596870266.344728,0.152111,-0.000257
858,1596870267.344830,1596870267.344985,0.154972,-0.000254
859,1596870268.345119,1596870268.345274,0.155210,-0.000289
860,1596870269.345385,1596870269.345538,0.153780,-0.000266
861,1596870270.345641,1596870270.345788,0.146389,-0.000257
862,1596870271.345918,1596870271.346075,0.156641,-0.000277
863,1596870272.346170,1596870272.346338,0.167370,-0.000252
864,1596870273.346438,1596870273.346588,0.149488,-0.000268
865,1596870274.346697,1596870274.346847,0.149488,-0.000259
866,1596870275.346974,1596870275.347125,0.150204,-0.000277
867,1596870276.347229,1596870276.347378,0.149012,-0.000254
868,1596870277.347496,1596870277.347643,0.147820,-0.000267
869,1596870278.347747,1596870278.347893,0.145674,-0.000252
870,1596870279.348005,1596870279.348154,0.149012,-0.000257
871,1596870280.348270,1596870280.348427,0.157118,-0.000266
872,1596870281.348540,1596870281.348690,0.150681,-0.000269
873,1596870282.348794,1596870282.348944,0.149727,-0.000255
874,1596870283.349059,1596870283.349214,0.154972,-0.000264
875,1596870284.349322,1596870284.349512,0.189781,-0.000263
876,1596870285.349608,1596870285.349764,0.155449,-0.000287
877,1596870286.349877,1596870286.350031,0.154495,-0.000268
878,1596870287.350138,1596870287.350291,0.152588,-0.000262
879,1596870288.350400,1596870288.350550,0.149727,-0.000262
880,1596870289.350657,1596870289.350812,0.155926,-0.000256
881,1596870290.350913,1596870290.351064,0.150442,-0.000257
882,1596870291.351178,1596870291.351332,0.154257,-0.000264
883,1596870292.351507,1596870292.351689,0.182152,-0.000329
884,1596870293.351758,1596870293.351908,0.149488,-0.000252
885,1596870294.351924,1596870294.352034,0.110388,-0.000166
886,1596870295.352220,1596870295.352378,0.158310,-0.000296
887,1596870296.352485,1596870296.352639,0.154018,-0.000265
888,1596870297.352745,1596870297.352897,0.152111,-0.000259
889,1596870298.353006,1596870298.353159,0.153542,-0.000261
890,1596870299.353266,1596870299.353416,0.149727,-0.000261
891,1596870300.353522,1596870300.353673,0.150681,-0.000255
892,1596870301.353811,1596870301.353973,0.162363,-0.000289
893,1596870302.354064,1596870302.354215,0.150442,-0.000254
894,1596870303.354323,1596870303.354475,0.152349,-0.000258
895,1596870304.354575,1596870304.354732,0.157118,-0.000252
896,1596870305.354835,1596870305.354984,0.148773,-0.000260
897,1596870306.355097,1596870306.355246,0.149012,-0.000262
898,1596870307.355351,1596870307.355504,0.152588,-0.000254
899,1596870308.355629,1596870308.355778,0.149727,-0.000277
900,1596870309.355853,1596870309.355981,0.128031,-0.000225
901,1596870310.356113,1596870310.356261,0.148296,-0.000259
902,1596870311.356381,1596870311.356532,0.150442,-0.000268
903,1596870312.356657,1596870312.356807,0.149727,-0.000276
904,1596870313.356908,1596870313.357054,0.146866,-0.000250
905,1596870314.357156,1596870314.357307,0.150919,-0.000248
906,1596870315.357414,1596870315.357567,0.153065,-0.000258
907,1596870316.357674,1596870316.357828,0.153780,-0.000260
908,1596870317.357942,1596870317.358095,0.152826,-0.000268
909,1596870318.358216,1596870318.358367,0.150681,-0.000274
910,1596870319.358491,1596870319.358656,0.165224,-0.000275
911,1596870320.358761,1596870320.358919,0.158072,-0.000270
912,1596870321.359015,1596870321.359169,0.153542,-0.000254
913,1596870322.359278,1596870322.359472,0.193596,-0.000263
914,1596870323.359560,1596870323.359707,0.147104,-0.000282
915,1596870324.359839,1596870324.359998,0.158787,-0.000279
916,1596870325.360114,1596870325.360265,0.150919,-0.000275
917,1596870326.360366,1596870326.360514,0.148296,-0.000252
918,1596870327.360632,1596870327.360788,0.155926,-0.000266
919,1596870328.360889,1596870328.361038,0.148296,-0.000258
920,1596870329.361192,1596870329.361344,0.152349,-0.000302
921,1596870330.361449,1596870330.361599,0.150919,-0.000257
922,1596870331.361702,1596870331.361852,0.149250,-0.000254
923,1596870332.361973,1596870332.362126,0.153780,-0.000270
924,1596870333.362233,1596870333.362383,0.150442,-0.000260
925,1596870334.362489,1596870334.362635,0.145197,-0.000257
926,1596870335.362751,1596870335.362899,0.147581,-0.000262
927,1596870336.363007,1596870336.363158,0.150919,-0.000256
928,1596870337.363277,1596870337.363429,0.151873,-0.000270
929,1596870338.363539,1596870338.363692,0.152826,-0.000262
930,1596870339.363798,1596870339.363950,0.151396,-0.000259
931,1596870340.364060,1596870340.364216,0.155210,-0.000262
932,1596870341.364324,1596870341.364477,0.153303,-0.000263
933,1596870342.364567,1596870342.364718,0.151396,-0.000243
934,1596870343.364827,1596870343.364979,0.151396,-0.000260
935,1596870344.365086,1596870344.365236,0.149488,-0.000259
936,1596870345.365352,1596870345.365508,0.156164,-0.000266
937,1596870346.365617,1596870346.365766,0.149012,-0.000265
938,1596870347.365878,1596870347.366028,0.149965,-0.000262
939,1596870348.366134,1596870348.366283,0.148773,-0.000256
940,1596870349.366390,1596870349.366539,0.149250,-0.000255
941,1596870350.366661,1596870350.366810,0.149250,-0.000271
942,1596870351.366928,1596870351.367089,0.160694,-0.000267
943,1596870352.367184,1596870352.367336,0.151634,-0.000256
944,1596870353.367521,1596870353.367672,0.150919,-0.000336
945,1596870354.367774,1596870354.367923,0.149012,-0.000253
946,1596870355.368030,1596870355.368181,0.151157,-0.000256
947,1596870356.368186,1596870356.368289,0.102997,-0.000156
948,1596870357.368464,1596870357.368615,0.150204,-0.000279
949,1596870358.368701,1596870358.368847,0.146389,-0.000236
950,1596870359.368961,1596870359.369113,0.152588,-0.000260
951,1596870360.369204,1596870360.369331,0.126839,-0.000243
952,1596870361.369501,1596870361.369647,0.145912,-0.000297
953,1596870362.369777,1596870362.369932,0.155210,-0.000276
954,1596870363.370035,1596870363.370186,0.150919,-0.000258
955,1596870364.370261,1596870364.370416,0.155210,-0.000226
956,1596870365.370530,1596870365.370685,0.155210,-0.000269
957,1596870366.370780,1596870366.370930,0.150204,-0.000250
958,1596870367.371043,1596870367.371197,0.153065,-0.000263
959,1596870368.371312,1596870368.371477,0.165224,-0.000269
960,1596870369.371573,1596870369.371722,0.149012,-0.000261
