Process Image Count,Start_Time(in sec),Stop_Time(in sec),Execution_Time(in msec),Jitter(in msec)
480,1596869889.245090,1596869889.354778,109.687567,-0.000274
481,1596869890.245371,1596869890.368837,123.465300,-0.000281
482,1596869891.245642,1596869891.390891,145.248652,-0.000271
483,1596869892.245913,1596869892.350901,104.987860,-0.000271
484,1596869893.246186,1596869893.356269,110.082865,-0.000273
485,1596869894.246433,1596869894.376353,129.919529,-0.000247
486,1596869895.246768,1596869895.396791,150.023699,-0.000335
487,1596869896.247011,1596869896.405334,158.322573,-0.000243
488,1596869897.247254,1596869897.375256,128.001928,-0.000243
489,1596869898.247585,1596869898.393441,145.856142,-0.000331
490,1596869899.247821,1596869899.406903,159.081936,-0.000236
491,1596869900.248132,1596869900.371310,123.178244,-0.000311
492,1596869901.248390,1596869901.417731,169.340849,-0.000258
493,1596869902.248661,1596869902.392303,143.641949,-0.000271
494,1596869903.248939,1596869903.397458,148.519039,-0.000278
495,1596869904.249212,1596869904.404273,155.060768,-0.000274
496,1596869905.249613,1596869905.414888,165.274620,-0.000401
497,1596869906.249866,1596869906.369896,120.030165,-0.000252
498,1596869907.250125,1596869907.376561,126.436472,-0.000259
499,1596869908.250364,1596869908.383678,133.314371,-0.000239
500,1596869909.250643,1596869909.402674,152.031183,-0.000279
501,1596869910.250872,1596869910.409049,158.177614,-0.000229
502,1596869911.251151,1596869911.381871,130.720377,-0.000279
503,1596869912.251394,1596869912.416735,165.341139,-0.000243
504,1596869913.251683,1596869913.404697,153.013706,-0.000289
505,1596869914.251954,1596869914.408983,157.028913,-0.000271
506,1596869915.252210,1596869915.371201,118.991137,-0.000256
507,1596869916.252502,1596869916.382981,130.478621,-0.000292
508,1596869917.252765,1596869917.399327,146.561623,-0.000263
509,1596869918.253037,1596869918.404471,151.433945,-0.000272
510,1596869919.253300,1596869919.362475,109.175205,-0.000262
511,1596869920.253563,1596869920.376107,122.543812,-0.000263
512,1596869921.253870,1596869921.419056,165.185690,-0.000307
513,1596869922.254123,1596869922.400019,145.895481,-0.000253
514,1596869923.254397,1596869923.409408,155.010700,-0.000273
515,1596869924.254661,1596869924.379478,124.817133,-0.000264
516,1596869925.254946,1596869925.388222,133.275986,-0.000285
517,1596869926.255249,1596869926.405657,150.407791,-0.000302
518,1596869927.255357,1596869927.338176,82.819223,-0.000108
519,1596869928.255654,1596869928.384306,128.651381,-0.000298
520,1596869929.255906,1596869929.396019,140.113115,-0.000252
521,1596869930.256133,1596869930.411157,155.024290,-0.000226
522,1596869931.256414,1596869931.376131,119.716406,-0.000282
523,1596869932.256672,1596869932.386334,129.662037,-0.000258
524,1596869933.256958,1596869933.422155,165.197611,-0.000286
525,1596869934.257234,1596869934.405084,147.850037,-0.000276
526,1596869935.257503,1596869935.411851,154.348612,-0.000269
527,1596869936.257746,1596869936.379003,121.256828,-0.000244
528,1596869937.258039,1596869937.423348,165.308952,-0.000293
529,1596869938.258328,1596869938.402121,143.792868,-0.000289
530,1596869939.258560,1596869939.411377,152.817011,-0.000232
531,1596869940.258853,1596869940.378744,119.891167,-0.000293
532,1596869941.259137,1596869941.424372,165.235043,-0.000285
533,1596869942.259469,1596869942.412014,152.544975,-0.000331
534,1596869943.259725,1596869943.376617,116.892099,-0.000256
535,1596869944.259987,1596869944.381958,121.970654,-0.000262
536,1596869945.260248,1596869945.425423,165.174723,-0.000261
537,1596869946.260516,1596869946.402853,142.336607,-0.000268
538,1596869947.260783,1596869947.408313,147.529840,-0.000267
539,1596869948.261021,1596869948.413427,152.405739,-0.000238
540,1596869949.261294,1596869949.418592,157.298326,-0.000273
541,1596869950.261567,1596869950.376341,114.773750,-0.000273
542,1596869951.261825,1596869951.388958,127.133369,-0.000257
543,1596869952.262131,1596869952.427366,165.234804,-0.000307
544,1596869953.262398,1596869953.409189,146.791220,-0.000267
545,1596869954.262656,1596869954.413557,150.900126,-0.000258
546,1596869955.262921,1596869955.428115,165.194035,-0.000264
547,1596869956.263185,1596869956.387401,124.216795,-0.000264
548,1596869957.263449,1596869957.394660,131.211042,-0.000264
549,1596869958.263710,1596869958.403053,139.343023,-0.000261
550,1596869959.263976,1596869959.410028,146.052122,-0.000267
551,1596869960.264246,1596869960.415058,150.811911,-0.000270
552,1596869961.264552,1596869961.421816,157.263994,-0.000306
553,1596869962.264819,1596869962.375503,110.684395,-0.000267
554,1596869963.265102,1596869963.398374,133.271694,-0.000283
555,1596869964.265361,1596869964.410708,145.346642,-0.000259
556,1596869965.265640,1596869965.415776,150.136948,-0.000278
557,1596869966.265930,1596869966.382524,116.593838,-0.000290
558,1596869967.266364,1596869967.392664,126.299620,-0.000435
559,1596869968.266586,1596869968.405433,138.847113,-0.000221
560,1596869969.266858,1596869969.411474,144.615889,-0.000273
561,1596869970.267188,1596869970.416721,149.533033,-0.000329
562,1596869971.267467,1596869971.432649,165.181875,-0.000279
563,1596869972.267726,1596869972.395612,127.886057,-0.000259
564,1596869973.268085,1596869973.408345,140.259266,-0.000359
565,1596869974.268419,1596869974.416248,147.828579,-0.000334
566,1596869975.268673,1596869975.427295,158.622503,-0.000254
567,1596869976.268926,1596869976.402196,133.269548,-0.000253
568,1596869977.269205,1596869977.407616,138.411283,-0.000278
569,1596869978.269547,1596869978.416948,147.401333,-0.000342
570,1596869979.269822,1596869979.425886,156.063318,-0.000275
571,1596869980.270096,1596869980.383116,113.020897,-0.000273
572,1596869981.270411,1596869981.435778,165.367603,-0.000315
573,1596869982.270657,1596869982.420079,149.422646,-0.000246
574,1596869983.270929,1596869983.382685,111.756563,-0.000272
575,1596869984.271198,1596869984.402803,131.605148,-0.000269
576,1596869985.271443,1596869985.420073,148.629904,-0.000245
577,1596869986.271763,1596869986.423364,151.601553,-0.000320
578,1596869987.272015,1596869987.381568,109.553337,-0.000252
579,1596869988.272290,1596869988.397555,125.265360,-0.000275
580,1596869989.272543,1596869989.405483,132.940054,-0.000253
581,1596869990.272812,1596869990.418691,145.879030,-0.000270
582,1596869991.273099,1596869991.384804,111.704588,-0.000287
583,1596869992.273372,1596869992.392063,118.690491,-0.000273
584,1596869993.273617,1596869993.400816,127.199411,-0.000244
585,1596869994.273898,1596869994.414948,141.049623,-0.000281
586,1596869995.274197,1596869995.420797,146.599770,-0.000299
587,1596869996.274454,1596869996.435148,160.693884,-0.000256
588,1596869997.274705,1596869997.399580,124.875546,-0.000251
589,1596869998.275118,1596869998.421481,146.362543,-0.000413
590,1596869999.275336,1596869999.425434,150.098562,-0.000217
591,1596870000.275587,1596870000.429904,154.316902,-0.000251
592,1596870001.275840,1596870001.387330,111.489534,-0.000253
593,1596870002.276099,1596870002.402892,126.793385,-0.000259
594,1596870003.276350,1596870003.420759,144.409180,-0.000252
595,1596870004.276570,1596870004.432040,155.469418,-0.000220
596,1596870005.276839,1596870005.395301,118.462086,-0.000268
597,1596870006.277124,1596870006.404691,127.567053,-0.000285
598,1596870007.277363,1596870007.417861,140.498161,-0.000239
599,1596870008.277604,1596870008.431020,153.416157,-0.000242
600,1596870009.277864,1596870009.436774,158.910513,-0.000259
601,1596870010.278099,1596870010.394236,116.137266,-0.000235
602,1596870011.278377,1596870011.410891,132.514477,-0.000278
603,1596870012.278620,1596870012.427204,148.584366,-0.000243
604,1596870013.278858,1596870013.437809,158.950329,-0.000239
605,1596870014.279121,1596870014.396497,117.375851,-0.000263
606,1596870015.279415,1596870015.444439,165.024757,-0.000293
607,1596870016.279715,1596870016.422726,143.010855,-0.000300
608,1596870017.279973,1596870017.431678,151.705503,-0.000258
609,1596870018.280227,1596870018.394692,114.464760,-0.000254
610,1596870019.280491,1596870019.403152,122.660875,-0.000264
611,1596870020.280763,1596870020.422521,141.757727,-0.000272
612,1596870021.281077,1596870021.432552,151.474237,-0.000314
613,1596870022.281327,1596870022.391337,110.010386,-0.000249
614,1596870023.281583,1596870023.408186,126.602411,-0.000257
615,1596870024.281814,1596870024.423784,141.969919,-0.000230
616,1596870025.282072,1596870025.393130,111.058235,-0.000258
617,1596870026.282351,1596870026.409079,126.728535,-0.000279
618,1596870027.282604,1596870027.424244,141.640186,-0.000253
619,1596870028.282821,1596870028.434308,151.487350,-0.000217
620,1596870029.283074,1596870029.404481,121.406794,-0.000253
621,1596870030.283307,1596870030.419590,136.283159,-0.000233
622,1596870031.283558,1596870031.429688,146.130800,-0.000251
623,1596870032.283822,1596870032.434823,151.001692,-0.000264
624,1596870033.284050,1596870033.395095,111.045122,-0.000228
625,1596870034.284318,1596870034.405130,120.812178,-0.000268
626,1596870035.284707,1596870035.450082,165.374994,-0.000389
627,1596870036.284931,1596870036.425329,140.398026,-0.000224
628,1596870037.285159,1596870037.436165,151.005745,-0.000229
629,1596870038.285435,1596870038.394851,109.416485,-0.000276
630,1596870039.285685,1596870039.412662,126.977205,-0.000250
631,1596870040.285934,1596870040.425864,139.930487,-0.000249
632,1596870041.286195,1596870041.435484,149.289608,-0.000261
633,1596870042.286440,1596870042.396277,109.836817,-0.000245
634,1596870043.286746,1596870043.416312,129.566669,-0.000306
635,1596870044.286991,1596870044.426396,139.404535,-0.000246
636,1596870045.287235,1596870045.436520,149.284363,-0.000244
637,1596870046.287485,1596870046.441664,154.178858,-0.000249
638,1596870047.287752,1596870047.407091,119.338751,-0.000268
639,1596870048.288059,1596870048.416972,128.912687,-0.000307
640,1596870049.288283,1596870049.431997,143.713951,-0.000224
641,1596870050.288559,1596870050.436362,147.802830,-0.000276
642,1596870051.288809,1596870051.401554,112.744570,-0.000250
643,1596870052.289068,1596870052.407393,118.325233,-0.000258
644,1596870053.289455,1596870053.454366,164.911032,-0.000388
645,1596870054.289617,1596870054.437635,148.018360,-0.000161
646,1596870055.289846,1596870055.407956,118.109941,-0.000230
647,1596870056.290107,1596870056.422923,132.815838,-0.000261
648,1596870057.290333,1596870057.437214,146.880865,-0.000226
649,1596870058.290581,1596870058.448164,157.582998,-0.000248
650,1596870059.290851,1596870059.413991,123.140097,-0.000270
651,1596870060.291107,1596870060.456160,165.052891,-0.000256
652,1596870061.291370,1596870061.438509,147.138834,-0.000263
653,1596870062.291623,1596870062.400939,109.316111,-0.000253
654,1596870063.291875,1596870063.415793,123.917818,-0.000252
655,1596870064.292136,1596870064.428950,136.813402,-0.000261
656,1596870065.292397,1596870065.438971,146.573782,-0.000261
657,1596870066.292619,1596870066.444161,151.542425,-0.000221
658,1596870067.292901,1596870067.404433,111.531973,-0.000282
659,1596870068.293155,1596870068.419512,126.357317,-0.000254
660,1596870069.293414,1596870069.434270,140.856028,-0.000259
661,1596870070.293680,1596870070.444568,150.888443,-0.000266
662,1596870071.293941,1596870071.414893,120.952606,-0.000261
663,1596870072.294190,1596870072.419998,125.808001,-0.000250
664,1596870073.294432,1596870073.459394,164.961338,-0.000242
665,1596870074.294699,1596870074.445246,150.546789,-0.000267
666,1596870075.294950,1596870075.455310,160.360098,-0.000251
667,1596870076.295195,1596870076.422173,126.977682,-0.000245
668,1596870077.295455,1596870077.425986,130.530357,-0.000260
669,1596870078.295724,1596870078.440674,144.950628,-0.000268
670,1596870079.295955,1596870079.454987,159.031868,-0.000232
671,1596870080.296227,1596870080.419518,123.290777,-0.000272
672,1596870081.296485,1596870081.436098,139.613152,-0.000258
673,1596870082.296749,1596870082.461705,164.956093,-0.000264
674,1596870083.297025,1596870083.405631,108.605623,-0.000276
675,1596870084.297271,1596870084.462250,164.978981,-0.000246
676,1596870085.297528,1596870085.441583,144.055128,-0.000256
677,1596870086.297789,1596870086.449683,151.894569,-0.000261
678,1596870087.298036,1596870087.411947,113.910437,-0.000247
679,1596870088.298264,1596870088.425177,126.913071,-0.000228
680,1596870089.298531,1596870089.430396,131.864786,-0.000267
681,1596870090.298778,1596870090.436877,138.099432,-0.000247
682,1596870091.299037,1596870091.442420,143.382788,-0.000260
683,1596870092.299416,1596870092.400473,101.057529,-0.000378
684,1596870093.299728,1596870093.406897,107.169151,-0.000313
685,1596870094.299979,1596870094.432642,132.663012,-0.000251
686,1596870095.300291,1596870095.442847,142.555714,-0.000311
687,1596870096.300524,1596870096.453080,152.555704,-0.000233
688,1596870097.300790,1596870097.423321,122.531176,-0.000266
689,1596870098.301094,1596870098.433633,132.539034,-0.000304
690,1596870099.301333,1596870099.440027,138.693571,-0.000239
691,1596870100.301591,1596870100.455588,153.996944,-0.000258
692,1596870101.301850,1596870101.413069,111.219168,-0.000259
693,1596870102.302101,1596870102.418997,116.895199,-0.000252
694,1596870103.302351,1596870103.431962,129.611015,-0.000250
695,1596870104.302605,1596870104.470621,168.016195,-0.000253
696,1596870105.302947,1596870105.396508,93.561172,-0.000342
697,1596870106.303160,1596870106.419495,116.335630,-0.000213
698,1596870107.303420,1596870107.435865,132.444859,-0.000260
699,1596870108.303676,1596870108.444722,141.046047,-0.000256
700,1596870109.303939,1596870109.415621,111.681461,-0.000263
701,1596870110.304192,1596870110.471375,167.183399,-0.000252
702,1596870111.304472,1596870111.450224,145.752192,-0.000281
703,1596870112.304686,1596870112.415381,110.694885,-0.000214
704,1596870113.304958,1596870113.435399,130.440950,-0.000272
705,1596870114.305202,1596870114.444649,139.446735,-0.000244
706,1596870115.305432,1596870115.455647,150.215864,-0.000230
707,1596870116.305689,1596870116.417203,111.514807,-0.000257
708,1596870117.305931,1596870117.430938,125.007153,-0.000242
709,1596870118.306182,1596870118.440986,134.804487,-0.000251
710,1596870119.306445,1596870119.445299,138.853550,-0.000263
711,1596870120.306721,1596870120.462170,155.449152,-0.000276
712,1596870121.306961,1596870121.430331,123.370647,-0.000239
713,1596870122.307227,1596870122.446455,139.228106,-0.000266
714,1596870123.307484,1596870123.421767,114.282370,-0.000257
715,1596870124.307719,1596870124.431857,124.138355,-0.000234
716,1596870125.307974,1596870125.446132,138.158560,-0.000255
717,1596870126.308225,1596870126.456991,148.765802,-0.000251
718,1596870127.308479,1596870127.427992,119.513512,-0.000254
719,1596870128.308726,1596870128.440092,131.366730,-0.000247
720,1596870129.309000,1596870129.446580,137.579918,-0.000274
721,1596870130.309242,1596870130.455522,146.280766,-0.000242
722,1596870131.309566,1596870131.418829,109.262466,-0.000325
723,1596870132.309808,1596870132.434356,124.548197,-0.000241
724,1596870133.310048,1596870133.442606,132.557869,-0.000240
725,1596870134.310298,1596870134.447319,137.020826,-0.000251
726,1596870135.310580,1596870135.453213,142.632961,-0.000282
727,1596870136.310831,1596870136.467836,157.004833,-0.000251
728,1596870137.311058,1596870137.426107,115.048647,-0.000227
729,1596870138.311320,1596870138.443579,132.258892,-0.000262
730,1596870139.311557,1596870139.476501,164.944410,-0.000237
731,1596870140.311806,1596870140.458755,146.949530,-0.000249
732,1596870141.312082,1596870141.467392,155.310392,-0.000276
733,1596870142.312323,1596870142.429083,116.760492,-0.000241
734,1596870143.312567,1596870143.434596,122.028589,-0.000244
735,1596870144.312821,1596870144.444246,131.424904,-0.000254
736,1596870145.313071,1596870145.458320,145.249128,-0.000250
737,1596870146.313311,1596870146.423947,110.636473,-0.000240
738,1596870147.313562,1596870147.431693,118.130922,-0.000252
739,1596870148.313828,1596870148.478838,165.010214,-0.000266
740,1596870149.314107,1596870149.454987,140.879393,-0.000279
741,1596870150.314369,1596870150.470063,155.693769,-0.000262
742,1596870151.314627,1596870151.433325,118.697405,-0.000258
743,1596870152.314868,1596870152.439597,124.728203,-0.000241
744,1596870153.315118,1596870153.450347,135.229111,-0.000250
745,1596870154.315367,1596870154.460509,145.141840,-0.000249
746,1596870155.315629,1596870155.467551,151.921034,-0.000262
747,1596870156.315890,1596870156.434876,118.986130,-0.000260
748,1596870157.316138,1596870157.481098,164.960146,-0.000248
749,1596870158.316360,1596870158.456028,139.667988,-0.000222
750,1596870159.316616,1596870159.471080,154.464483,-0.000256
751,1596870160.316864,1596870160.440211,123.346806,-0.000248
752,1596870161.317120,1596870161.445258,128.137350,-0.000256
753,1596870162.317400,1596870162.451588,134.188175,-0.000280
754,1596870163.317639,1596870163.460087,142.447948,-0.000239
755,1596870164.317886,1596870164.466784,148.897886,-0.000247
756,1596870165.318161,1596870165.423119,104.958534,-0.000274
757,1596870166.318425,1596870166.436766,118.341208,-0.000264
758,1596870167.318637,1596870167.451169,132.532597,-0.000212
759,1596870168.318915,1596870168.466653,147.738695,-0.000278
760,1596870169.319176,1596870169.472592,153.416634,-0.000261
761,1596870170.319483,1596870170.429907,110.423803,-0.000307
762,1596870171.319746,1596870171.445953,126.206636,-0.000263
763,1596870172.320007,1596870172.462881,142.874002,-0.000261
764,1596870173.320263,1596870173.431449,111.186028,-0.000256
765,1596870174.320518,1596870174.441419,120.900869,-0.000255
766,1596870175.320779,1596870175.453298,132.519007,-0.000261
767,1596870176.321060,1596870176.463492,142.431736,-0.000282
768,1596870177.321318,1596870177.468477,147.159100,-0.000257
769,1596870178.321547,1596870178.478682,157.135248,-0.000229
770,1596870179.321793,1596870179.439679,117.886305,-0.000246
771,1596870180.322059,1596870180.453927,131.868362,-0.000266
772,1596870181.322304,1596870181.474010,151.706934,-0.000245
773,1596870182.322531,1596870182.441633,119.102240,-0.000227
774,1596870183.322799,1596870183.449387,126.588345,-0.000268
775,1596870184.323061,1596870184.454489,131.427288,-0.000262
776,1596870185.323320,1596870185.488530,165.210247,-0.000258
777,1596870186.323579,1596870186.476211,152.631998,-0.000259
778,1596870187.323836,1596870187.433093,109.256983,-0.000257
779,1596870188.324090,1596870188.450006,125.916243,-0.000254
780,1596870189.324355,1596870189.455128,130.772829,-0.000265
781,1596870190.324606,1596870190.470293,145.686626,-0.000251
782,1596870191.324859,1596870191.475358,150.498867,-0.000253
783,1596870192.325213,1596870192.441410,116.196156,-0.000354
784,1596870193.325463,1596870193.455693,130.229950,-0.000250
785,1596870194.325713,1596870194.488108,162.394524,-0.000250
786,1596870195.326018,1596870195.457803,131.785631,-0.000304
787,1596870196.326257,1596870196.466065,139.807701,-0.000240
788,1596870197.326527,1596870197.487268,160.740614,-0.000270
789,1596870198.326778,1596870198.454459,127.681017,-0.000251
790,1596870199.327032,1596870199.456451,129.419088,-0.000254
791,1596870200.327284,1596870200.461504,134.219885,-0.000252
792,1596870201.327538,1596870201.480073,152.535677,-0.000253
793,1596870202.327775,1596870202.446144,118.368864,-0.000238
794,1596870203.328034,1596870203.456974,128.940344,-0.000258
795,1596870204.328293,1596870204.465720,137.427807,-0.000259
796,1596870205.328532,1596870205.482136,153.604031,-0.000239
797,1596870206.328783,1596870206.446029,117.245436,-0.000252
798,1596870207.329038,1596870207.457480,128.442049,-0.000255
799,1596870208.329304,1596870208.476565,147.261381,-0.000265
800,1596870209.329580,1596870209.447760,118.180275,-0.000277
801,1596870210.329890,1596870210.494924,165.033579,-0.000310
802,1596870211.330166,1596870211.473003,142.836332,-0.000276
803,1596870212.330426,1596870212.489315,158.889532,-0.000259
804,1596870213.330678,1596870213.453345,122.666597,-0.000252
805,1596870214.330914,1596870214.458445,127.531767,-0.000236
806,1596870215.331174,1596870215.473511,142.337799,-0.000260
807,1596870216.331432,1596870216.442962,111.530304,-0.000258
808,1596870217.331717,1596870217.496891,165.173531,-0.000285
809,1596870218.331970,1596870218.483854,151.884556,-0.000253
810,1596870219.332195,1596870219.458994,126.799345,-0.000225
811,1596870220.332456,1596870220.469151,136.694431,-0.000262
812,1596870221.332711,1596870221.476926,144.215107,-0.000254
813,1596870222.332972,1596870222.484283,151.311398,-0.000261
814,1596870223.333243,1596870223.458195,124.952316,-0.000271
815,1596870224.333491,1596870224.474658,141.166925,-0.000248
816,1596870225.333744,1596870225.487536,153.792143,-0.000253
817,1596870226.334033,1596870226.499130,165.097237,-0.000289
818,1596870227.334281,1596870227.460079,125.797749,-0.000248
819,1596870228.334549,1596870228.475088,140.538454,-0.000268
820,1596870229.334820,1596870229.485317,150.497198,-0.000270
821,1596870230.335084,1596870230.453881,118.796349,-0.000265
822,1596870231.335346,1596870231.460636,125.290394,-0.000261
823,1596870232.335613,1596870232.500651,165.037394,-0.000268
824,1596870233.335878,1596870233.489865,153.986931,-0.000265
825,1596870234.336141,1596870234.451112,114.970684,-0.000263
826,1596870235.336421,1596870235.465909,129.487276,-0.000280
827,1596870236.336664,1596870236.476229,139.564753,-0.000243
828,1596870237.336924,1596870237.486378,149.454832,-0.000260
829,1596870238.337205,1596870238.449047,111.841440,-0.000282
830,1596870239.337464,1596870239.461777,124.312878,-0.000258
831,1596870240.337690,1596870240.485282,147.591591,-0.000226
832,1596870241.337941,1596870241.491847,153.905869,-0.000251
833,1596870242.338187,1596870242.452099,113.911390,-0.000246
834,1596870243.338456,1596870243.461636,123.180151,-0.000268
835,1596870244.338728,1596870244.482238,143.510103,-0.000272
836,1596870245.338983,1596870245.487374,148.391485,-0.000255
837,1596870246.339235,1596870246.492522,153.286934,-0.000252
838,1596870247.339536,1596870247.499419,159.882784,-0.000302
839,1596870248.339802,1596870248.462862,123.059988,-0.000266
840,1596870249.340055,1596870249.477968,137.913465,-0.000252
841,1596870250.340373,1596870250.499686,159.313202,-0.000318
842,1596870251.340678,1596870251.464686,124.007463,-0.000305
843,1596870252.340909,1596870252.481437,140.528679,-0.000231
844,1596870253.341176,1596870253.493514,152.338266,-0.000267
845,1596870254.341436,1596870254.460476,119.040251,-0.000260
846,1596870255.341691,1596870255.483743,142.052650,-0.000255
847,1596870256.341971,1596870256.458936,116.964579,-0.000281
848,1596870257.342223,1596870257.464105,121.882200,-0.000252
849,1596870258.342502,1596870258.507545,165.042639,-0.000279
850,1596870259.342772,1596870259.484373,141.600370,-0.000270
851,1596870260.343153,1596870260.493167,150.013208,-0.000381
852,1596870261.343387,1596870261.459723,116.336107,-0.000233
853,1596870262.343666,1596870262.474718,131.052017,-0.000279
854,1596870263.343917,1596870263.489854,145.937681,-0.000251
855,1596870264.344167,1596870264.455076,110.908508,-0.000250
856,1596870265.344440,1596870265.475131,130.690813,-0.000273
857,1596870266.344694,1596870266.495285,150.591135,-0.000254
858,1596870267.344951,1596870267.463956,119.004726,-0.000257
859,1596870268.345241,1596870268.480585,135.343552,-0.000290
860,1596870269.345506,1596870269.488735,143.228769,-0.000265
861,1596870270.345755,1596870270.454983,109.227419,-0.000249
862,1596870271.346041,1596870271.464857,118.815660,-0.000286
863,1596870272.346285,1596870272.511282,164.997101,-0.000244
864,1596870273.346555,1596870273.503600,157.045126,-0.000270
865,1596870274.346815,1596870274.466485,119.670153,-0.000260
866,1596870275.347092,1596870275.486460,139.368773,-0.000277
867,1596870276.347345,1596870276.496196,148.851633,-0.000253
868,1596870277.347611,1596870277.502091,154.479265,-0.000267
869,1596870278.347861,1596870278.460275,112.414122,-0.000250
870,1596870279.348122,1596870279.466228,118.106365,-0.000261
871,1596870280.348393,1596870280.477046,128.653049,-0.000272
872,1596870281.348660,1596870281.515267,166.606903,-0.000266
873,1596870282.348912,1596870282.507346,158.433914,-0.000252
874,1596870283.349180,1596870283.467211,118.030548,-0.000268
875,1596870284.349481,1596870284.472713,123.231888,-0.000300
876,1596870285.349732,1596870285.482370,132.638454,-0.000251
877,1596870286.350000,1596870286.487981,137.981653,-0.000268
878,1596870287.350258,1596870287.494448,144.190073,-0.000259
879,1596870288.350519,1596870288.461390,110.871077,-0.000261
880,1596870289.350780,1596870289.468391,117.610693,-0.000261
881,1596870290.351032,1596870290.485260,134.227991,-0.000252
882,1596870291.351299,1596870291.498550,147.250891,-0.000267
883,1596870292.351658,1596870292.462598,110.939741,-0.000359
884,1596870293.351876,1596870293.483859,131.983280,-0.000218
885,1596870294.352000,1596870294.434631,82.630634,-0.000125
886,1596870295.352346,1596870295.461268,108.922720,-0.000345
887,1596870296.352605,1596870296.468444,115.839005,-0.000260
888,1596870297.352863,1596870297.489282,136.418343,-0.000258
889,1596870298.353124,1596870298.501203,148.078680,-0.000261
890,1596870299.353383,1596870299.517488,164.105415,-0.000259
891,1596870300.353639,1596870300.479789,126.149654,-0.000256
892,1596870301.353940,1596870301.502352,148.412466,-0.000301
893,1596870302.354183,1596870302.465068,110.885382,-0.000243
894,1596870303.354444,1596870303.475139,120.694876,-0.000262
895,1596870304.354699,1596870304.499242,144.543171,-0.000255
896,1596870305.354950,1596870305.465486,110.535860,-0.000252
897,1596870306.355212,1596870306.469933,114.720821,-0.000262
898,1596870307.355470,1596870307.481424,125.953674,-0.000257
899,1596870308.355746,1596870308.520787,165.040731,-0.000276
900,1596870309.355943,1596870309.438784,82.841158,-0.000197
901,1596870310.356229,1596870310.513822,157.593250,-0.000286
902,1596870311.356498,1596870311.471226,114.727497,-0.000270
903,1596870312.356774,1596870312.521836,165.061235,-0.000276
904,1596870313.357022,1596870313.506435,149.412632,-0.000248
905,1596870314.357274,1596870314.466422,109.148026,-0.000252
906,1596870315.357534,1596870315.471725,114.191771,-0.000260
907,1596870316.357795,1596870316.485878,128.083467,-0.000261
908,1596870317.358061,1596870317.501918,143.856764,-0.000267
909,1596870318.358333,1596870318.471884,113.551378,-0.000272
910,1596870319.358626,1596870319.491686,133.060217,-0.000293
911,1596870320.358886,1596870320.512348,153.462648,-0.000260
912,1596870321.359135,1596870321.472282,113.146782,-0.000250
913,1596870322.359441,1596870322.524485,165.044308,-0.000306
914,1596870323.359674,1596870323.512706,153.032303,-0.000233
915,1596870324.359967,1596870324.472181,112.213373,-0.000294
916,1596870325.360232,1596870325.525265,165.032864,-0.000265
917,1596870326.360483,1596870326.472329,111.846685,-0.000251
918,1596870327.360755,1596870327.483308,122.552872,-0.000272
919,1596870328.361004,1596870328.503374,142.370462,-0.000249
920,1596870329.361311,1596870329.518504,157.192945,-0.000308
921,1596870330.361567,1596870330.472846,111.279488,-0.000255
922,1596870331.361820,1596870331.483900,122.079611,-0.000253
923,1596870332.362093,1596870332.498950,136.857510,-0.000273
924,1596870333.362351,1596870333.514059,151.708126,-0.000258
925,1596870334.362602,1596870334.474495,111.892700,-0.000251
926,1596870335.362866,1596870335.483421,120.554924,-0.000264
927,1596870336.363124,1596870336.489310,126.185417,-0.000258
928,1596870337.363395,1596870337.495970,132.575274,-0.000270
929,1596870338.363659,1596870338.512851,149.192095,-0.000264
930,1596870339.363917,1596870339.519809,155.892849,-0.000258
931,1596870340.364182,1596870340.475047,110.864878,-0.000266
932,1596870341.364446,1596870341.488288,123.842239,-0.000264
933,1596870342.364686,1596870342.505258,140.571594,-0.000240
934,1596870343.364946,1596870343.518671,153.724909,-0.000260
935,1596870344.365203,1596870344.475558,110.354900,-0.000257
936,1596870345.365475,1596870345.490495,125.019312,-0.000272
937,1596870346.365733,1596870346.510428,144.694805,-0.000258
938,1596870347.365996,1596870347.520887,154.891253,-0.000263
939,1596870348.366250,1596870348.475304,109.053373,-0.000254
940,1596870349.366506,1596870349.486235,119.728327,-0.000256
941,1596870350.366778,1596870350.496317,129.539013,-0.000272
942,1596870351.367054,1596870351.511059,144.004583,-0.000277
943,1596870352.367304,1596870352.522806,155.501842,-0.000249
944,1596870353.367639,1596870353.478616,110.976458,-0.000335
945,1596870354.367890,1596870354.484285,116.394520,-0.000251
946,1596870355.368149,1596870355.490393,122.244358,-0.000258
947,1596870356.368257,1596870356.450982,82.724571,-0.000108
948,1596870357.368582,1596870357.507290,138.707876,-0.000325
949,1596870358.368814,1596870358.517394,148.580074,-0.000231
950,1596870359.369081,1596870359.482573,113.492012,-0.000267
951,1596870360.369293,1596870360.452353,83.059549,-0.000213
952,1596870361.369614,1596870361.500437,130.823612,-0.000320
953,1596870362.369900,1596870362.512812,142.912388,-0.000286
954,1596870363.370154,1596870363.521152,150.998831,-0.000254
955,1596870364.370382,1596870364.527132,156.749964,-0.000229
956,1596870365.370652,1596870365.488360,117.708206,-0.000270
957,1596870366.370898,1596870366.498392,127.493858,-0.000246
958,1596870367.371164,1596870367.513534,142.370462,-0.000266
959,1596870368.371446,1596870368.527842,156.396389,-0.000282
960,1596870369.371690,1596870369.488869,117.178440,-0.000244
