Process Image Count,Start_Time(in sec),Stop_Time(in sec),Execution_Time(in msec),Jitter(in msec)
94,1596869503.141603,1596869503.288729,147.125721,-0.000251
95,1596869504.141879,1596869504.293825,151.945829,-0.000276
96,1596869505.142134,1596869505.298934,156.799316,-0.000255
97,1596869506.142378,1596869506.253575,111.196756,-0.000243
98,1596869507.142655,1596869507.263117,120.461941,-0.000277
99,1596869508.142927,1596869508.289448,146.521091,-0.000272
100,1596869509.143193,1596869509.253903,110.710621,-0.000266
101,1596869510.143466,1596869510.274617,131.150246,-0.000274
102,1596869511.143729,1596869511.294805,151.075363,-0.000263
103,1596869512.143983,1596869512.254333,110.350609,-0.000253
104,1596869513.144266,1596869513.271484,127.218008,-0.000283
105,1596869514.144528,1596869514.285192,140.664339,-0.000262
106,1596869515.144799,1596869515.295344,150.545359,-0.000271
107,1596869516.145051,1596869516.262177,117.126465,-0.000252
108,1596869517.145293,1596869517.310296,165.002584,-0.000242
109,1596869518.145575,1596869518.295756,150.181055,-0.000282
110,1596869519.145828,1596869519.313094,167.266369,-0.000252
111,1596869520.146110,1596869520.275993,129.883528,-0.000282
112,1596869521.146382,1596869521.286139,139.756918,-0.000273
113,1596869522.146623,1596869522.296635,150.012016,-0.000241
114,1596869523.146902,1596869523.256510,109.608412,-0.000279
115,1596869524.147134,1596869524.268990,121.855974,-0.000232
116,1596869525.147390,1596869525.275561,128.170967,-0.000256
117,1596869526.147649,1596869526.286675,139.026403,-0.000259
118,1596869527.147910,1596869527.301832,153.922319,-0.000261
119,1596869528.148175,1596869528.262220,114.045382,-0.000264
120,1596869529.148449,1596869529.272907,124.457359,-0.000275
121,1596869530.148695,1596869530.292257,143.562555,-0.000245
122,1596869531.148962,1596869531.302081,153.118610,-0.000268
123,1596869532.149232,1596869532.266240,117.007971,-0.000270
124,1596869533.149552,1596869533.314673,165.120602,-0.000321
125,1596869534.149817,1596869534.305797,155.979872,-0.000264
126,1596869535.150113,1596869535.278050,127.937555,-0.000296
127,1596869536.150354,1596869536.293113,142.759085,-0.000241
128,1596869537.150619,1596869537.298243,147.623539,-0.000265
129,1596869538.150898,1596869538.303347,152.449608,-0.000278
130,1596869539.151129,1596869539.262922,111.793518,-0.000231
131,1596869540.151407,1596869540.271940,120.532751,-0.000278
132,1596869541.151781,1596869541.316768,164.986610,-0.000375
133,1596869542.151930,1596869542.303933,152.002811,-0.000149
134,1596869543.152192,1596869543.308903,156.711102,-0.000262
135,1596869544.152465,1596869544.269207,116.742134,-0.000273
136,1596869545.152714,1596869545.279423,126.709938,-0.000249
137,1596869546.152955,1596869546.318061,165.106058,-0.000241
138,1596869547.153237,1596869547.294583,141.345978,-0.000282
139,1596869548.153502,1596869548.299737,146.235228,-0.000265
140,1596869549.153755,1596869549.309818,156.062841,-0.000253
141,1596869550.154042,1596869550.270072,116.030216,-0.000287
142,1596869551.154326,1596869551.319484,165.158272,-0.000284
143,1596869552.154600,1596869552.305217,150.617123,-0.000274
144,1596869553.154880,1596869553.310254,155.373573,-0.000280
145,1596869554.155162,1596869554.268864,113.702059,-0.000282
146,1596869555.155414,1596869555.274412,118.997335,-0.000252
147,1596869556.155695,1596869556.290790,135.094881,-0.000280
148,1596869557.155951,1596869557.295976,140.025377,-0.000256
149,1596869558.156183,1596869558.310385,154.202461,-0.000232
150,1596869559.156461,1596869559.273202,116.740942,-0.000278
151,1596869560.156700,1596869560.290362,133.661509,-0.000239
152,1596869561.156958,1596869561.299849,142.890453,-0.000258
153,1596869562.157228,1596869562.306611,149.383068,-0.000270
154,1596869563.157464,1596869563.312100,154.635906,-0.000236
155,1596869564.157707,1596869564.281603,123.895645,-0.000243
156,1596869565.157987,1596869565.291956,133.969545,-0.000280
157,1596869566.158231,1596869566.307032,148.800135,-0.000245
158,1596869567.158484,1596869567.273411,114.927053,-0.000253
159,1596869568.158772,1596869568.282450,123.678446,-0.000288
160,1596869569.159052,1596869569.324151,165.098667,-0.000280
161,1596869570.159322,1596869570.307583,148.260832,-0.000270
162,1596869571.159644,1596869571.312052,152.407646,-0.000323
163,1596869572.159892,1596869572.273013,113.120556,-0.000248
164,1596869573.160226,1596869573.288139,127.912760,-0.000334
165,1596869574.160516,1596869574.309566,149.049759,-0.000290
166,1596869575.160777,1596869575.313320,152.542830,-0.000261
167,1596869576.161016,1596869576.272700,111.683607,-0.000239
168,1596869577.161360,1596869577.278906,117.546320,-0.000344
169,1596869578.161620,1596869578.326771,165.150881,-0.000260
170,1596869579.161889,1596869579.313932,152.043104,-0.000268
171,1596869580.162179,1596869580.274123,111.944675,-0.000290
172,1596869581.162440,1596869581.289200,126.760483,-0.000261
173,1596869582.162668,1596869582.297097,134.428740,-0.000228
174,1596869583.162951,1596869583.305728,142.777205,-0.000283
175,1596869584.163189,1596869584.314535,151.345968,-0.000238
176,1596869585.163457,1596869585.324620,161.162615,-0.000268
177,1596869586.163728,1596869586.279927,116.199255,-0.000271
178,1596869587.163979,1596869587.288179,124.200106,-0.000251
179,1596869588.164251,1596869588.307304,143.053055,-0.000272
180,1596869589.164519,1596869589.316014,151.494503,-0.000268
181,1596869590.164789,1596869590.280424,115.634441,-0.000270
182,1596869591.165080,1596869591.330107,165.027618,-0.000291
183,1596869592.165359,1596869592.305595,140.235901,-0.000279
184,1596869593.165628,1596869593.314686,149.057865,-0.000269
185,1596869594.165867,1596869594.285157,119.290352,-0.000238
186,1596869595.166248,1596869595.331431,165.183544,-0.000381
187,1596869596.166404,1596869596.314439,148.034334,-0.000157
188,1596869597.166657,1596869597.278858,112.201214,-0.000252
189,1596869598.166977,1596869598.281984,115.006447,-0.000321
190,1596869599.167239,1596869599.290656,123.417139,-0.000261
191,1596869600.167492,1596869600.296038,128.546238,-0.000253
192,1596869601.167851,1596869601.308522,140.670300,-0.000359
193,1596869602.168107,1596869602.312066,143.959045,-0.000255
194,1596869603.168349,1596869603.320372,152.022362,-0.000243
195,1596869604.168629,1596869604.286280,117.651463,-0.000280
196,1596869605.168883,1596869605.293317,124.433994,-0.000254
197,1596869606.169137,1596869606.307602,138.464451,-0.000254
198,1596869607.169458,1596869607.314386,144.928217,-0.000320
199,1596869608.169729,1596869608.317767,148.037195,-0.000272
200,1596869609.170004,1596869609.288174,118.170261,-0.000275
201,1596869610.170263,1596869610.300476,130.213261,-0.000259
202,1596869611.170532,1596869611.308187,137.654543,-0.000269
203,1596869612.170790,1596869612.313321,142.531395,-0.000258
204,1596869613.171060,1596869613.319916,148.855925,-0.000270
205,1596869614.171339,1596869614.323643,152.303457,-0.000279
206,1596869615.171616,1596869615.282121,110.505342,-0.000277
207,1596869616.171885,1596869616.288706,116.820812,-0.000269
208,1596869617.172158,1596869617.304016,131.857872,-0.000273
209,1596869618.172415,1596869618.314060,141.644478,-0.000257
210,1596869619.172713,1596869619.319279,146.566868,-0.000297
211,1596869620.172987,1596869620.289545,116.557837,-0.000275
212,1596869621.173257,1596869621.309567,136.309862,-0.000270
213,1596869622.173527,1596869622.314676,141.148806,-0.000270
214,1596869623.173788,1596869623.319825,146.036386,-0.000261
215,1596869624.174053,1596869624.295040,120.986223,-0.000265
216,1596869625.174316,1596869625.308363,134.046555,-0.000263
217,1596869626.174586,1596869626.315244,140.658379,-0.000270
218,1596869627.174841,1596869627.324106,149.265051,-0.000255
219,1596869628.175104,1596869628.290575,115.470886,-0.000262
220,1596869629.175401,1596869629.295991,120.589733,-0.000297
221,1596869630.175672,1596869630.340888,165.215731,-0.000271
222,1596869631.175932,1596869631.315852,139.919281,-0.000261
223,1596869632.176255,1596869632.321018,144.762516,-0.000323
224,1596869633.176523,1596869633.336205,159.682035,-0.000268
225,1596869634.176799,1596869634.300243,123.443842,-0.000276
226,1596869635.177065,1596869635.310628,133.563757,-0.000266
227,1596869636.177330,1596869636.321705,144.375086,-0.000266
228,1596869637.177559,1596869637.290052,112.492561,-0.000229
229,1596869638.177841,1596869638.306972,129.130363,-0.000282
230,1596869639.178088,1596869639.320190,142.102480,-0.000247
231,1596869640.178356,1596869640.336802,158.445120,-0.000269
232,1596869641.178617,1596869641.292565,113.947392,-0.000261
233,1596869642.178882,1596869642.309508,130.625963,-0.000265
234,1596869643.179152,1596869643.322546,143.393993,-0.000269
235,1596869644.179484,1596869644.332444,152.960300,-0.000332
236,1596869645.179722,1596869645.295683,115.960836,-0.000238
237,1596869646.179991,1596869646.300932,120.941401,-0.000269
238,1596869647.180254,1596869647.313281,133.026600,-0.000263
239,1596869648.180495,1596869648.318346,137.851000,-0.000241
240,1596869649.180751,1596869649.322635,141.884565,-0.000256
241,1596869650.181028,1596869650.334074,153.045654,-0.000278
242,1596869651.181286,1596869651.298771,117.485285,-0.000258
243,1596869652.181531,1596869652.308774,127.242327,-0.000245
244,1596869653.181809,1596869653.323266,141.457319,-0.000278
245,1596869654.182074,1596869654.329100,147.026300,-0.000265
246,1596869655.182317,1596869655.334169,151.851416,-0.000243
247,1596869656.182602,1596869656.339362,156.760216,-0.000285
248,1596869657.182837,1596869657.295593,112.755537,-0.000235
249,1596869658.183103,1596869658.307774,124.671221,-0.000266
250,1596869659.183367,1596869659.319708,136.340141,-0.000265
251,1596869660.183668,1596869660.323961,140.292645,-0.000301
252,1596869661.183937,1596869661.333760,149.823189,-0.000269
253,1596869662.184205,1596869662.294804,110.599041,-0.000268
254,1596869663.184480,1596869663.312783,128.303528,-0.000275
255,1596869664.184743,1596869664.349937,165.194750,-0.000263
256,1596869665.185009,1596869665.325408,140.398502,-0.000266
257,1596869666.185277,1596869666.340414,155.137300,-0.000268
258,1596869667.185542,1596869667.305805,120.262623,-0.000266
259,1596869668.185813,1596869668.320479,134.666204,-0.000271
260,1596869669.186056,1596869669.325943,139.887810,-0.000242
261,1596869670.186339,1596869670.331053,144.714117,-0.000283
262,1596869671.186613,1596869671.296381,109.768629,-0.000274
263,1596869672.186870,1596869672.304673,117.803574,-0.000257
264,1596869673.187114,1596869673.352302,165.187836,-0.000244
265,1596869674.187395,1596869674.326613,139.218330,-0.000281
266,1596869675.187649,1596869675.336146,148.496151,-0.000255
267,1596869676.187898,1596869676.307073,119.174242,-0.000249
268,1596869677.188180,1596869677.313259,125.079155,-0.000282
269,1596869678.188438,1596869678.353568,165.129900,-0.000258
270,1596869679.188689,1596869679.327243,138.554573,-0.000251
271,1596869680.188991,1596869680.337495,148.503780,-0.000303
272,1596869681.189251,1596869681.301589,112.338543,-0.000260
273,1596869682.189535,1596869682.309762,120.226860,-0.000284
274,1596869683.189812,1596869683.322870,133.057833,-0.000277
275,1596869684.190075,1596869684.355191,165.115118,-0.000263
276,1596869685.190368,1596869685.333117,142.748833,-0.000292
277,1596869686.190619,1596869686.338220,147.600412,-0.000252
278,1596869687.190856,1596869687.303466,112.609863,-0.000237
279,1596869688.191134,1596869688.356309,165.174723,-0.000278
280,1596869689.191411,1596869689.328623,137.211561,-0.000277
281,1596869690.191679,1596869690.338749,147.070646,-0.000268
282,1596869691.191921,1596869691.303978,112.057209,-0.000242
283,1596869692.192202,1596869692.314166,121.963263,-0.000282
284,1596869693.192464,1596869693.334241,141.777515,-0.000261
285,1596869694.192734,1596869694.349305,156.571388,-0.000270
286,1596869695.193026,1596869695.309580,116.554022,-0.000292
287,1596869696.193286,1596869696.316318,123.032093,-0.000261
288,1596869697.193577,1596869697.358765,165.188074,-0.000291
289,1596869698.193889,1596869698.335340,141.451120,-0.000312
290,1596869699.194163,1596869699.348546,154.382944,-0.000273
291,1596869700.194429,1596869700.305237,110.807419,-0.000267
292,1596869701.194752,1596869701.323612,128.859997,-0.000323
293,1596869702.195009,1596869702.335523,140.513659,-0.000257
294,1596869703.195280,1596869703.345655,150.375128,-0.000271
295,1596869704.195704,1596869704.316156,120.452404,-0.000424
296,1596869705.195931,1596869705.361145,165.213108,-0.000227
297,1596869706.196194,1596869706.351000,154.805660,-0.000263
298,1596869707.196525,1596869707.313473,116.948366,-0.000330
299,1596869708.196767,1596869708.320211,123.443604,-0.000243
300,1596869709.197035,1596869709.341617,144.581795,-0.000268
301,1596869710.197265,1596869710.353260,155.995369,-0.000230
302,1596869711.197608,1596869711.309166,111.558199,-0.000343
303,1596869712.197853,1596869712.316957,119.104385,-0.000245
304,1596869713.198092,1596869713.334135,136.043072,-0.000239
305,1596869714.198349,1596869714.352092,153.743267,-0.000257
306,1596869715.198616,1596869715.320485,121.869087,-0.000267
307,1596869716.198886,1596869716.333573,134.687424,-0.000270
308,1596869717.199153,1596869717.342557,143.404007,-0.000268
309,1596869718.199481,1596869718.352687,153.205395,-0.000328
310,1596869719.199699,1596869719.321279,121.579409,-0.000218
311,1596869720.199990,1596869720.332422,132.431746,-0.000291
312,1596869721.200236,1596869721.341907,141.670942,-0.000245
313,1596869722.200485,1596869722.358759,158.273935,-0.000250
314,1596869723.200767,1596869723.313468,112.701416,-0.000282
315,1596869724.201025,1596869724.332454,131.429911,-0.000257
316,1596869725.201281,1596869725.344023,142.742157,-0.000257
317,1596869726.201547,1596869726.313885,112.338066,-0.000266
318,1596869727.201798,1596869727.318919,117.121220,-0.000251
319,1596869728.202045,1596869728.339010,136.965752,-0.000247
320,1596869729.202322,1596869729.359072,156.749487,-0.000278
321,1596869730.202582,1596869730.319336,116.754055,-0.000260
322,1596869731.202816,1596869731.339397,136.581182,-0.000234
323,1596869732.203101,1596869732.359950,156.848669,-0.000286
324,1596869733.203358,1596869733.329693,126.334667,-0.000257
325,1596869734.203604,1596869734.334799,131.195784,-0.000245
326,1596869735.203876,1596869735.349185,145.309210,-0.000272
327,1596869736.204142,1596869736.358967,154.825211,-0.000266
328,1596869737.204402,1596869737.320321,115.919590,-0.000260
329,1596869738.204705,1596869738.335345,130.640507,-0.000303
330,1596869739.205078,1596869739.340516,135.437489,-0.000374
331,1596869740.205314,1596869740.345611,140.296698,-0.000236
332,1596869741.205588,1596869741.317529,111.941099,-0.000274
333,1596869742.205856,1596869742.335882,130.026340,-0.000268
334,1596869743.206125,1596869743.351005,144.880295,-0.000269
335,1596869744.206389,1596869744.316216,109.827280,-0.000264
336,1596869745.206626,1596869745.335469,128.843069,-0.000237
337,1596869746.206873,1596869746.356425,149.551630,-0.000247
338,1596869747.207142,1596869747.321700,114.557743,-0.000269
339,1596869748.207382,1596869748.336648,129.265547,-0.000240
340,1596869749.207655,1596869749.361783,154.127359,-0.000273
341,1596869750.207944,1596869750.319936,111.992359,-0.000288
342,1596869751.208196,1596869751.327146,118.950129,-0.000252
343,1596869752.208460,1596869752.336463,128.003120,-0.000264
344,1596869753.208726,1596869753.373865,165.139198,-0.000266
345,1596869754.208983,1596869754.362809,153.825998,-0.000257
346,1596869755.209250,1596869755.329540,120.290518,-0.000267
347,1596869756.209581,1596869756.337693,128.112078,-0.000331
348,1596869757.209854,1596869757.363071,153.217554,-0.000273
349,1596869758.210087,1596869758.325465,115.377903,-0.000233
350,1596869759.210386,1596869759.338128,127.742290,-0.000299
351,1596869760.210653,1596869760.353347,142.693758,-0.000267
352,1596869761.210902,1596869761.361654,150.752068,-0.000249
353,1596869762.211208,1596869762.366121,154.912949,-0.000307
354,1596869763.211469,1596869763.333104,121.634722,-0.000261
355,1596869764.211724,1596869764.338865,127.140522,-0.000255
356,1596869765.212012,1596869765.348985,136.973619,-0.000287
357,1596869766.212277,1596869766.359057,146.779537,-0.000266
358,1596869767.212541,1596869767.368287,155.745983,-0.000264
359,1596869768.212807,1596869768.338395,125.587225,-0.000266
360,1596869769.213083,1596869769.358634,145.551920,-0.000275
361,1596869770.213335,1596869770.333651,120.316029,-0.000252
362,1596869771.213615,1596869771.350658,137.043715,-0.000280
363,1596869772.213884,1596869772.380071,166.187525,-0.000269
364,1596869773.214134,1596869773.334536,120.401621,-0.000250
365,1596869774.214423,1596869774.379661,165.237665,-0.000289
366,1596869775.214669,1596869775.370328,155.658722,-0.000246
367,1596869776.214923,1596869776.380332,165.408850,-0.000253
368,1596869777.215214,1596869777.349827,134.613037,-0.000291
369,1596869778.215453,1596869778.360700,145.247459,-0.000239
370,1596869779.215724,1596869779.370797,155.072927,-0.000271
371,1596869780.216020,1596869780.381251,165.230989,-0.000296
372,1596869781.216261,1596869781.356149,139.888525,-0.000241
373,1596869782.216510,1596869782.361245,144.734859,-0.000249
374,1596869783.216783,1596869783.326561,109.778166,-0.000273
375,1596869784.216897,1596869784.299786,82.889318,-0.000114
376,1596869785.217227,1596869785.346262,129.035234,-0.000330
377,1596869786.217499,1596869786.355118,137.618303,-0.000273
378,1596869787.217748,1596869787.360298,142.549276,-0.000249
379,1596869788.217997,1596869788.374357,156.360149,-0.000249
380,1596869789.218270,1596869789.330654,112.384081,-0.000273
381,1596869790.218546,1596869790.383798,165.251255,-0.000276
382,1596869791.218799,1596869791.353049,134.249926,-0.000252
383,1596869792.219158,1596869792.367625,148.467064,-0.000360
384,1596869793.219463,1596869793.372655,153.191566,-0.000305
385,1596869794.219703,1596869794.329913,110.209465,-0.000240
386,1596869795.220065,1596869795.339262,119.196415,-0.000362
387,1596869796.220314,1596869796.342403,122.088432,-0.000249
388,1596869797.220555,1596869797.353229,132.674217,-0.000241
389,1596869798.220874,1596869798.375249,154.374838,-0.000319
390,1596869799.221128,1596869799.333674,112.546206,-0.000253
391,1596869800.221424,1596869800.343786,122.362375,-0.000297
392,1596869801.221686,1596869801.365727,144.041300,-0.000262
393,1596869802.221963,1596869802.373937,151.974201,-0.000277
394,1596869803.222213,1596869803.339124,116.910934,-0.000250
395,1596869804.222462,1596869804.350797,128.334999,-0.000249
396,1596869805.222734,1596869805.372399,149.664164,-0.000272
397,1596869806.222988,1596869806.339585,116.596937,-0.000254
398,1596869807.223221,1596869807.352877,129.656792,-0.000232
399,1596869808.223500,1596869808.359823,136.322498,-0.000279
400,1596869809.223755,1596869809.388966,165.210962,-0.000255
401,1596869810.224037,1596869810.335133,111.095667,-0.000282
402,1596869811.224299,1596869811.343788,119.489431,-0.000262
403,1596869812.224533,1596869812.389650,165.117502,-0.000234
404,1596869813.224778,1596869813.365381,140.603304,-0.000245
405,1596869814.225078,1596869814.380521,155.443668,-0.000299
406,1596869815.225356,1596869815.335698,110.341311,-0.000279
407,1596869816.225603,1596869816.340869,115.265846,-0.000247
408,1596869817.225881,1596869817.345801,119.919538,-0.000278
409,1596869818.226152,1596869818.360359,134.207487,-0.000270
410,1596869819.226403,1596869819.374769,148.365974,-0.000252
411,1596869820.226699,1596869820.331620,104.920149,-0.000296
412,1596869821.226961,1596869821.345995,119.034529,-0.000261
413,1596869822.227240,1596869822.351537,124.296904,-0.000279
414,1596869823.227536,1596869823.392810,165.274382,-0.000296
415,1596869824.227758,1596869824.381818,154.060125,-0.000222
416,1596869825.228020,1596869825.342924,114.903212,-0.000263
417,1596869826.228278,1596869826.346910,118.632078,-0.000258
418,1596869827.228511,1596869827.360436,131.925106,-0.000232
419,1596869828.228812,1596869828.367366,138.553381,-0.000302
420,1596869829.229090,1596869829.372526,143.436193,-0.000278
421,1596869830.229320,1596869830.387601,158.281803,-0.000230
422,1596869831.229642,1596869831.346498,116.855860,-0.000323
423,1596869832.229942,1596869832.358034,128.092051,-0.000300
424,1596869833.230213,1596869833.368108,137.894630,-0.000271
425,1596869834.230459,1596869834.383610,153.150797,-0.000246
426,1596869835.230742,1596869835.389933,159.191608,-0.000283
427,1596869836.231015,1596869836.348001,116.986513,-0.000273
428,1596869837.231248,1596869837.355999,124.751329,-0.000233
429,1596869838.231530,1596869838.374125,142.594814,-0.000283
430,1596869839.231757,1596869839.378900,147.142410,-0.000227
431,1596869840.232024,1596869840.346539,114.515781,-0.000267
432,1596869841.232309,1596869841.364182,131.872892,-0.000286
433,1596869842.232555,1596869842.380960,148.404837,-0.000246
434,1596869843.232826,1596869843.344458,111.632586,-0.000271
435,1596869844.233104,1596869844.367067,133.963108,-0.000278
436,1596869845.233362,1596869845.379657,146.294832,-0.000258
437,1596869846.233634,1596869846.389812,156.178951,-0.000271
438,1596869847.233908,1596869847.349029,115.120888,-0.000275
439,1596869848.234154,1596869848.367290,133.136034,-0.000246
440,1596869849.234438,1596869849.377795,143.357277,-0.000284
441,1596869850.234726,1596869850.394833,160.107374,-0.000288
442,1596869851.234982,1596869851.350575,115.592718,-0.000256
443,1596869852.235209,1596869852.355790,120.581150,-0.000227
444,1596869853.235491,1596869853.370757,135.266066,-0.000282
445,1596869854.235747,1596869854.384720,148.973703,-0.000256
446,1596869855.236033,1596869855.395302,159.269333,-0.000286
447,1596869856.236301,1596869856.351369,115.068436,-0.000268
448,1596869857.236559,1596869857.401848,165.288925,-0.000258
449,1596869858.236805,1596869858.381468,144.662619,-0.000247
450,1596869859.237078,1596869859.346633,109.554768,-0.000273
451,1596869860.237354,1596869860.351742,114.387751,-0.000276
452,1596869861.237595,1596869861.361223,123.627901,-0.000241
453,1596869862.237883,1596869862.403169,165.285587,-0.000288
454,1596869863.238129,1596869863.387100,148.971319,-0.000246
455,1596869864.238402,1596869864.347907,109.504938,-0.000273
456,1596869865.238696,1596869865.352313,113.616943,-0.000294
457,1596869866.238961,1596869866.370146,131.184816,-0.000265
458,1596869867.239218,1596869867.377593,138.375759,-0.000257
459,1596869868.239526,1596869868.382823,143.296480,-0.000309
460,1596869869.239760,1596869869.392842,153.081417,-0.000234
461,1596869870.240048,1596869870.351697,111.649275,-0.000288
462,1596869871.240335,1596869871.363855,123.519659,-0.000288
463,1596869872.240579,1596869872.405795,165.215492,-0.000244
464,1596869873.240819,1596869873.352316,111.497164,-0.000239
465,1596869874.241110,1596869874.368565,127.454996,-0.000291
466,1596869875.241409,1596869875.373713,132.303953,-0.000299
467,1596869876.241644,1596869876.388777,147.132874,-0.000235
468,1596869877.241938,1596869877.353201,111.263275,-0.000294
469,1596869878.242161,1596869878.366528,124.367714,-0.000222
470,1596869879.242414,1596869879.407605,165.190935,-0.000254
471,1596869880.242714,1596869880.389092,146.377563,-0.000300
472,1596869881.242976,1596869881.353518,110.541344,-0.000262
473,1596869882.243202,1596869882.373970,130.767345,-0.000226
474,1596869883.243493,1596869883.389693,146.200180,-0.000290
475,1596869884.243764,1596869884.403626,159.861803,-0.000271
476,1596869885.244038,1596869885.365571,121.532679,-0.000274
477,1596869886.244299,1596869886.375120,130.820990,-0.000261
478,1596869887.244561,1596869887.385309,140.748501,-0.000262
479,1596869888.244816,1596869888.400316,155.499458,-0.000255
