Sequencer Count,Start_Time(in sec),Stop_Time(in sec),Execution_Time(in msec),Jitter(in msec)
480,1596869889.244770,1596869889.244900,0.129700,-0.000260
481,1596869890.245044,1596869890.245182,0.137091,-0.000274
482,1596869891.245328,1596869891.245452,0.123739,-0.000284
483,1596869892.245593,1596869892.245723,0.129700,-0.000265
484,1596869893.245865,1596869893.245992,0.127792,-0.000271
485,1596869894.246129,1596869894.246242,0.112772,-0.000265
486,1596869895.246403,1596869895.246553,0.150204,-0.000274
487,1596869896.246700,1596869896.246821,0.120878,-0.000297
488,1596869897.246955,1596869897.247066,0.110865,-0.000255
489,1596869898.247236,1596869898.247377,0.140190,-0.000281
490,1596869899.247518,1596869899.247633,0.114441,-0.000282
491,1596869900.247783,1596869900.247929,0.145674,-0.000265
492,1596869901.248076,1596869901.248198,0.122309,-0.000293
493,1596869902.248342,1596869902.248469,0.127077,-0.000266
494,1596869903.248617,1596869903.248746,0.129461,-0.000275
495,1596869904.248890,1596869904.249017,0.127792,-0.000273
496,1596869905.249178,1596869905.249336,0.158548,-0.000288
497,1596869906.249550,1596869906.249672,0.121832,-0.000373
498,1596869907.249811,1596869907.249931,0.119925,-0.000261
499,1596869908.250070,1596869908.250177,0.107527,-0.000258
500,1596869909.250321,1596869909.250447,0.126123,-0.000251
501,1596869910.250582,1596869910.250692,0.109911,-0.000261
502,1596869911.250838,1596869911.250958,0.120163,-0.000256
503,1596869912.251101,1596869912.251209,0.108957,-0.000262
504,1596869913.251351,1596869913.251480,0.129461,-0.000250
505,1596869914.251631,1596869914.251757,0.126123,-0.000280
506,1596869915.251906,1596869915.252029,0.123262,-0.000275
507,1596869916.252178,1596869916.252310,0.132084,-0.000272
508,1596869917.252453,1596869917.252577,0.123501,-0.000275
509,1596869918.252722,1596869918.252847,0.125170,-0.000269
510,1596869919.252990,1596869919.253112,0.122309,-0.000268
511,1596869920.253252,1596869920.253379,0.126839,-0.000262
512,1596869921.253542,1596869921.253672,0.129461,-0.000290
513,1596869922.253813,1596869922.253935,0.122309,-0.000270
514,1596869923.254075,1596869923.254207,0.132084,-0.000262
515,1596869924.254351,1596869924.254471,0.120640,-0.000276
516,1596869925.254615,1596869925.254748,0.133276,-0.000264
517,1596869926.254909,1596869926.255043,0.134706,-0.000294
518,1596869927.255155,1596869927.255234,0.078678,-0.000247
519,1596869928.255351,1596869928.255458,0.106812,-0.000196
520,1596869929.255607,1596869929.255728,0.121355,-0.000256
521,1596869930.255856,1596869930.255961,0.105143,-0.000249
522,1596869931.256096,1596869931.256222,0.126123,-0.000240
523,1596869932.256364,1596869932.256485,0.121832,-0.000268
524,1596869933.256645,1596869933.256770,0.124216,-0.000282
525,1596869934.256916,1596869934.257046,0.130653,-0.000270
526,1596869935.257188,1596869935.257314,0.126123,-0.000273
527,1596869936.257450,1596869936.257564,0.113487,-0.000262
528,1596869937.257725,1596869937.257851,0.125170,-0.000275
529,1596869938.258009,1596869938.258134,0.125170,-0.000283
530,1596869939.258269,1596869939.258379,0.109434,-0.000260
531,1596869940.258523,1596869940.258662,0.138283,-0.000254
532,1596869941.258819,1596869941.258950,0.130892,-0.000296
533,1596869942.259090,1596869942.259210,0.119925,-0.000270
534,1596869943.259398,1596869943.259531,0.133276,-0.000308
535,1596869944.259676,1596869944.259804,0.127792,-0.000278
536,1596869945.259955,1596869945.260067,0.112772,-0.000279
537,1596869946.260203,1596869946.260321,0.118017,-0.000249
538,1596869947.260457,1596869947.260587,0.129700,-0.000254
539,1596869948.260727,1596869948.260843,0.116110,-0.000270
540,1596869949.260987,1596869949.261106,0.119686,-0.000260
541,1596869950.261256,1596869950.261376,0.120401,-0.000269
542,1596869951.261517,1596869951.261641,0.123501,-0.000261
543,1596869952.261806,1596869952.261933,0.126362,-0.000289
544,1596869953.262083,1596869953.262208,0.124216,-0.000277
545,1596869954.262350,1596869954.262473,0.122786,-0.000267
546,1596869955.262610,1596869955.262733,0.123024,-0.000260
547,1596869956.262875,1596869956.262997,0.122070,-0.000264
548,1596869957.263140,1596869957.263260,0.119448,-0.000266
549,1596869958.263402,1596869958.263523,0.121355,-0.000262
550,1596869959.263667,1596869959.263786,0.119686,-0.000265
551,1596869960.263935,1596869960.264059,0.124454,-0.000268
552,1596869961.264208,1596869961.264358,0.150204,-0.000273
553,1596869962.264511,1596869962.264634,0.123262,-0.000303
554,1596869963.264777,1596869963.264913,0.135422,-0.000266
555,1596869964.265050,1596869964.265172,0.122070,-0.000273
556,1596869965.265316,1596869965.265444,0.127792,-0.000266
557,1596869966.265610,1596869966.265737,0.127077,-0.000294
558,1596869967.265927,1596869967.266104,0.176907,-0.000317
559,1596869968.266272,1596869968.266400,0.128746,-0.000344
560,1596869969.266542,1596869969.266672,0.129461,-0.000271
561,1596869970.266847,1596869970.266982,0.134945,-0.000305
562,1596869971.267134,1596869971.267268,0.133753,-0.000287
563,1596869972.267411,1596869972.267535,0.123978,-0.000277
564,1596869973.267728,1596869973.267874,0.145912,-0.000316
565,1596869974.268057,1596869974.268216,0.159025,-0.000329
566,1596869975.268357,1596869975.268482,0.125408,-0.000299
567,1596869976.268620,1596869976.268740,0.120163,-0.000264
568,1596869977.268892,1596869977.269015,0.123024,-0.000272
569,1596869978.269159,1596869978.269301,0.142097,-0.000267
570,1596869979.269505,1596869979.269634,0.128984,-0.000346
571,1596869980.269787,1596869980.269912,0.124693,-0.000282
572,1596869981.270065,1596869981.270222,0.157356,-0.000278
573,1596869982.270364,1596869982.270477,0.113487,-0.000299
574,1596869983.270614,1596869983.270742,0.128031,-0.000250
575,1596869984.270886,1596869984.271016,0.129700,-0.000272
576,1596869985.271150,1596869985.271267,0.116825,-0.000264
577,1596869986.271410,1596869986.271561,0.151634,-0.000259
578,1596869987.271703,1596869987.271828,0.124693,-0.000293
579,1596869988.271976,1596869988.272103,0.126839,-0.000273
580,1596869989.272236,1596869989.272359,0.123501,-0.000259
581,1596869990.272501,1596869990.272620,0.118494,-0.000266
582,1596869991.272763,1596869991.272897,0.133753,-0.000262
583,1596869992.273046,1596869992.273176,0.130415,-0.000283
584,1596869993.273314,1596869993.273435,0.120640,-0.000268
585,1596869994.273588,1596869994.273714,0.125647,-0.000274
586,1596869995.273865,1596869995.273999,0.133991,-0.000277
587,1596869996.274141,1596869996.274268,0.127792,-0.000276
588,1596869997.274406,1596869997.274522,0.115871,-0.000265
589,1596869998.274707,1596869998.274879,0.172138,-0.000301
590,1596869999.275032,1596869999.275154,0.122070,-0.000325
591,1596870000.275294,1596870000.275410,0.116110,-0.000262
592,1596870001.275546,1596870001.275662,0.115633,-0.000252
593,1596870002.275801,1596870002.275917,0.115633,-0.000255
594,1596870003.276052,1596870003.276173,0.120163,-0.000252
595,1596870004.276300,1596870004.276403,0.102997,-0.000248
596,1596870005.276539,1596870005.276660,0.120878,-0.000239
597,1596870006.276797,1596870006.276926,0.129700,-0.000257
598,1596870007.277060,1596870007.277173,0.112534,-0.000264
599,1596870008.277310,1596870008.277427,0.116587,-0.000250
600,1596870009.277562,1596870009.277680,0.118017,-0.000252
601,1596870010.277813,1596870010.277917,0.103951,-0.000251
602,1596870011.278056,1596870011.278184,0.127554,-0.000243
603,1596870012.278319,1596870012.278436,0.116825,-0.000263
604,1596870013.278569,1596870013.278683,0.113964,-0.000250
605,1596870014.278822,1596870014.278937,0.114679,-0.000253
606,1596870015.279087,1596870015.279202,0.115871,-0.000264
607,1596870016.279407,1596870016.279535,0.128746,-0.000320
608,1596870017.279680,1596870017.279794,0.114441,-0.000273
609,1596870018.279930,1596870018.280048,0.118256,-0.000250
610,1596870019.280188,1596870019.280310,0.122786,-0.000257
611,1596870020.280457,1596870020.280576,0.119686,-0.000269
612,1596870021.280728,1596870021.280874,0.145912,-0.000271
613,1596870022.281020,1596870022.281138,0.118256,-0.000292
614,1596870023.281279,1596870023.281396,0.117064,-0.000258
615,1596870024.281530,1596870024.281638,0.108719,-0.000251
616,1596870025.281775,1596870025.281894,0.118971,-0.000245
617,1596870026.282045,1596870026.282168,0.123262,-0.000270
618,1596870027.282300,1596870027.282413,0.112534,-0.000255
619,1596870028.282544,1596870028.282646,0.102043,-0.000244
620,1596870029.282784,1596870029.282897,0.112534,-0.000240
621,1596870030.283030,1596870030.283134,0.103951,-0.000246
622,1596870031.283269,1596870031.283382,0.113010,-0.000239
623,1596870032.283523,1596870032.283639,0.116110,-0.000254
624,1596870033.283768,1596870033.283875,0.106573,-0.000245
625,1596870034.284012,1596870034.284136,0.123978,-0.000244
626,1596870035.284334,1596870035.284496,0.161886,-0.000322
627,1596870036.284639,1596870036.284756,0.116348,-0.000305
628,1596870037.284882,1596870037.284983,0.100851,-0.000243
629,1596870038.285120,1596870038.285249,0.128984,-0.000238
630,1596870039.285390,1596870039.285506,0.116110,-0.000270
631,1596870040.285645,1596870040.285756,0.111580,-0.000254
632,1596870041.285895,1596870041.286012,0.117540,-0.000250
633,1596870042.286144,1596870042.286259,0.115156,-0.000249
634,1596870043.286405,1596870043.286546,0.141621,-0.000261
635,1596870044.286691,1596870044.286811,0.120401,-0.000286
636,1596870045.286943,1596870045.287057,0.114679,-0.000252
637,1596870046.287194,1596870046.287308,0.114918,-0.000251
638,1596870047.287451,1596870047.287569,0.118494,-0.000257
639,1596870048.287719,1596870048.287857,0.138283,-0.000268
640,1596870049.287992,1596870049.288104,0.112772,-0.000273
641,1596870050.288242,1596870050.288379,0.137329,-0.000250
642,1596870051.288515,1596870051.288632,0.116348,-0.000274
643,1596870052.288770,1596870052.288884,0.113726,-0.000255
644,1596870053.289041,1596870053.289161,0.119925,-0.000271
645,1596870054.289291,1596870054.289443,0.152349,-0.000250
646,1596870055.289576,1596870055.289676,0.100851,-0.000284
647,1596870056.289809,1596870056.289925,0.115871,-0.000234
648,1596870057.290051,1596870057.290155,0.103235,-0.000242
649,1596870058.290290,1596870058.290402,0.112295,-0.000238
650,1596870059.290550,1596870059.290667,0.116348,-0.000261
651,1596870060.290806,1596870060.290928,0.122309,-0.000255
652,1596870061.291072,1596870061.291191,0.118494,-0.000267
653,1596870062.291331,1596870062.291445,0.113964,-0.000259
654,1596870063.291581,1596870063.291699,0.118494,-0.000250
655,1596870064.291838,1596870064.291956,0.117302,-0.000258
656,1596870065.292100,1596870065.292217,0.116825,-0.000261
657,1596870066.292349,1596870066.292449,0.099182,-0.000250
658,1596870067.292585,1596870067.292703,0.118732,-0.000235
659,1596870068.292846,1596870068.292968,0.121355,-0.000262
660,1596870069.293108,1596870069.293231,0.123024,-0.000261
661,1596870070.293375,1596870070.293496,0.121117,-0.000268
662,1596870071.293640,1596870071.293761,0.120401,-0.000265
663,1596870072.293894,1596870072.294011,0.116825,-0.000253
664,1596870073.294152,1596870073.294257,0.105381,-0.000258
665,1596870074.294395,1596870074.294512,0.117540,-0.000243
666,1596870075.294651,1596870075.294770,0.119448,-0.000256
667,1596870076.294903,1596870076.295018,0.114918,-0.000252
668,1596870077.295158,1596870077.295275,0.116348,-0.000256
669,1596870078.295410,1596870078.295530,0.119925,-0.000252
670,1596870079.295665,1596870079.295771,0.105858,-0.000254
671,1596870080.295912,1596870080.296034,0.121593,-0.000247
672,1596870081.296172,1596870081.296295,0.122547,-0.000260
673,1596870082.296444,1596870082.296566,0.121593,-0.000272
674,1596870083.296706,1596870083.296834,0.127554,-0.000262
675,1596870084.296977,1596870084.297095,0.118017,-0.000271
676,1596870085.297231,1596870085.297349,0.118017,-0.000254
677,1596870086.297487,1596870086.297606,0.119448,-0.000255
678,1596870087.297736,1596870087.297853,0.116825,-0.000249
679,1596870088.297982,1596870088.298087,0.105381,-0.000245
680,1596870089.298220,1596870089.298341,0.121355,-0.000238
681,1596870090.298477,1596870090.298594,0.116587,-0.000257
682,1596870091.298737,1596870091.298856,0.119448,-0.000259
683,1596870092.299021,1596870092.299159,0.137568,-0.000284
684,1596870093.299298,1596870093.299540,0.242710,-0.000277
685,1596870094.299678,1596870094.299800,0.121355,-0.000381
686,1596870095.299960,1596870095.300101,0.141621,-0.000281
687,1596870096.300235,1596870096.300350,0.115395,-0.000275
688,1596870097.300483,1596870097.300605,0.121355,-0.000249
689,1596870098.300752,1596870098.300904,0.151873,-0.000269
690,1596870099.301040,1596870099.301151,0.111103,-0.000288
691,1596870100.301285,1596870100.301407,0.121593,-0.000245
692,1596870101.301545,1596870101.301663,0.118494,-0.000260
693,1596870102.301799,1596870102.301915,0.115871,-0.000254
694,1596870103.302048,1596870103.302165,0.116825,-0.000249
695,1596870104.302310,1596870104.302421,0.110865,-0.000262
696,1596870105.302601,1596870105.302740,0.139475,-0.000291
697,1596870106.302881,1596870106.302991,0.110626,-0.000280
698,1596870107.303122,1596870107.303243,0.121593,-0.000241
699,1596870108.303373,1596870108.303496,0.123024,-0.000251
700,1596870109.303634,1596870109.303755,0.121593,-0.000261
701,1596870110.303898,1596870110.304010,0.111818,-0.000265
702,1596870111.304155,1596870111.304280,0.124454,-0.000257
703,1596870112.304407,1596870112.304516,0.108957,-0.000252
704,1596870113.304650,1596870113.304770,0.120401,-0.000243
705,1596870114.304906,1596870114.305020,0.113487,-0.000256
706,1596870115.305153,1596870115.305258,0.104189,-0.000247
707,1596870116.305393,1596870116.305510,0.117540,-0.000239
708,1596870117.305636,1596870117.305752,0.115871,-0.000244
709,1596870118.305889,1596870118.306005,0.115633,-0.000253
710,1596870119.306132,1596870119.306253,0.120401,-0.000243
711,1596870120.306400,1596870120.306526,0.125885,-0.000268
712,1596870121.306664,1596870121.306785,0.120401,-0.000264
713,1596870122.306916,1596870122.307034,0.118256,-0.000252
714,1596870123.307178,1596870123.307296,0.117302,-0.000262
715,1596870124.307432,1596870124.307537,0.104427,-0.000254
716,1596870125.307672,1596870125.307791,0.118971,-0.000240
717,1596870126.307924,1596870126.308038,0.114679,-0.000252
718,1596870127.308172,1596870127.308290,0.118017,-0.000249
719,1596870128.308430,1596870128.308543,0.113726,-0.000257
720,1596870129.308684,1596870129.308808,0.123501,-0.000254
721,1596870130.308937,1596870130.309058,0.121355,-0.000253
722,1596870131.309198,1596870131.309317,0.118256,-0.000261
723,1596870132.309503,1596870132.309618,0.115156,-0.000305
724,1596870133.309755,1596870133.309869,0.114202,-0.000252
725,1596870134.310002,1596870134.310115,0.112534,-0.000247
726,1596870135.310263,1596870135.310390,0.127077,-0.000261
727,1596870136.310528,1596870136.310648,0.120163,-0.000265
728,1596870137.310775,1596870137.310879,0.103951,-0.000247
729,1596870138.311012,1596870138.311131,0.119209,-0.000236
730,1596870139.311267,1596870139.311377,0.110149,-0.000255
731,1596870140.311509,1596870140.311624,0.114918,-0.000242
732,1596870141.311763,1596870141.311890,0.127554,-0.000253
733,1596870142.312019,1596870142.312136,0.117302,-0.000256
734,1596870143.312274,1596870143.312388,0.114679,-0.000255
735,1596870144.312516,1596870144.312631,0.115156,-0.000242
736,1596870145.312766,1596870145.312884,0.118732,-0.000250
737,1596870146.313019,1596870146.313133,0.114202,-0.000253
738,1596870147.313265,1596870147.313382,0.116587,-0.000247
739,1596870148.313530,1596870148.313648,0.117779,-0.000265
740,1596870149.313786,1596870149.313916,0.130653,-0.000255
741,1596870150.314059,1596870150.314179,0.120163,-0.000274
742,1596870151.314320,1596870151.314448,0.127792,-0.000261
743,1596870152.314579,1596870152.314685,0.105619,-0.000259
744,1596870153.314822,1596870153.314939,0.117064,-0.000242
745,1596870154.315073,1596870154.315190,0.117302,-0.000251
746,1596870155.315320,1596870155.315444,0.123501,-0.000247
747,1596870156.315584,1596870156.315705,0.120401,-0.000264
748,1596870157.315850,1596870157.315959,0.108719,-0.000266
749,1596870158.316080,1596870158.316180,0.100374,-0.000230
750,1596870159.316314,1596870159.316428,0.114679,-0.000234
751,1596870160.316560,1596870160.316681,0.120640,-0.000247
752,1596870161.316817,1596870161.316937,0.119925,-0.000257
753,1596870162.317079,1596870162.317202,0.122786,-0.000262
754,1596870163.317339,1596870163.317457,0.118494,-0.000260
755,1596870164.317590,1596870164.317705,0.114441,-0.000252
756,1596870165.317848,1596870165.317977,0.128984,-0.000258
757,1596870166.318116,1596870166.318239,0.123739,-0.000267
758,1596870167.318370,1596870167.318468,0.098228,-0.000254
759,1596870168.318609,1596870168.318733,0.123739,-0.000239
760,1596870169.318874,1596870169.318992,0.118017,-0.000266
761,1596870170.319133,1596870170.319253,0.119925,-0.000259
762,1596870171.319435,1596870171.319559,0.123739,-0.000302
763,1596870172.319699,1596870172.319821,0.122309,-0.000264
764,1596870173.319958,1596870173.320077,0.118732,-0.000260
765,1596870174.320215,1596870174.320334,0.118494,-0.000257
766,1596870175.320472,1596870175.320591,0.119209,-0.000256
767,1596870176.320741,1596870176.320870,0.128746,-0.000270
768,1596870177.321015,1596870177.321134,0.119209,-0.000274
769,1596870178.321262,1596870178.321369,0.106812,-0.000247
770,1596870179.321496,1596870179.321609,0.113249,-0.000234
771,1596870180.321744,1596870180.321872,0.128031,-0.000248
772,1596870181.322010,1596870181.322122,0.112057,-0.000266
773,1596870182.322251,1596870182.322357,0.105858,-0.000241
774,1596870183.322491,1596870183.322613,0.122786,-0.000240
775,1596870184.322753,1596870184.322874,0.120878,-0.000263
776,1596870185.323012,1596870185.323136,0.123739,-0.000259
777,1596870186.323277,1596870186.323396,0.118971,-0.000265
778,1596870187.323528,1596870187.323647,0.119448,-0.000251
779,1596870188.323786,1596870188.323907,0.120640,-0.000258
780,1596870189.324047,1596870189.324169,0.121593,-0.000261
781,1596870190.324307,1596870190.324425,0.117540,-0.000260
782,1596870191.324561,1596870191.324677,0.116825,-0.000254
783,1596870192.324865,1596870192.325018,0.152826,-0.000304
784,1596870193.325159,1596870193.325280,0.120640,-0.000294
785,1596870194.325418,1596870194.325533,0.115156,-0.000259
786,1596870195.325688,1596870195.325816,0.128508,-0.000270
787,1596870196.325957,1596870196.326079,0.122070,-0.000269
788,1596870197.326218,1596870197.326337,0.118732,-0.000262
789,1596870198.326474,1596870198.326595,0.120640,-0.000256
790,1596870199.326737,1596870199.326854,0.117064,-0.000263
791,1596870200.326989,1596870200.327104,0.114918,-0.000252
792,1596870201.327243,1596870201.327360,0.117302,-0.000254
793,1596870202.327497,1596870202.327604,0.107765,-0.000254
794,1596870203.327732,1596870203.327849,0.117064,-0.000236
795,1596870204.327987,1596870204.328103,0.116348,-0.000255
796,1596870205.328243,1596870205.328350,0.107050,-0.000256
797,1596870206.328481,1596870206.328599,0.118256,-0.000238
798,1596870207.328733,1596870207.328851,0.118017,-0.000252
799,1596870208.328996,1596870208.329113,0.116825,-0.000263
800,1596870209.329250,1596870209.329398,0.148535,-0.000253
801,1596870210.329550,1596870210.329666,0.115395,-0.000300
802,1596870211.329849,1596870211.329974,0.125408,-0.000298
803,1596870212.330118,1596870212.330241,0.123262,-0.000269
804,1596870213.330384,1596870213.330504,0.120163,-0.000266
805,1596870214.330638,1596870214.330741,0.102997,-0.000254
806,1596870215.330874,1596870215.330990,0.116110,-0.000236
807,1596870216.331131,1596870216.331252,0.121355,-0.000257
808,1596870217.331413,1596870217.331537,0.123978,-0.000282
809,1596870218.331673,1596870218.331784,0.111103,-0.000260
810,1596870219.331913,1596870219.332022,0.108480,-0.000241
811,1596870220.332156,1596870220.332275,0.118494,-0.000243
812,1596870221.332412,1596870221.332530,0.118017,-0.000255
813,1596870222.332672,1596870222.332791,0.119448,-0.000260
814,1596870223.332927,1596870223.333046,0.118494,-0.000256
815,1596870224.333186,1596870224.333304,0.118256,-0.000258
816,1596870225.333439,1596870225.333560,0.120163,-0.000254
817,1596870226.333720,1596870226.333840,0.120163,-0.000281
818,1596870227.333978,1596870227.334103,0.124693,-0.000258
819,1596870228.334244,1596870228.334367,0.122547,-0.000266
820,1596870229.334513,1596870229.334634,0.120401,-0.000269
821,1596870230.334779,1596870230.334901,0.122547,-0.000265
822,1596870231.335040,1596870231.335165,0.124693,-0.000262
823,1596870232.335303,1596870232.335428,0.124693,-0.000263
824,1596870233.335572,1596870233.335691,0.119686,-0.000268
825,1596870234.335833,1596870234.335954,0.121117,-0.000262
826,1596870235.336101,1596870235.336225,0.123978,-0.000268
827,1596870236.336363,1596870236.336486,0.122309,-0.000262
828,1596870237.336622,1596870237.336742,0.119686,-0.000259
829,1596870238.336892,1596870238.337017,0.124931,-0.000269
830,1596870239.337157,1596870239.337277,0.120878,-0.000265
831,1596870240.337408,1596870240.337512,0.104427,-0.000251
832,1596870241.337649,1596870241.337759,0.110626,-0.000241
833,1596870242.337890,1596870242.338010,0.119209,-0.000242
834,1596870243.338143,1596870243.338266,0.122547,-0.000253
835,1596870244.338416,1596870244.338538,0.122309,-0.000273
836,1596870245.338682,1596870245.338799,0.116587,-0.000266
837,1596870246.338934,1596870246.339050,0.116587,-0.000252
838,1596870247.339186,1596870247.339306,0.120163,-0.000252
839,1596870248.339489,1596870248.339617,0.128508,-0.000303
840,1596870249.339752,1596870249.339873,0.120401,-0.000263
841,1596870250.340018,1596870250.340141,0.123262,-0.000266
842,1596870251.340329,1596870251.340466,0.137329,-0.000311
843,1596870252.340606,1596870252.340728,0.121355,-0.000278
844,1596870253.340870,1596870253.340994,0.124216,-0.000263
845,1596870254.341133,1596870254.341256,0.123262,-0.000263
846,1596870255.341393,1596870255.341510,0.117302,-0.000260
847,1596870256.341655,1596870256.341778,0.122786,-0.000262
848,1596870257.341916,1596870257.342036,0.119209,-0.000262
849,1596870258.342187,1596870258.342315,0.127554,-0.000271
850,1596870259.342463,1596870259.342584,0.121593,-0.000275
851,1596870260.342765,1596870260.342940,0.175238,-0.000302
852,1596870261.343081,1596870261.343205,0.124454,-0.000316
853,1596870262.343352,1596870262.343479,0.126600,-0.000271
854,1596870263.343608,1596870263.343734,0.125885,-0.000256
855,1596870264.343869,1596870264.343981,0.112534,-0.000261
856,1596870265.344127,1596870265.344251,0.123978,-0.000258
857,1596870266.344390,1596870266.344510,0.119209,-0.000263
858,1596870267.344648,1596870267.344762,0.114441,-0.000257
859,1596870268.344921,1596870268.345054,0.133038,-0.000273
860,1596870269.345194,1596870269.345319,0.125647,-0.000273
861,1596870270.345457,1596870270.345577,0.119925,-0.000264
862,1596870271.345722,1596870271.345846,0.123739,-0.000265
863,1596870272.345989,1596870272.346108,0.119686,-0.000267
864,1596870273.346245,1596870273.346375,0.129700,-0.000257
865,1596870274.346515,1596870274.346635,0.119925,-0.000270
866,1596870275.346775,1596870275.346913,0.137568,-0.000260
867,1596870276.347045,1596870276.347167,0.121832,-0.000270
868,1596870277.347307,1596870277.347428,0.120878,-0.000262
869,1596870278.347567,1596870278.347684,0.117302,-0.000260
870,1596870279.347822,1596870279.347941,0.118732,-0.000255
871,1596870280.348075,1596870280.348202,0.127316,-0.000253
872,1596870281.348359,1596870281.348478,0.119209,-0.000283
873,1596870282.348616,1596870282.348732,0.116587,-0.000257
874,1596870283.348867,1596870283.348992,0.124454,-0.000251
875,1596870284.349132,1596870284.349257,0.124693,-0.000265
876,1596870285.349424,1596870285.349544,0.120163,-0.000292
877,1596870286.349676,1596870286.349810,0.133514,-0.000252
878,1596870287.349949,1596870287.350070,0.121593,-0.000272
879,1596870288.350212,1596870288.350336,0.124216,-0.000263
880,1596870289.350470,1596870289.350592,0.121593,-0.000258
881,1596870290.350729,1596870290.350849,0.120163,-0.000259
882,1596870291.350990,1596870291.351114,0.124216,-0.000261
883,1596870292.351283,1596870292.351433,0.150681,-0.000293
884,1596870293.351574,1596870293.351696,0.122070,-0.000292
885,1596870294.351802,1596870294.351885,0.083447,-0.000227
886,1596870295.352017,1596870295.352156,0.139475,-0.000215
887,1596870296.352296,1596870296.352422,0.126123,-0.000279
888,1596870297.352559,1596870297.352680,0.121355,-0.000262
889,1596870298.352819,1596870298.352942,0.122547,-0.000260
890,1596870299.353081,1596870299.353204,0.122786,-0.000262
891,1596870300.353340,1596870300.353460,0.119925,-0.000259
892,1596870301.353607,1596870301.353739,0.131845,-0.000267
893,1596870302.353881,1596870302.354000,0.118971,-0.000274
894,1596870303.354136,1596870303.354256,0.120401,-0.000255
895,1596870304.354392,1596870304.354510,0.118017,-0.000256
896,1596870305.354648,1596870305.354769,0.121117,-0.000256
897,1596870306.354906,1596870306.355028,0.122070,-0.000258
898,1596870307.355168,1596870307.355287,0.118732,-0.000262
899,1596870308.355440,1596870308.355566,0.126362,-0.000272
900,1596870309.355704,1596870309.355803,0.099182,-0.000264
901,1596870310.355933,1596870310.356050,0.117779,-0.000228
902,1596870311.356197,1596870311.356318,0.120163,-0.000265
903,1596870312.356471,1596870312.356593,0.121832,-0.000274
904,1596870313.356731,1596870313.356846,0.114679,-0.000260
905,1596870314.356982,1596870314.357096,0.114441,-0.000251
906,1596870315.357231,1596870315.357350,0.118732,-0.000250
907,1596870316.357488,1596870316.357608,0.119686,-0.000257
908,1596870317.357757,1596870317.357877,0.120401,-0.000269
909,1596870318.358022,1596870318.358147,0.124454,-0.000266
910,1596870319.358302,1596870319.358425,0.123024,-0.000279
911,1596870320.358569,1596870320.358691,0.122547,-0.000267
912,1596870321.358833,1596870321.358951,0.118017,-0.000264
913,1596870322.359098,1596870322.359215,0.116825,-0.000265
914,1596870323.359387,1596870323.359498,0.111103,-0.000289
915,1596870324.359643,1596870324.359774,0.131369,-0.000256
916,1596870325.359923,1596870325.360047,0.124454,-0.000280
917,1596870326.360187,1596870326.360304,0.116587,-0.000264
918,1596870327.360441,1596870327.360565,0.124693,-0.000253
919,1596870328.360707,1596870328.360828,0.120878,-0.000266
920,1596870329.360980,1596870329.361129,0.148773,-0.000273
921,1596870330.361264,1596870330.361382,0.118494,-0.000284
922,1596870331.361518,1596870331.361639,0.121355,-0.000254
923,1596870332.361781,1596870332.361904,0.123262,-0.000263
924,1596870333.362048,1596870333.362169,0.121117,-0.000267
925,1596870334.362306,1596870334.362426,0.120401,-0.000258
926,1596870335.362566,1596870335.362688,0.122070,-0.000260
927,1596870336.362826,1596870336.362945,0.118256,-0.000261
928,1596870337.363090,1596870337.363213,0.122309,-0.000264
929,1596870338.363353,1596870338.363471,0.117779,-0.000263
930,1596870339.363613,1596870339.363731,0.118256,-0.000260
931,1596870340.363871,1596870340.363994,0.123024,-0.000258
932,1596870341.364133,1596870341.364257,0.123739,-0.000262
933,1596870342.364392,1596870342.364504,0.112534,-0.000259
934,1596870343.364642,1596870343.364764,0.122070,-0.000251
935,1596870344.364905,1596870344.365023,0.118017,-0.000262
936,1596870345.365161,1596870345.365286,0.124931,-0.000257
937,1596870346.365427,1596870346.365554,0.127316,-0.000265
938,1596870347.365695,1596870347.365814,0.118494,-0.000269
939,1596870348.365952,1596870348.366070,0.117540,-0.000257
940,1596870349.366211,1596870349.366328,0.116825,-0.000258
941,1596870350.366477,1596870350.366598,0.120401,-0.000267
942,1596870351.366735,1596870351.366860,0.125885,-0.000257
943,1596870352.366998,1596870352.367121,0.123024,-0.000264
944,1596870353.367284,1596870353.367452,0.168324,-0.000285
945,1596870354.367596,1596870354.367713,0.117302,-0.000312
946,1596870355.367848,1596870355.367969,0.121117,-0.000252
947,1596870356.368076,1596870356.368152,0.075579,-0.000228
948,1596870357.368272,1596870357.368402,0.129700,-0.000196
949,1596870358.368534,1596870358.368641,0.107288,-0.000262
950,1596870359.368778,1596870359.368897,0.118494,-0.000245
951,1596870360.369053,1596870360.369163,0.110149,-0.000274
952,1596870361.369276,1596870361.369441,0.164986,-0.000223
953,1596870362.369586,1596870362.369710,0.123978,-0.000310
954,1596870363.369848,1596870363.369967,0.119448,-0.000262
955,1596870364.370103,1596870364.370203,0.100136,-0.000255
956,1596870365.370339,1596870365.370463,0.123739,-0.000236
957,1596870366.370596,1596870366.370718,0.121355,-0.000257
958,1596870367.370855,1596870367.370978,0.122786,-0.000259
959,1596870368.371122,1596870368.371246,0.124693,-0.000266
960,1596870369.371387,1596870369.371509,0.121593,-0.000265
